,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3
2151,1,50,1,1,1,51,-0.08161409,-0.01181079,-0.07244756
2152,2,50,1,1,1,51,-0.00789217,-0.0667566,0.10260883
2153,3,50,1,1,1,51,-0.00013615,-0.01542002,0.04517302
2154,1,50,1,1,2,51,0.05565947,-0.03434286,-0.03748023
2155,2,50,1,1,2,51,-0.07386675,0.05774173,0.00314104
2156,3,50,1,1,2,51,-0.00837833,-0.0361809,0.11037396
2157,1,50,1,1,3,51,-0.0,0.0,-0.0
2158,2,50,1,1,3,51,0.0758936,0.02077799,-0.03196128
2159,3,50,1,1,3,51,-0.05258738,0.07343084,0.08644568
2160,1,50,1,1,4,51,0.0,-0.0,0.0
2161,2,50,1,1,4,51,-0.0,0.0,-0.0
2162,3,50,1,1,4,51,0.09428072,0.10830891,0.03535691
2163,1,51,1,1,1,50,0.04885398,0.09961145,-0.01956254
2164,2,51,1,1,1,50,-0.02445252,0.11769694,-0.03779106
2165,3,51,1,1,1,50,-0.00277828,0.03481849,-0.02486298
2166,4,51,1,1,1,50,-5.245e-05,0.00075273,-0.00120479
2167,1,51,1,1,2,50,-0.07962278,0.08988884,0.00892765
2168,2,51,1,1,2,50,0.12064164,-0.08487674,0.00784352
2169,3,51,1,1,2,50,-0.01474438,0.08393815,-0.02115443
2170,4,51,1,1,2,50,-0.00187966,0.0243713,-0.01563589
2171,1,51,1,1,3,50,0.0,0.0,0.0
2172,2,51,1,1,3,50,-0.10912256,0.05324835,0.03516823
2173,3,51,1,1,3,50,0.09380424,-0.07485409,0.01453207
2174,4,51,1,1,3,50,-0.00600539,0.06340254,-0.02239962
2175,1,51,1,1,4,50,-0.0,-0.0,0.0
2176,2,51,1,1,4,50,0.0,-0.0,-0.0
2177,3,51,1,1,4,50,-0.12337732,-0.02291433,0.02997278
2178,4,51,1,1,4,50,0.0675846,-0.07057258,0.01484254
2179,1,51,1,1,5,50,-0.0,0.0,-0.0
2180,2,51,1,1,5,50,-0.0,0.0,-0.0
2181,3,51,1,1,5,50,-0.0,0.0,-0.0
2182,4,51,1,1,5,50,-0.14584801,-0.12981361,-0.02480194
2183,1,51,1,1,1,51,-0.02698446,0.06164536,0.02281031
2184,2,51,1,1,1,51,-0.00249334,-0.01216633,0.00505274
2185,3,51,1,1,1,51,0.00501991,-0.04451748,0.04484068
2186,4,51,1,1,1,51,0.00058278,-0.01165216,0.02853411
2187,1,51,1,1,2,51,0.0,-0.0,0.0
2188,2,51,1,1,2,51,-0.02334542,0.02093416,0.03348554
2189,3,51,1,1,2,51,-0.01428078,0.01600098,-0.00975362
2190,4,51,1,1,2,51,0.0020969,-0.02800218,0.03898769
2191,1,51,1,1,3,51,-0.0,0.0,-0.0
2192,2,51,1,1,3,51,0.0,-0.0,0.0
2193,3,51,1,1,3,51,-0.02317569,-0.01134747,0.01988387
2194,4,51,1,1,3,51,-0.0139294,0.01663644,-0.02984973
2195,1,51,1,1,4,51,0.0,-0.0,0.0
2196,2,51,1,1,4,51,-0.0,0.0,0.0
2197,3,51,1,1,4,51,0.0,-0.0,0.0
2198,4,51,1,1,4,51,-0.02491315,-0.0466883,-0.02365638
2199,1,51,1,1,1,52,-0.07565341,-0.10501373,-0.08491468
2200,2,51,1,1,1,52,-0.00824259,-0.08884619,0.05749864
2201,3,51,1,1,1,52,-0.00019043,-0.03089049,0.06845814
2202,4,51,1,1,1,52,1.711e-05,-0.00204818,0.00984903
2203,1,51,1,1,2,52,0.04296608,-0.06532481,-0.01548912
2204,2,51,1,1,2,52,-0.08620551,0.04838508,-0.05345979
2205,3,51,1,1,2,52,-0.01474701,-0.04635908,0.0694529
2206,4,51,1,1,2,52,-0.00050115,-0.02077239,0.05818774
2207,1,51,1,1,3,52,-0.0,0.0,-0.0
2208,2,51,1,1,3,52,0.06114004,-0.0376724,-0.04102909
2209,3,51,1,1,3,52,-0.06882386,0.05875253,0.00516315
2210,4,51,1,1,3,52,-0.01012217,-0.02865431,0.10693457
2211,1,51,1,1,4,52,0.0,-0.0,-0.0
2212,2,51,1,1,4,52,-0.0,0.0,-0.0
2213,3,51,1,1,4,52,0.0727269,0.01986716,-0.03053892
2214,4,51,1,1,4,52,-0.04868869,0.07463386,0.08587372
2215,1,51,1,1,5,52,0.0,0.0,0.0
2216,2,51,1,1,5,52,0.0,-0.0,0.0
2217,3,51,1,1,5,52,-0.0,0.0,-0.0
2218,4,51,1,1,5,52,0.08996268,0.10318301,0.03360656
2219,1,52,1,1,1,51,0.0767931,0.00206076,0.01634741
2220,2,52,1,1,1,51,-0.01031457,0.09580518,-0.04402416
2221,3,52,1,1,1,51,-0.0013273,0.01837584,-0.014738
2222,1,52,1,1,2,51,-0.09106303,0.04460027,0.02979526
2223,2,52,1,1,2,51,0.09035256,-0.07624267,0.0172192
2224,3,52,1,1,2,51,-0.00397448,0.06471778,-0.0304179
2225,1,52,1,1,3,51,0.0,-0.0,0.0
2226,2,52,1,1,3,51,-0.12253403,-0.02290321,0.03006236
2227,3,52,1,1,3,51,0.06841244,-0.07766837,0.00598032
2228,1,52,1,1,4,51,-0.0,0.0,-0.0
2229,2,52,1,1,4,51,-0.0,0.0,-0.0
2230,3,52,1,1,4,51,-0.14634063,-0.13074433,-0.02527567
2231,1,52,1,1,1,52,0.01042493,-0.06606333,0.03765488
2232,2,52,1,1,1,52,0.0012404,-0.02160972,0.04050511
2233,3,52,1,1,1,52,4.448e-05,-0.00175172,0.0075366
2234,1,52,1,1,2,52,-0.02208223,0.03267201,0.02371458
2235,2,52,1,1,2,52,0.00453344,-0.03328429,0.01892217
2236,3,52,1,1,2,52,0.00077753,-0.0154078,0.03308109
2237,1,52,1,1,3,52,-0.01668777,0.01496415,0.02393612
2238,2,52,1,1,3,52,-0.01629285,0.0145121,-0.00500024
2239,3,52,1,1,3,52,0.00135467,-0.02417144,0.03273994
2240,1,52,1,1,4,52,0.0,0.0,0.0
2241,2,52,1,1,4,52,-0.02183677,-0.0106919,0.01873513
2242,3,52,1,1,4,52,-0.01413596,0.01395674,-0.02968771
2243,1,52,1,1,5,52,-0.0,0.0,0.0
2244,2,52,1,1,5,52,0.0,-0.0,0.0
2245,3,52,1,1,5,52,-0.02382298,-0.04464527,-0.0226212
2246,1,52,1,1,1,53,-0.07577132,-0.01423725,-0.07386639
2247,2,52,1,1,1,53,-0.01100827,-0.05841718,0.10714324
2248,3,52,1,1,1,53,-0.00046151,-0.01518354,0.0500955
2249,1,52,1,1,2,53,0.04968113,-0.03057085,-0.03322795
2250,2,52,1,1,2,53,-0.06465629,0.0577907,0.00184077
2251,3,52,1,1,2,53,-0.01082153,-0.02753285,0.11367825
2252,1,52,1,1,3,53,-0.0,0.0,-0.0
2253,2,52,1,1,3,53,0.06836553,0.01863586,-0.0286268
2254,3,52,1,1,3,53,-0.04454957,0.07579845,0.08504162
2255,1,52,1,1,4,53,0.0,-0.0,0.0
2256,2,52,1,1,4,53,-0.0,0.0,-0.0
2257,3,52,1,1,4,53,0.08514718,0.09750847,0.03168776
2258,1,53,1,1,1,52,0.05759988,0.11535017,-0.00625053
2259,2,53,1,1,1,52,-0.01555136,0.11468971,-0.04487279
2260,3,53,1,1,1,52,-0.00267203,0.03740431,-0.03214097
2261,4,53,1,1,1,52,-7.166e-05,0.00107252,-0.0019839
2262,1,53,1,1,2,52,-0.07425705,0.08466066,0.00885226
2263,2,53,1,1,2,52,0.12002873,-0.0850828,0.019231
2264,3,53,1,1,2,52,-0.00641066,0.07850432,-0.02826801
2265,4,53,1,1,2,52,-0.00195973,0.02902722,-0.02326194
2266,1,53,1,1,3,52,0.0,0.0,0.0
2267,2,53,1,1,3,52,-0.10919396,0.05366838,0.03623923
2268,3,53,1,1,3,52,0.09592176,-0.08383991,0.01229343
2269,4,53,1,1,3,52,-0.00104962,0.05781574,-0.03403327
2270,1,53,1,1,4,52,-0.0,-0.0,-0.0
2271,2,53,1,1,4,52,0.0,-0.0,-0.0
2272,3,53,1,1,4,52,-0.1232665,-0.02317988,0.03052491
2273,4,53,1,1,4,52,0.06846952,-0.08446696,-0.00294807
2274,1,53,1,1,5,52,-0.0,0.0,0.0
2275,2,53,1,1,5,52,-0.0,0.0,0.0
2276,3,53,1,1,5,52,-0.0,0.0,0.0
2277,4,53,1,1,5,52,-0.14605296,-0.13095691,-0.02559799
2278,1,53,1,1,1,53,-0.02512259,0.05739196,0.02123644
2279,2,53,1,1,1,53,-0.00306223,-0.01512629,0.00640008
2280,3,53,1,1,1,53,0.00341659,-0.0410699,0.04309616
2281,4,53,1,1,1,53,0.00047986,-0.01162617,0.02967539
2282,1,53,1,1,2,53,0.0,-0.0,0.0
2283,2,53,1,1,2,53,-0.021868,0.01960934,0.0313664
2284,3,53,1,1,2,53,-0.01449443,0.01174316,-0.00937496
2285,4,53,1,1,2,53,0.00085473,-0.02461275,0.0337858
2286,1,53,1,1,3,53,-0.0,0.0,-0.0
2287,2,53,1,1,3,53,0.0,-0.0,-0.0
2288,3,53,1,1,3,53,-0.0210744,-0.01031862,0.01808104
2289,4,53,1,1,3,53,-0.01418725,0.01145691,-0.02973836
2290,1,53,1,1,4,53,-0.0,-0.0,0.0
2291,2,53,1,1,4,53,-0.0,0.0,0.0
2292,3,53,1,1,4,53,0.0,-0.0,0.0
2293,4,53,1,1,4,53,-0.0226344,-0.04241782,-0.02149258
2294,1,53,1,1,1,54,-0.0725889,-0.10705004,-0.0854241
2295,2,53,1,1,1,54,-0.011988,-0.07762583,0.06200914
2296,3,53,1,1,1,54,-0.00082425,-0.02900274,0.07240195
2297,4,53,1,1,1,54,2.7e-06,-0.00228747,0.0115625
2298,1,53,1,1,2,54,0.03617961,-0.05483398,-0.01293297
2299,2,53,1,1,2,54,-0.07296432,0.04233418,-0.05501006
2300,3,53,1,1,2,54,-0.01948994,-0.03486126,0.06885907
2301,4,53,1,1,2,54,-0.00115628,-0.02091235,0.06686934
2302,1,53,1,1,3,54,-0.0,0.0,-0.0
2303,2,53,1,1,3,54,0.05415478,-0.03328042,-0.03610238
2304,3,53,1,1,3,54,-0.05697388,0.05744354,0.00390457
2305,4,53,1,1,3,54,-0.01270962,-0.01776885,0.10703916
2306,1,53,1,1,4,54,0.0,-0.0,0.0
2307,2,53,1,1,4,54,-0.0,0.0,-0.0
2308,3,53,1,1,4,54,0.06444482,0.01753071,-0.02691141
2309,4,53,1,1,4,54,-0.03959034,0.07585744,0.08284294
2310,1,53,1,1,5,54,-0.0,0.0,0.0
2311,2,53,1,1,5,54,0.0,-0.0,0.0
2312,3,53,1,1,5,54,-0.0,0.0,-0.0
2313,4,53,1,1,5,54,0.07983583,0.09128872,0.02960234
2314,1,54,1,1,1,53,0.08151494,0.00667092,0.02805064
2315,2,54,1,1,1,53,-0.00418865,0.09343476,-0.05787882
2316,3,54,1,1,1,53,-0.00125421,0.02030286,-0.02040127
2317,1,54,1,1,2,53,-0.08795603,0.04337469,0.02958439
2318,2,54,1,1,2,53,0.09013679,-0.08447926,0.01637341
2319,3,54,1,1,2,53,0.00105472,0.05957981,-0.04440715
2320,1,54,1,1,3,53,0.0,-0.0,0.0
2321,2,54,1,1,3,53,-0.12050544,-0.02279128,0.03010551
2322,3,54,1,1,3,53,0.06725631,-0.09171861,-0.01136083
2323,1,54,1,1,4,53,-0.0,0.0,-0.0
2324,2,54,1,1,4,53,-0.0,0.0,0.0
2325,3,54,1,1,4,53,-0.14479381,-0.13027333,-0.02573017
2326,1,54,1,1,1,54,0.00776295,-0.06225335,0.03943007
2327,2,54,1,1,1,54,0.00100142,-0.02078105,0.04075399
2328,3,54,1,1,1,54,4.304e-05,-0.00192396,0.008455
2329,1,54,1,1,2,54,-0.02196672,0.03066871,0.02432583
2330,2,54,1,1,2,54,0.00245865,-0.02954632,0.01447883
2331,3,54,1,1,2,54,0.00063373,-0.01589396,0.03467005
2332,1,54,1,1,3,54,-0.01409733,0.01264127,0.02022054
2333,2,54,1,1,3,54,-0.01666726,0.01029899,-0.00315537
2334,3,54,1,1,3,54,-2.287e-05,-0.01995876,0.02545924
2335,1,54,1,1,4,54,0.0,0.0,-0.0
2336,2,54,1,1,4,54,-0.01936547,-0.00948188,0.01661484
2337,3,54,1,1,4,54,-0.01422797,0.00853372,-0.02926911
2338,1,54,1,1,5,54,-0.0,-0.0,0.0
2339,2,54,1,1,5,54,-0.0,-0.0,0.0
2340,3,54,1,1,5,54,-0.02131474,-0.03994473,-0.0202395
2341,1,54,1,1,1,55,-0.06875518,-0.01624507,-0.07373557
2342,2,54,1,1,1,55,-0.01346532,-0.04901461,0.11108308
2343,3,54,1,1,1,55,-0.00085377,-0.01431209,0.05472873
2344,1,54,1,1,2,55,0.04291941,-0.0263426,-0.02852195
2345,2,54,1,1,2,55,-0.05375305,0.05644814,0.00028687
2346,3,54,1,1,2,55,-0.01283287,-0.01774166,0.11564733
2347,1,54,1,1,3,55,-0.0,0.0,-0.0
2348,2,54,1,1,3,55,0.05931388,0.0161025,-0.02470312
2349,3,54,1,1,3,55,-0.03480646,0.07617566,0.08083825
2350,1,54,1,1,4,55,0.0,-0.0,0.0
2351,2,54,1,1,4,55,-0.0,0.0,-0.0
2352,3,54,1,1,4,55,0.0740143,0.0845088,0.02734613
2353,1,55,1,1,1,54,0.06553896,0.13034975,0.00684427
2354,2,55,1,1,1,54,-0.00674148,0.10940264,-0.05372586
2355,3,55,1,1,1,54,-0.00234909,0.03876461,-0.04012646
2356,4,55,1,1,1,54,-9.49e-05,0.00146553,-0.00297688
2357,1,55,1,1,2,54,-0.06739851,0.07752636,0.00846936
2358,2,55,1,1,2,54,0.11346156,-0.08243706,0.03092838
2359,3,55,1,1,2,54,0.00367012,0.06947541,-0.03654009
2360,4,55,1,1,2,54,-0.00183455,0.03363762,-0.03334458
2361,1,55,1,1,3,54,-0.0,0.0,0.0
2362,2,55,1,1,3,54,-0.10595751,0.05241855,0.03609254
2363,3,55,1,1,3,54,0.09210987,-0.09152726,0.01041736
2364,4,55,1,1,3,54,0.00503724,0.04789922,-0.04664397
2365,1,55,1,1,4,54,0.0,-0.0,0.0
2366,2,55,1,1,4,54,-0.0,-0.0,-0.0
2367,3,55,1,1,4,54,-0.12003774,-0.02282732,0.0302406
2368,4,55,1,1,4,54,0.06493244,-0.09805963,-0.01970603
2369,1,55,1,1,5,54,-0.0,0.0,-0.0
2370,2,55,1,1,5,54,-0.0,0.0,0.0
2371,3,55,1,1,5,54,-0.0,0.0,0.0
2372,4,55,1,1,5,54,-0.14254244,-0.12866768,-0.02566277
2373,1,55,1,1,1,55,-0.02299684,0.05253574,0.01943952
2374,2,55,1,1,1,55,-0.00368119,-0.017911,0.0078742
2375,3,55,1,1,1,55,0.00181484,-0.03741614,0.04103235
2376,4,55,1,1,1,55,0.00033908,-0.01129678,0.03025115
2377,1,55,1,1,2,55,0.0,-0.0,0.0
2378,2,55,1,1,2,55,-0.02010232,0.01802603,0.0288338
2379,3,55,1,1,2,55,-0.01436614,0.00736821,-0.00900566
2380,4,55,1,1,2,55,-0.00044443,-0.0212855,0.02786577
2381,1,55,1,1,3,55,-0.0,0.0,-0.0
2382,2,55,1,1,3,55,0.0,-0.0,0.0
2383,3,55,1,1,3,55,-0.01860732,-0.00911067,0.01596438
2384,4,55,1,1,3,55,-0.01408767,0.00604614,-0.02923737
2385,1,55,1,1,4,55,0.0,-0.0,-0.0
2386,2,55,1,1,4,55,-0.0,-0.0,-0.0
2387,3,55,1,1,4,55,0.0,-0.0,0.0
2388,4,55,1,1,4,55,-0.01989824,-0.03729014,-0.01889445
2389,1,55,1,1,1,56,-0.06868549,-0.10649014,-0.08410091
2390,2,55,1,1,1,56,-0.0144066,-0.06587196,0.06690932
2391,3,55,1,1,1,56,-0.00150755,-0.0259714,0.07503738
2392,4,55,1,1,1,56,-2.146e-05,-0.00246601,0.01330341
2393,1,55,1,1,2,56,0.02943875,-0.04448535,-0.0104395
2394,2,55,1,1,2,56,-0.05856837,0.03529867,-0.05556878
2395,3,55,1,1,2,56,-0.02322539,-0.02266349,0.06801966
2396,4,55,1,1,2,56,-0.00203937,-0.01981145,0.07586264
2397,1,55,1,1,3,56,-0.0,0.0,-0.0
2398,2,55,1,1,3,56,0.04554996,-0.02792298,-0.03017711
2399,3,55,1,1,3,56,-0.04266229,0.05400251,0.00212065
2400,4,55,1,1,3,56,-0.01484886,-0.00520304,0.10469227
2401,1,55,1,1,4,56,0.0,-0.0,0.0
2402,2,55,1,1,4,56,-0.0,0.0,-0.0
2403,3,55,1,1,4,56,0.05445349,0.01475414,-0.02262043
2404,4,55,1,1,4,56,-0.02867854,0.07453344,0.0764873
2405,1,55,1,1,5,56,-0.0,0.0,-0.0
2406,2,55,1,1,5,56,0.0,-0.0,0.0
2407,3,55,1,1,5,56,-0.0,0.0,-0.0
2408,4,55,1,1,5,56,0.06765441,0.07713802,0.02490989
2409,1,56,1,1,1,55,0.08384201,0.01167169,0.03940522
2410,2,56,1,1,1,55,0.0022313,0.08832842,-0.07407436
2411,3,56,1,1,1,55,-0.001042,0.02167618,-0.02709884
2412,1,56,1,1,2,55,-0.08262197,0.04099848,0.02848193
2413,2,56,1,1,2,55,0.08514533,-0.09167641,0.01604687
2414,3,56,1,1,2,55,0.00675082,0.0510467,-0.06042982
2415,1,56,1,1,3,55,0.0,-0.0,0.0
2416,2,56,1,1,3,55,-0.11494507,-0.02197303,0.02918869
2417,3,56,1,1,3,55,0.06138932,-0.1052826,-0.02732156
2418,1,56,1,1,4,55,-0.0,0.0,-0.0
2419,2,56,1,1,4,55,-0.0,0.0,0.0
2420,3,56,1,1,4,55,-0.13901407,-0.12587535,-0.02533854
2421,1,56,1,1,1,56,0.00510467,-0.05824077,0.04102112
2422,2,56,1,1,1,56,0.00070896,-0.01944838,0.04023768
2423,3,56,1,1,1,56,3.788e-05,-0.00205033,0.00925413
2424,1,56,1,1,2,56,-0.02127956,0.02820949,0.02424327
2425,2,56,1,1,2,56,0.00020759,-0.02630492,0.0102989
2426,3,56,1,1,2,56,0.00039522,-0.01592264,0.03536809
2427,1,56,1,1,3,56,-0.01124097,0.01007993,0.01612351
2428,2,56,1,1,3,56,-0.01662638,0.00612603,-0.00101632
2429,3,56,1,1,3,56,-0.00152427,-0.01576539,0.01691445
2430,1,56,1,1,4,56,0.0,0.0,-0.0
2431,2,56,1,1,4,56,-0.01640698,-0.00803332,0.01407657
2432,3,56,1,1,4,56,-0.01392624,0.00289427,-0.02819436
2433,1,56,1,1,5,56,-0.0,-0.0,0.0
2434,2,56,1,1,5,56,0.0,-0.0,0.0
2435,3,56,1,1,5,56,-0.01831529,-0.03432362,-0.01739135
2436,1,56,1,1,1,57,-0.06080889,-0.01764468,-0.07181797
2437,2,56,1,1,1,57,-0.01499918,-0.03877515,0.1141233
2438,3,56,1,1,1,57,-0.00129469,-0.01269828,0.05871549
2439,1,56,1,1,2,57,0.03557912,-0.02178478,-0.02350094
2440,2,56,1,1,2,57,-0.04171982,0.05349536,-0.00138443
2441,3,56,1,1,2,57,-0.01407774,-0.00709976,0.11576363
2442,1,56,1,1,3,57,-0.0,0.0,-0.0
2443,2,56,1,1,3,57,0.04880698,0.01319913,-0.02022406
2444,3,56,1,1,3,57,-0.02368039,0.07392849,0.07348029
2445,1,56,1,1,4,57,0.0,-0.0,0.0
2446,2,56,1,1,4,57,-0.0,0.0,-0.0
2447,3,56,1,1,4,57,0.06080923,0.06923825,0.02231424
2448,1,57,1,1,1,56,0.07260216,0.14382721,0.01941487
2449,2,57,1,1,1,56,0.00130726,0.10189178,-0.06492879
2450,3,57,1,1,1,56,-0.00177021,0.03845671,-0.04847087
2451,4,57,1,1,1,56,-0.00012172,0.00192623,-0.00417833
2452,1,57,1,1,2,56,-0.05939615,0.06887337,0.00781394
2453,2,57,1,1,2,56,0.1013475,-0.07694508,0.04271921
2454,3,57,1,1,2,56,0.01490449,0.05662358,-0.04657417
2455,4,57,1,1,2,56,-0.00134201,0.03746941,-0.04643373
2456,1,57,1,1,3,56,0.0,-0.0,0.0
2457,2,57,1,1,3,56,-0.0983882,0.04896375,0.03430274
2458,3,57,1,1,3,56,0.08082576,-0.09682032,0.0092034
2459,4,57,1,1,3,56,0.01227461,0.03231683,-0.05993154
2460,1,57,1,1,4,56,-0.0,0.0,-0.0
2461,2,57,1,1,4,56,0.0,-0.0,0.0
2462,3,57,1,1,4,56,-0.11265456,-0.02164244,0.02882414
2463,4,57,1,1,4,56,0.05580683,-0.11024138,-0.03444474
2464,1,57,1,1,5,56,-0.0,0.0,0.0
2465,2,57,1,1,5,56,-0.0,0.0,-0.0
2466,3,57,1,1,5,56,-0.0,0.0,0.0
2467,4,57,1,1,5,56,-0.13417475,-0.12185694,-0.02474446
2468,1,57,1,1,1,57,-0.02061602,0.04709679,0.01742698
2469,2,57,1,1,1,57,-0.00435319,-0.02042497,0.00943826
2470,3,57,1,1,1,57,0.00028857,-0.03355162,0.03862116
2471,4,57,1,1,1,57,0.00016036,-0.01062601,0.03008841
2472,1,57,1,1,2,57,0.0,-0.0,0.0
2473,2,57,1,1,2,57,-0.01802902,0.01616687,0.02585996
2474,3,57,1,1,2,57,-0.01386659,0.0030257,-0.00866662
2475,4,57,1,1,2,57,-0.00175895,-0.01819243,0.02133312
2476,1,57,1,1,3,57,-0.0,0.0,-0.0
2477,2,57,1,1,3,57,0.0,-0.0,0.0
2478,3,57,1,1,3,57,-0.01576358,-0.00771829,0.01352456
2479,4,57,1,1,3,57,-0.0135829,0.00062319,-0.02809938
2480,1,57,1,1,4,57,0.0,-0.0,0.0
2481,2,57,1,1,4,57,-0.0,0.0,-0.0
2482,3,57,1,1,4,57,0.0,-0.0,0.0
2483,4,57,1,1,4,57,-0.01665068,-0.03120408,-0.01581072
2484,1,57,1,1,1,58,-0.06386653,-0.10305347,-0.08076594
2485,2,57,1,1,1,58,-0.01538973,-0.05387502,0.07202855
2486,3,57,1,1,1,58,-0.00217139,-0.02184884,0.07588316
2487,4,57,1,1,1,58,-5.879e-05,-0.00253769,0.01495618
2488,1,57,1,1,2,58,0.0230382,-0.03471599,-0.00810796
2489,2,57,1,1,2,58,-0.0442617,0.02793864,-0.05474042
2490,3,57,1,1,2,58,-0.02506884,-0.01056873,0.06704089
2491,4,57,1,1,2,58,-0.00314263,-0.01692233,0.08432775
2492,1,57,1,1,3,58,-0.0,0.0,-0.0
2493,2,57,1,1,3,58,0.03551948,-0.02172318,-0.0233933
2494,3,57,1,1,3,58,-0.0265027,0.04808367,-0.00019761
2495,4,57,1,1,3,58,-0.01608375,0.00879911,0.09941154
2496,1,57,1,1,4,58,0.0,-0.0,0.0
2497,2,57,1,1,4,58,-0.0,0.0,-0.0
2498,3,57,1,1,4,58,0.0425484,0.01148538,-0.01758777
2499,4,57,1,1,4,58,-0.01607225,0.06961738,0.06599109
2500,1,57,1,1,5,58,-0.0,0.0,0.0
2501,2,57,1,1,5,58,0.0,-0.0,0.0
2502,3,57,1,1,5,58,-0.0,0.0,-0.0
2503,4,57,1,1,5,58,0.05327848,0.06058287,0.01948682
2504,1,58,1,1,1,57,0.08379332,0.01680151,0.04998019
2505,2,58,1,1,1,57,0.00843695,0.08013651,-0.09303365
2506,3,58,1,1,1,57,-0.00064656,0.02215538,-0.03473957
2507,1,58,1,1,2,57,-0.07496756,0.03741185,0.02641902
2508,2,58,1,1,2,57,0.07519801,-0.09720923,0.01626076
2509,3,58,1,1,2,57,0.01271364,0.03850225,-0.07866986
2510,1,58,1,1,3,57,0.0,-0.0,-0.0
2511,2,58,1,1,3,57,-0.1050114,-0.02027003,0.0270627
2512,3,58,1,1,3,57,0.04990632,-0.11728542,-0.04089242
2513,1,58,1,1,4,57,-0.0,0.0,0.0
2514,2,58,1,1,4,57,-0.0,0.0,0.0
2515,3,58,1,1,4,57,-0.12765348,-0.11626647,-0.0238049
2516,1,58,1,1,1,58,0.00253325,-0.05399839,0.04224512
2517,2,58,1,1,1,58,0.00037367,-0.0176455,0.0389084
2518,3,58,1,1,1,58,2.793e-05,-0.00210469,0.00983387
2519,1,58,1,1,2,58,-0.01991991,0.02525258,0.02326276
2520,2,58,1,1,2,58,-0.0021304,-0.0237808,0.00668113
2521,3,58,1,1,2,58,3.58e-05,-0.01531001,0.03469413
2522,1,58,1,1,3,58,-0.00825027,0.00739813,0.01183379
2523,2,58,1,1,3,58,-0.0160609,0.00226875,0.0013184
2524,3,58,1,1,3,58,-0.00317033,-0.01199887,0.00723004
2525,1,58,1,1,4,58,0.0,0.0,-0.0
2526,2,58,1,1,4,58,-0.01286651,-0.00629981,0.01103898
2527,3,58,1,1,4,58,-0.01313811,-0.00274904,-0.02598204
2528,1,58,1,1,5,58,-0.0,-0.0,0.0
2529,2,58,1,1,5,58,-0.0,-0.0,-0.0
2530,3,58,1,1,5,58,-0.01473576,-0.02761544,-0.0139924
2531,1,58,1,1,1,59,-0.05217415,-0.01824015,-0.06786343
2532,2,58,1,1,1,59,-0.01537345,-0.02801548,0.11581518
2533,3,58,1,1,1,59,-0.00174368,-0.01027218,0.06155321
2534,1,58,1,1,2,59,0.02793475,-0.01706533,-0.01834587
2535,2,58,1,1,2,59,-0.02937381,0.04871302,-0.00295496
2536,3,58,1,1,2,59,-0.01411147,0.00385103,0.11325361
2537,1,58,1,1,3,59,-0.0,0.0,-0.0
2538,2,58,1,1,3,59,0.03704905,0.00998298,-0.01527829
2539,3,58,1,1,3,59,-0.01177218,0.06823881,0.06261705
2540,1,58,1,1,4,59,0.0,-0.0,0.0
2541,2,58,1,1,4,59,-0.0,0.0,-0.0
2542,3,58,1,1,4,59,0.04544325,0.05160664,0.01656813
2543,1,59,1,1,1,58,0.07856642,0.15489105,0.03106843
2544,2,59,1,1,1,58,0.00795067,0.09219352,-0.07921516
2545,3,59,1,1,1,58,-0.00092111,0.03606159,-0.05653788
2546,4,59,1,1,1,58,-0.00015071,0.00243153,-0.00553741
2547,1,59,1,1,2,58,-0.05067533,0.0591931,0.00694078
2548,2,59,1,1,2,58,0.0850867,-0.06913297,0.05412311
2549,3,59,1,1,2,58,0.02583414,0.04020423,-0.05938659
2550,4,59,1,1,2,58,-0.00024144,0.03920404,-0.06288947
2551,1,59,1,1,3,58,-0.0,0.0,0.0
2552,2,59,1,1,3,58,-0.08556787,0.04281528,0.03046328
2553,3,59,1,1,3,58,0.06046503,-0.09827055,0.00912185
2554,4,59,1,1,3,58,0.02043495,0.00932655,-0.07360473
2555,1,59,1,1,4,58,0.0,-0.0,-0.0
2556,2,59,1,1,4,58,0.0,-0.0,0.0
2557,3,59,1,1,4,58,-0.09934332,-0.0192631,0.02577836
2558,4,59,1,1,4,58,0.03922226,-0.11890578,-0.04545416
2559,1,59,1,1,5,58,-0.0,0.0,-0.0
2560,2,59,1,1,5,58,-0.0,0.0,-0.0
2561,3,59,1,1,5,58,-0.0,0.0,0.0
2562,4,59,1,1,5,58,-0.119148,-0.1088176,-0.02245479
2563,1,59,1,1,1,59,-0.01799065,0.04109921,0.01520772
2564,2,59,1,1,1,59,-0.00506405,-0.0225407,0.01102497
2565,3,59,1,1,1,59,-0.00106763,-0.02943268,0.03581804
2566,4,59,1,1,1,59,-5.181e-05,-0.00959022,0.02898611
2567,1,59,1,1,2,59,0.0,-0.0,0.0
2568,2,59,1,1,2,59,-0.01562539,0.0140115,0.0224123
2569,3,59,1,1,2,59,-0.01295895,-0.0010902,-0.00838234
2570,4,59,1,1,2,59,-0.00301844,-0.01551896,0.01439844
2571,1,59,1,1,3,59,-0.0,0.0,-0.0
2572,2,59,1,1,3,59,0.0,-0.0,0.0
2573,3,59,1,1,3,59,-0.01253921,-0.00613955,0.01075817
2574,4,59,1,1,3,59,-0.01260062,-0.00446401,-0.02598359
2575,1,59,1,1,4,59,0.0,-0.0,0.0
