,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3
870,2,23,1,1,1,24,0.03660175,-0.09775564,0.02254829
871,3,23,1,1,1,24,0.00049757,-0.00551671,0.00681482
872,4,23,1,1,1,24,1.51e-06,-4.043e-05,0.00015579
873,1,23,1,1,2,24,0.05184351,-0.0853051,-0.02280298
874,2,23,1,1,2,24,-0.00431993,0.01838146,0.01775493
875,3,23,1,1,2,24,0.0168736,-0.06247896,0.03539189
876,4,23,1,1,2,24,0.00017777,-0.00215954,0.00349716
877,1,23,1,1,3,24,-0.0,0.0,-0.0
878,2,23,1,1,3,24,0.04925106,-0.03246621,-0.03881702
879,3,23,1,1,3,24,0.00043928,0.00516569,-0.00984291
880,4,23,1,1,3,24,0.00869231,-0.04223968,0.03634835
881,1,23,1,1,4,24,0.0,-0.0,0.0
882,2,23,1,1,4,24,-0.0,0.0,-0.0
883,3,23,1,1,4,24,0.06205987,0.01886787,-0.02993454
884,4,23,1,1,4,24,0.0012234,-0.00515542,-0.03831797
885,1,23,1,1,5,24,0.0,0.0,-0.0
886,2,23,1,1,5,24,0.0,-0.0,0.0
887,3,23,1,1,5,24,0.0,0.0,-0.0
888,4,23,1,1,5,24,0.07566704,0.09399653,0.03397792
889,1,24,1,1,1,23,-0.13430733,0.00043182,-0.09668755
890,2,24,1,1,1,23,-0.01357997,0.01055345,0.02144707
891,3,24,1,1,1,23,-9.05e-06,-0.00011113,0.00202056
892,1,24,1,1,2,23,-0.02429055,0.00837306,-0.00163949
893,2,24,1,1,2,23,-0.11761308,0.0175092,0.04198458
894,3,24,1,1,2,23,-0.00753988,0.00590856,0.03199591
895,1,24,1,1,3,23,-0.0,0.0,0.0
896,2,24,1,1,3,23,-0.02834779,-0.00269942,0.00169476
897,3,24,1,1,3,23,-0.089576,0.03688469,0.19344757
898,1,24,1,1,4,23,-0.0,-0.0,0.0
899,2,24,1,1,4,23,0.0,0.0,0.0
900,3,24,1,1,4,23,-0.03150755,-0.02026044,0.00080781
901,1,24,1,1,1,24,0.02397177,-0.07563309,0.02003904
902,2,24,1,1,1,24,0.00051553,-0.00521282,0.00761531
903,3,24,1,1,1,24,2.07e-06,-5.247e-05,0.00020338
904,1,24,1,1,2,24,0.00594533,0.02485171,0.00634806
905,2,24,1,1,2,24,0.01307836,-0.05386443,0.03866494
906,3,24,1,1,2,24,0.00020705,-0.00231832,0.00437877
907,1,24,1,1,3,24,-0.02150921,0.0192876,0.03085177
908,2,24,1,1,3,24,0.01617764,0.03273329,-0.01356563
909,3,24,1,1,3,24,0.00802681,-0.04099943,0.04461123
910,1,24,1,1,4,24,0.0,-0.0,0.0
911,2,24,1,1,4,24,-0.02328045,-0.01139877,0.01997375
912,3,24,1,1,4,24,0.01948776,0.03199408,-0.04985439
913,1,24,1,1,5,24,-0.0,0.0,-0.0
914,2,24,1,1,5,24,-0.0,-0.0,0.0
915,3,24,1,1,5,24,-0.02391108,-0.04481037,-0.02270485
916,1,24,1,1,1,25,-0.00441799,0.00621218,0.01073499
917,2,24,1,1,1,25,0.01721728,-0.06575712,0.038227
918,3,24,1,1,1,25,0.00019915,-0.00245917,0.00402719
919,1,24,1,1,2,25,0.05122079,-0.03362444,-0.03998796
920,2,24,1,1,2,25,-0.00686286,0.00721409,-0.00872178
921,3,24,1,1,2,25,0.0089555,-0.04445429,0.03880802
922,1,24,1,1,3,25,-0.0,0.0,-0.0
923,2,24,1,1,3,25,0.06492641,0.01961041,-0.03105623
924,3,24,1,1,3,25,-0.0042797,-0.00274326,-0.0318498
925,1,24,1,1,4,25,0.0,-0.0,0.0
926,2,24,1,1,4,25,0.0,0.0,-0.0
927,3,24,1,1,4,25,0.07923278,0.0979339,0.03518924
928,1,25,1,1,1,24,-0.13426763,-0.00464636,-0.14820204
929,2,25,1,1,1,24,-0.030243,0.02254553,0.00086154
930,3,25,1,1,1,24,-6.853e-05,0.00040739,0.00305419
931,4,25,1,1,1,24,8.1e-07,-2.287e-05,0.00010203
932,1,25,1,1,2,24,-0.03087827,0.02173037,-0.0048682
933,2,25,1,1,2,24,-0.12048376,-0.00450725,-0.09353203
934,3,25,1,1,2,24,-0.01517317,0.01377664,0.02112985
935,4,25,1,1,2,24,-2.131e-05,-1.839e-05,0.00219278
936,1,25,1,1,3,24,-0.0,0.0,-0.0
937,2,25,1,1,3,24,-0.02730442,0.0098008,-0.00078498
938,3,25,1,1,3,24,-0.11050423,0.01591907,0.04149943
939,4,25,1,1,3,24,-0.00837883,0.00833636,0.03232406
940,1,25,1,1,4,24,0.0,-0.0,0.0
941,2,25,1,1,4,24,0.0,0.0,-0.0
942,3,25,1,1,4,24,-0.03170467,-0.00329424,0.00245231
943,4,25,1,1,4,24,-0.08434294,0.03559868,0.19085394
944,1,25,1,1,5,24,-0.0,0.0,-0.0
945,2,25,1,1,5,24,-0.0,-0.0,0.0
946,3,25,1,1,5,24,-0.0,0.0,-0.0
947,4,25,1,1,5,24,-0.03540083,-0.02357517,0.00026499
948,1,25,1,1,1,25,-0.02751837,0.06286505,0.02326162
949,2,25,1,1,1,25,0.00943981,0.01529551,0.0022454
950,3,25,1,1,1,25,0.01324725,-0.05539352,0.04057205
951,4,25,1,1,1,25,0.00022828,-0.00257737,0.00491361
952,1,25,1,1,2,25,0.0,-0.0,0.0
953,2,25,1,1,2,25,-0.02228643,0.01998454,0.03196657
954,3,25,1,1,2,25,0.01399845,0.03368499,-0.01339411
955,4,25,1,1,2,25,0.00817963,-0.04195902,0.04600071
956,1,25,1,1,3,25,-0.0,0.0,-0.0
957,2,25,1,1,3,25,0.0,-0.0,0.0
958,3,25,1,1,3,25,-0.02400116,-0.01175165,0.02059209
959,4,25,1,1,3,25,0.01701031,0.03345577,-0.04733781
960,1,25,1,1,4,25,0.0,-0.0,-0.0
961,2,25,1,1,4,25,-0.0,0.0,-0.0
962,3,25,1,1,4,25,0.0,-0.0,0.0
963,4,25,1,1,4,25,-0.02474501,-0.04637319,-0.02349672
964,1,25,1,1,1,26,-0.0070315,-0.00890291,0.01593654
965,2,25,1,1,1,26,0.03836893,-0.10589039,0.0246512
966,3,25,1,1,1,26,0.00062753,-0.00714323,0.00890487
967,4,25,1,1,1,26,2.31e-06,-6.296e-05,0.00024375
968,1,25,1,1,2,26,0.0564507,-0.0920223,-0.02428146
969,2,25,1,1,2,26,-0.0217591,0.02278202,0.01101358
970,3,25,1,1,2,26,0.01779386,-0.06817904,0.03929487
971,4,25,1,1,2,26,0.0002281,-0.00285001,0.0046592
972,1,25,1,1,3,26,-0.0,0.0,-0.0
973,2,25,1,1,3,26,0.05383085,-0.03519876,-0.04164724
974,3,25,1,1,3,26,-0.01408555,0.00934997,-0.00757634
975,4,25,1,1,3,26,0.00916572,-0.04657933,0.04131413
976,1,25,1,1,4,26,0.0,-0.0,0.0
977,2,25,1,1,4,26,-0.0,0.0,-0.0
978,3,25,1,1,4,26,0.06771922,0.02032722,-0.03213562
979,4,25,1,1,4,26,-0.0096953,-0.00023227,-0.0253527
980,1,25,1,1,5,26,-0.0,0.0,0.0
981,2,25,1,1,5,26,0.0,-0.0,0.0
982,3,25,1,1,5,26,-0.0,0.0,-0.0
983,4,25,1,1,5,26,0.08270326,0.1017403,0.03634777
984,1,26,1,1,1,25,-0.11890845,-0.00175501,-0.0931719
985,2,26,1,1,1,25,-0.01636495,0.01704706,0.02118151
986,3,26,1,1,1,25,-3.524e-05,8.882e-05,0.00234054
987,1,26,1,1,2,25,-0.02999331,0.01114114,0.00015845
988,2,26,1,1,2,25,-0.10307933,0.01421464,0.04095594
989,3,26,1,1,2,25,-0.00922044,0.01088548,0.03254882
990,1,26,1,1,3,25,-0.0,0.0,-0.0
991,2,26,1,1,3,25,-0.03521017,-0.00392885,0.00327063
992,3,26,1,1,3,25,-0.07880903,0.03415445,0.1878785
993,1,26,1,1,4,25,0.0,-0.0,0.0
994,2,26,1,1,4,25,-0.0,0.0,0.0
995,3,26,1,1,4,25,-0.03948026,-0.02709758,-0.00034275
996,1,26,1,1,1,26,0.02484301,-0.07877913,0.02111486
997,2,26,1,1,1,26,0.00063346,-0.00646688,0.00951021
998,3,26,1,1,1,26,3.06e-06,-7.831e-05,0.00030434
999,1,26,1,1,2,26,0.00287008,0.02683648,0.00631709
1000,2,26,1,1,2,26,0.01355684,-0.05598698,0.04046224
1001,3,26,1,1,2,26,0.0002576,-0.0029133,0.00553804
1002,1,26,1,1,3,26,-0.0226641,0.02032321,0.03250829
1003,2,26,1,1,3,26,0.01191198,0.03454062,-0.01319687
1004,3,26,1,1,3,26,0.00830681,-0.04280686,0.0472981
1005,1,26,1,1,4,26,0.0,-0.0,0.0
1006,2,26,1,1,4,26,-0.0246785,-0.0120833,0.02117323
1007,3,26,1,1,4,26,0.01468042,0.03475903,-0.04505548
1008,1,26,1,1,5,26,-0.0,0.0,-0.0
1009,2,26,1,1,5,26,-0.0,-0.0,0.0
1010,3,26,1,1,5,26,-0.02553037,-0.04784498,-0.02424246
1011,1,26,1,1,1,27,-0.01938982,0.00688624,0.00302575
1012,2,26,1,1,1,27,0.01789314,-0.07138515,0.04258158
1013,3,26,1,1,1,27,0.00025028,-0.00318904,0.00529247
1014,1,26,1,1,2,27,0.05551023,-0.0361613,-0.04257768
1015,2,26,1,1,2,27,-0.02107977,0.01149107,-0.00650678
1016,3,26,1,1,2,27,0.00931853,-0.04861255,0.04387932
1017,1,26,1,1,3,27,-0.0,0.0,-0.0
1018,2,26,1,1,3,27,0.07042376,0.02101463,-0.03316727
1019,3,26,1,1,3,27,-0.01499727,0.00237468,-0.01884757
1020,1,26,1,1,4,27,0.0,-0.0,0.0
1021,2,26,1,1,4,27,0.0,0.0,-0.0
1022,3,26,1,1,4,27,0.08606449,0.10540134,0.03744961
1023,1,27,1,1,1,26,-0.11904606,-0.00461882,-0.14292931
1024,2,27,1,1,1,26,-0.03549673,0.03181809,-0.00065097
1025,3,27,1,1,1,26,-0.0001481,0.00108956,0.00335647
1026,4,27,1,1,1,26,1e-06,-2.992e-05,0.00013868
1027,1,27,1,1,2,26,-0.03741493,0.02933204,-0.00399429
1028,2,27,1,1,2,26,-0.10198496,-0.00893472,-0.08945797
1029,3,27,1,1,2,26,-0.01807192,0.02056116,0.02062406
1030,4,27,1,1,2,26,-5.395e-05,0.00024106,0.00250512
1031,1,27,1,1,3,26,0.0,0.0,-0.0
1032,2,27,1,1,3,26,-0.033369,0.01276459,0.00118168
1033,3,27,1,1,3,26,-0.09526318,0.01235867,0.04035106
1034,4,27,1,1,3,26,-0.01005945,0.01354629,0.03265977
1035,1,27,1,1,4,26,0.0,-0.0,0.0
1036,2,27,1,1,4,26,-0.0,0.0,-0.0
1037,3,27,1,1,4,26,-0.03885641,-0.00460159,0.00414739
1038,4,27,1,1,4,26,-0.07299733,0.03254641,0.18452972
1039,1,27,1,1,5,26,0.0,0.0,-0.0
1040,2,27,1,1,5,26,0.0,-0.0,0.0
1041,3,27,1,1,5,26,0.0,-0.0,-0.0
1042,4,27,1,1,5,26,-0.04373495,-0.03081778,-0.00101341
1043,1,27,1,1,1,27,-0.02884874,0.06590425,0.0243862
1044,2,27,1,1,1,27,0.0075886,0.01487511,0.00141623
1045,3,27,1,1,1,27,0.01361861,-0.05743037,0.04261879
1046,4,27,1,1,1,27,0.00027929,-0.00319132,0.00613892
1047,1,27,1,1,2,27,0.0,-0.0,0.0
1048,2,27,1,1,2,27,-0.02344199,0.02102075,0.03362405
1049,3,27,1,1,2,27,0.0099786,0.03524943,-0.01307157
1050,4,27,1,1,2,27,0.0084079,-0.04355097,0.04851491
1051,1,27,1,1,3,27,-0.0,0.0,-0.0
1052,2,27,1,1,3,27,0.0,-0.0,0.0
1053,3,27,1,1,3,27,-0.02531242,-0.01239368,0.02171711
1054,4,27,1,1,3,27,0.01248521,0.03590501,-0.04298794
1055,1,27,1,1,4,27,-0.0,0.0,0.0
1056,2,27,1,1,4,27,-0.0,0.0,-0.0
1057,3,27,1,1,4,27,-0.0,-0.0,0.0
1058,4,27,1,1,4,27,-0.02626619,-0.04922394,-0.02494116
1059,1,27,1,1,1,28,-0.02071546,-0.01350315,0.00531039
1060,2,27,1,1,1,28,0.03936448,-0.11319856,0.02671703
1061,3,27,1,1,1,28,0.00076914,-0.00902577,0.01139059
1062,4,27,1,1,1,28,3.4e-06,-9.466e-05,0.00036855
1063,1,27,1,1,2,28,0.06062964,-0.09800341,-0.02555161
1064,2,27,1,1,2,28,-0.03854877,0.0273867,0.00432501
1065,3,27,1,1,2,28,0.01834684,-0.07332103,0.0431824
1066,4,27,1,1,2,28,0.00028424,-0.00366947,0.00607222
1067,1,27,1,1,3,28,-0.0,0.0,-0.0
1068,2,27,1,1,3,28,0.05816774,-0.037758,-0.04425013
1069,3,27,1,1,3,28,-0.02797241,0.01373794,-0.00538942
1070,4,27,1,1,3,28,0.00941048,-0.05052771,0.04648422
1071,1,27,1,1,4,28,0.0,-0.0,0.0
1072,2,27,1,1,4,28,-0.0,0.0,-0.0
1073,3,27,1,1,4,28,0.07303098,0.02167066,-0.03414835
1074,4,27,1,1,4,28,-0.02016052,0.00507445,-0.01235437
1075,1,27,1,1,5,28,0.0,-0.0,0.0
1076,2,27,1,1,5,28,0.0,-0.0,0.0
1077,3,27,1,1,5,28,-0.0,0.0,-0.0
1078,4,27,1,1,5,28,0.0893021,0.10890219,0.03849068
1079,1,28,1,1,1,27,-0.10239988,-0.00390401,-0.08894227
1080,2,28,1,1,1,27,-0.01911302,0.02411247,0.02051631
1081,3,28,1,1,1,27,-7.311e-05,0.00039771,0.00262737
1082,1,28,1,1,2,27,-0.03610044,0.01416586,0.00224812
1083,2,28,1,1,2,27,-0.08722235,0.01039697,0.03969735
1084,3,28,1,1,2,27,-0.01088701,0.01631032,0.03265449
1085,1,28,1,1,3,27,0.0,0.0,0.0
1086,2,28,1,1,3,27,-0.0426304,-0.00531008,0.00507955
1087,3,28,1,1,3,27,-0.06693159,0.03076837,0.18081515
1088,1,28,1,1,4,27,0.0,-0.0,0.0
1089,2,28,1,1,4,27,-0.0,0.0,-0.0
1090,3,28,1,1,4,27,-0.04815298,-0.03472485,-0.00174471
1091,1,28,1,1,1,28,0.02545874,-0.08128865,0.0221252
1092,2,28,1,1,1,28,0.00076112,-0.00785634,0.01164073
1093,3,28,1,1,1,28,4.37e-06,-0.00011323,0.0004414
1094,1,28,1,1,2,28,-3.244e-05,0.02870735,0.00660959
1095,2,28,1,1,2,28,0.0138932,-0.05755624,0.04186904
1096,3,28,1,1,2,28,0.00031363,-0.00358725,0.00686595
1097,1,28,1,1,3,28,-0.02365198,0.02120905,0.03392525
1098,2,28,1,1,3,28,0.00809553,0.03587458,-0.01288264
1099,3,28,1,1,3,28,0.00848218,-0.04417539,0.04962585
1100,1,28,1,1,4,28,0.0,-0.0,-0.0
1101,2,28,1,1,4,28,-0.02589985,-0.0126813,0.0222211
1102,3,28,1,1,4,28,0.0104136,0.03689423,-0.04111828
1103,1,28,1,1,5,28,-0.0,0.0,0.0
1104,2,28,1,1,5,28,-0.0,-0.0,0.0
1105,3,28,1,1,5,28,-0.02695137,-0.05050801,-0.02559178
1106,1,28,1,1,1,29,-0.03338923,0.00722777,-0.00475319
1107,2,28,1,1,1,29,0.01816195,-0.07646246,0.04707374
1108,3,28,1,1,1,29,0.00030539,-0.00403654,0.00681181
1109,1,28,1,1,2,29,0.05945324,-0.03846211,-0.04487344
1110,2,28,1,1,2,29,-0.03452997,0.01594918,-0.00439529
1111,3,28,1,1,2,29,0.00943728,-0.05233275,0.049155
1112,1,28,1,1,3,29,-0.0,0.0,-0.0
1113,2,28,1,1,3,29,0.07552342,0.02229082,-0.03507209
1114,3,28,1,1,3,29,-0.02516037,0.00786365,-0.00589266
1115,1,28,1,1,4,29,0.0,-0.0,0.0
1116,2,28,1,1,4,29,-0.0,0.0,-0.0
1117,3,28,1,1,4,29,0.09240144,0.11222763,0.03946678
1118,1,29,1,1,1,28,-0.10314862,-0.00372701,-0.13677761
1119,2,29,1,1,1,28,-0.04052292,0.04170245,-0.00235914
1120,3,29,1,1,1,28,-0.00025761,0.00205376,0.0035309
1121,4,29,1,1,1,28,1.14e-06,-3.719e-05,0.00018128
1122,1,29,1,1,2,28,-0.04421699,0.03744572,-0.00295586
1123,2,29,1,1,2,28,-0.08191742,-0.01399774,-0.08469759
1124,3,29,1,1,2,28,-0.02093607,0.02784667,0.01971892
1125,4,29,1,1,2,28,-0.0001002,0.00062952,0.00277312
1126,1,29,1,1,3,28,-0.0,0.0,-0.0
1127,2,29,1,1,3,28,-0.03987328,0.0159995,0.00344394
1128,3,29,1,1,3,28,-0.07879237,0.00825683,0.03897741
1129,4,29,1,1,3,28,-0.01169855,0.01916413,0.03251895
1130,1,29,1,1,4,28,0.0,-0.0,0.0
1131,2,29,1,1,4,28,-0.0,0.0,0.0
1132,3,29,1,1,4,28,-0.04652465,-0.00605257,0.00606451
1133,4,29,1,1,4,28,-0.0606359,0.02881376,0.17674147
1134,1,29,1,1,5,28,-0.0,0.0,-0.0
1135,2,29,1,1,5,28,0.0,0.0,-0.0
1136,3,29,1,1,5,28,-0.0,0.0,-0.0
1137,4,29,1,1,5,28,-0.05272136,-0.0388068,-0.00253411
1138,1,29,1,1,1,29,-0.02999054,0.06851267,0.02535138
1139,2,29,1,1,1,29,0.00600131,0.01410385,0.00078495
1140,3,29,1,1,1,29,0.01383431,-0.05896472,0.04439984
1141,4,29,1,1,1,29,0.00033428,-0.00387289,0.00752508
1142,1,29,1,1,2,29,0.0,-0.0,0.0
1143,2,29,1,1,2,29,-0.02445098,0.02192553,0.03507131
1144,3,29,1,1,2,29,0.00637506,0.03633355,-0.01279972
1145,4,29,1,1,2,29,0.00852933,-0.04469834,0.05065722
1146,1,29,1,1,3,29,-0.0,0.0,-0.0
1147,2,29,1,1,3,29,0.0,-0.0,-0.0
1148,3,29,1,1,3,29,-0.02644182,-0.01294666,0.02268608
1149,4,29,1,1,3,29,0.00845636,0.03772694,-0.03943199
1150,1,29,1,1,4,29,0.0,-0.0,-0.0
1151,2,29,1,1,4,29,-0.0,0.0,0.0
1152,3,29,1,1,4,29,-0.0,-0.0,0.0
1153,4,29,1,1,4,29,-0.02758472,-0.05169492,-0.02619317
1154,1,29,1,1,1,30,-0.0331833,-0.01909763,-0.00521072
1155,2,29,1,1,1,30,0.03949147,-0.11949847,0.0287474
1156,3,29,1,1,1,30,0.00091755,-0.01115573,0.01430024
1157,4,29,1,1,1,30,4.84e-06,-0.00013808,0.00054109
1158,1,29,1,1,2,30,0.06425669,-0.10307246,-0.02657652
1159,2,29,1,1,2,30,-0.05440013,0.03212317,-0.00225366
1160,3,29,1,1,2,30,0.01848055,-0.0777717,0.0470129
1161,4,29,1,1,2,30,0.00034481,-0.00462503,0.0077687
1162,1,29,1,1,3,30,-0.0,0.0,-0.0
1163,2,29,1,1,3,30,0.06218608,-0.04010062,-0.04658394
1164,3,29,1,1,3,30,-0.04098671,0.01829803,-0.00331107
1165,4,29,1,1,3,30,0.00939615,-0.05398629,0.05185151
1166,1,29,1,1,4,30,0.0,-0.0,-0.0
1167,2,29,1,1,4,30,-0.0,0.0,-0.0
1168,3,29,1,1,4,30,0.07789525,0.02287407,-0.03593715
1169,4,29,1,1,4,30,-0.02997328,0.01073827,0.00051859
1170,1,29,1,1,5,30,0.0,0.0,0.0
1171,2,29,1,1,5,30,0.0,-0.0,0.0
1172,3,29,1,1,5,30,0.0,0.0,-0.0
1173,4,29,1,1,5,30,0.09534756,0.11536212,0.04037359
1174,1,30,1,1,1,29,-0.08503161,-0.00593788,-0.08398558
1175,2,30,1,1,1,29,-0.02172612,0.03164663,0.01940781
1176,3,30,1,1,1,29,-0.00012469,0.00083961,0.00285301
1177,1,30,1,1,2,29,-0.04252511,0.01740337,0.00459748
1178,2,30,1,1,2,29,-0.07026466,0.00603206,0.03822561
1179,3,30,1,1,2,29,-0.01248246,0.02210064,0.03225295
1180,1,30,1,1,3,29,-0.0,0.0,0.0
1181,2,30,1,1,3,29,-0.05052108,-0.00682584,0.00709817
1182,3,30,1,1,3,29,-0.05413584,0.0266756,0.17231525
1183,1,30,1,1,4,29,0.0,-0.0,0.0
1184,2,30,1,1,4,29,-0.0,0.0,-0.0
1185,3,30,1,1,4,29,-0.05742596,-0.04305054,-0.00337879
1186,1,30,1,1,1,30,0.02580255,-0.08314826,0.02308976
1187,2,30,1,1,1,30,0.00089579,-0.00936528,0.01399521
1188,3,30,1,1,1,30,6.08e-06,-0.00015925,0.00062297
1189,1,30,1,1,2,30,-0.00279403,0.03044421,0.00720476
1190,2,30,1,1,2,30,0.01408051,-0.05854779,0.04284699
1191,3,30,1,1,2,30,0.0003746,-0.00433996,0.00836674
1192,1,30,1,1,3,30,-0.02445862,0.02193238,0.03508227
1193,2,30,1,1,3,30,0.00465644,0.03672776,-0.0125982
1194,3,30,1,1,3,30,0.00854851,-0.04509044,0.05156242
1195,1,30,1,1,4,30,0.0,-0.0,0.0
1196,2,30,1,1,4,30,-0.02693348,-0.01318739,0.02310791
1197,3,30,1,1,4,30,0.00660533,0.03840292,-0.03791597
1198,1,30,1,1,5,30,-0.0,0.0,-0.0
1199,2,30,1,1,5,30,-0.0,-0.0,0.0
1200,3,30,1,1,5,30,-0.02816489,-0.0527822,-0.02674408
1201,1,30,1,1,1,31,-0.04620436,0.00720408,-0.01254409
1202,2,30,1,1,1,31,0.01797824,-0.08087402,0.05170306
1203,3,30,1,1,1,31,0.0003623,-0.00500041,0.00861155
1204,1,30,1,1,2,31,0.06295892,-0.04047441,-0.04682392
1205,2,30,1,1,2,31,-0.04697895,0.02055042,-0.00241954
1206,3,30,1,1,2,31,0.00928306,-0.05551621,0.05462654
1207,1,30,1,1,3,31,-0.0,0.0,-0.0
1208,2,30,1,1,3,31,0.08012392,0.02341444,-0.03673448
1209,3,30,1,1,3,31,-0.03457548,0.01369402,0.00686013
1210,1,30,1,1,4,31,0.0,-0.0,0.0
1211,2,30,1,1,4,31,-0.0,0.0,-0.0
1212,3,30,1,1,4,31,0.09812529,0.11828983,0.04120668
1213,1,31,1,1,1,30,-0.08685053,-0.00176987,-0.12975865
1214,2,31,1,1,1,30,-0.04510465,0.05200065,-0.00425288
1215,3,31,1,1,1,30,-0.00040103,0.00334854,0.00351934
1216,4,31,1,1,1,30,1.16e-06,-4.368e-05,0.00022801
1217,1,31,1,1,2,30,-0.05113345,0.04589219,-0.00177539
1218,2,31,1,1,2,30,-0.06052677,-0.0197071,-0.07925851
1219,3,31,1,1,2,30,-0.02367379,0.03550696,0.01839009
1220,4,31,1,1,2,30,-0.00016269,0.00117761,0.00296554
1221,1,31,1,1,3,30,-0.0,0.0,-0.0
1222,2,31,1,1,3,30,-0.04675062,0.01947138,0.00597587
1223,3,31,1,1,3,30,-0.06131959,0.00358627,0.0373935
1224,4,31,1,1,3,30,-0.01323613,0.02509909,0.03183789
1225,1,31,1,1,4,30,0.0,-0.0,0.0
1226,2,31,1,1,4,30,-0.0,0.0,-0.0
1227,3,31,1,1,4,30,-0.05461477,-0.00762832,0.00817803
1228,4,31,1,1,4,30,-0.04745722,0.02434673,0.16754246
1229,1,31,1,1,5,30,-0.0,0.0,-0.0
1230,2,31,1,1,5,30,0.0,-0.0,-0.0
1231,3,31,1,1,5,30,-0.0,0.0,-0.0
1232,4,31,1,1,5,30,-0.06225147,-0.04744178,-0.00427562
1233,1,31,1,1,1,31,-0.03093109,0.07066132,0.02614644
1234,2,31,1,1,1,31,0.00463857,0.01298615,0.00033835
1235,3,31,1,1,1,31,0.0138867,-0.05998748,0.04590569
1236,4,31,1,1,1,31,0.00039213,-0.00461642,0.00907059
1237,1,31,1,1,2,31,0.0,-0.0,0.0
1238,2,31,1,1,2,31,-0.02530494,0.02269128,0.03629618
1239,3,31,1,1,2,31,0.00312889,0.03692849,-0.01255978
1240,4,31,1,1,2,31,0.00853968,-0.04538861,0.05239548
1241,1,31,1,1,3,31,-0.0,0.0,-0.0
1242,2,31,1,1,3,31,0.0,-0.0,0.0
1243,3,31,1,1,3,31,-0.02737799,-0.01340504,0.02348928
1244,4,31,1,1,3,31,0.004854,0.03892204,-0.03655909
1245,1,31,1,1,4,31,-0.0,-0.0,-0.0
1246,2,31,1,1,4,31,-0.0,0.0,0.0
1247,3,31,1,1,4,31,-0.0,-0.0,0.0
1248,4,31,1,1,4,31,-0.02869051,-0.05376723,-0.02724319
1249,1,31,1,1,1,32,-0.04428229,-0.02566764,-0.01554314
1250,2,31,1,1,1,32,0.03867442,-0.12461304,0.03075095
1251,3,31,1,1,1,32,0.00106599,-0.01351094,0.01765544
1252,4,31,1,1,1,32,6.69e-06,-0.00019609,0.00077421
1253,1,31,1,1,2,32,0.06720716,-0.10705315,-0.02731964
1254,2,31,1,1,2,32,-0.06901371,0.03689512,-0.00866644
1255,3,31,1,1,2,32,0.01814708,-0.08139536,0.0507375
1256,4,31,1,1,2,32,0.00040768,-0.0057215,0.0097839
1257,1,31,1,1,3,32,-0.0,0.0,-0.0
1258,2,31,1,1,3,32,0.06580907,-0.04218272,-0.04860639
1259,3,31,1,1,3,32,-0.05290154,0.02299172,-0.0013687
1260,4,31,1,1,3,32,0.009096,-0.05685309,0.05740114
1261,1,31,1,1,4,32,0.0,-0.0,0.0
1262,2,31,1,1,4,32,-0.0,0.0,-0.0
1263,3,31,1,1,4,32,0.08220991,0.02391273,-0.03746561
1264,4,31,1,1,4,32,-0.03894489,0.01672557,0.01311332
1265,1,31,1,1,5,32,0.0,-0.0,0.0
1266,2,31,1,1,5,32,0.0,-0.0,-0.0
1267,3,31,1,1,5,32,-0.0,0.0,-0.0
1268,4,31,1,1,5,32,0.1007193,0.12099472,0.04196156
1269,1,32,1,1,1,31,-0.0670769,-0.00777406,-0.07829102
1270,2,32,1,1,1,31,-0.02409676,0.03952861,0.01780559
1271,3,32,1,1,1,31,-0.00019182,0.00143931,0.00298308
1272,1,32,1,1,2,31,-0.04916441,0.02080118,0.00716717
1273,2,32,1,1,2,31,-0.05245701,0.00109783,0.03655991
1274,3,32,1,1,2,31,-0.01394354,0.02815824,0.03127661
1275,1,32,1,1,3,31,-0.0,0.0,-0.0
1276,2,32,1,1,3,31,-0.0587791,-0.00845539,0.00929827
1277,3,32,1,1,3,31,-0.04062848,0.02181969,0.16242981
1278,1,32,1,1,4,31,0.0,0.0,0.0
1279,2,32,1,1,4,31,-0.0,0.0,-0.0
1280,3,32,1,1,4,31,-0.0671813,-0.05196499,-0.00522119
1281,1,32,1,1,1,32,0.02585975,-0.08435296,0.02403228
1282,2,32,1,1,1,32,0.00103389,-0.01097053,0.01655294
1283,3,32,1,1,1,32,8.24e-06,-0.00021855,0.00085827
1284,1,32,1,1,2,32,-0.00543206,0.03202322,0.00808194
1285,2,32,1,1,2,32,0.01411223,-0.05894161,0.04335735
1286,3,32,1,1,2,32,0.00043973,-0.00516981,0.01004225
1287,1,32,1,1,3,32,-0.02506905,0.02247976,0.03595783
1288,2,32,1,1,3,32,0.00154217,0.03709241,-0.01232193
1289,3,32,1,1,3,32,0.00850171,-0.04553921,0.0530716
1290,1,32,1,1,4,32,0.0,-0.0,0.0
1291,2,32,1,1,4,32,-0.02776743,-0.01359572,0.02382341
1292,3,32,1,1,4,32,0.00319615,0.03928352,-0.03535063
1293,1,32,1,1,5,32,-0.0,0.0,-0.0
1294,2,32,1,1,5,32,-0.0,-0.0,0.0
1295,3,32,1,1,5,32,-0.02916007,-0.05464721,-0.02768906
1296,1,32,1,1,1,33,-0.0576428,0.00679096,-0.02028354
1297,2,32,1,1,1,33,0.01730588,-0.08450577,0.05646738
1298,3,32,1,1,1,33,0.00041803,-0.00607435,0.01071742
1299,1,32,1,1,2,33,0.06593518,-0.0421452,-0.04837752
