,k1,L1,k2,L2,k3,L3,rho1,rho2
1070,4,27,1,1,3,28,-0.00105766,0.02214406
1071,1,27,1,1,4,28,-0.0,-0.0
1072,2,27,1,1,4,28,-0.0,0.0
1073,3,27,1,1,4,28,-0.07076327,-0.01364694
1074,4,27,1,1,4,28,0.13759489,-0.0392781
1075,1,27,1,1,5,28,0.0,0.0
1076,2,27,1,1,5,28,0.0,-0.0
1077,3,27,1,1,5,28,0.0,0.0
1078,4,27,1,1,5,28,-0.08875779,-0.07035542
1079,1,28,1,1,1,27,0.07419715,-0.0033881
1080,2,28,1,1,1,27,-0.03173891,0.07981835
1081,3,28,1,1,1,27,-0.00040009,0.00356253
1082,1,28,1,1,2,27,-0.06950368,0.02828526
1083,2,28,1,1,2,27,0.07458664,-0.00274654
1084,3,28,1,1,2,27,-0.01895982,0.06108826
1085,1,28,1,1,3,27,-0.0,0.0
1086,2,28,1,1,3,27,-0.07817543,-0.0150764
1087,3,28,1,1,3,27,0.0570604,0.01141593
1088,1,28,1,1,4,27,0.0,0.0
1089,2,28,1,1,4,27,-0.0,0.0
1090,3,28,1,1,4,27,-0.08429688,-0.0668194
1091,1,28,1,1,1,28,-0.07012419,0.14507498
1092,2,28,1,1,1,28,-0.00100415,0.00992676
1093,3,28,1,1,1,28,-2.42e-06,6.448e-05
1094,1,28,1,1,2,28,0.02886397,0.06180889
1095,2,28,1,1,2,28,-0.03359913,0.09737711
1096,3,28,1,1,2,28,-0.0003845,0.00407567
1097,1,28,1,1,3,28,0.08783464,-0.03574524
1098,2,28,1,1,3,28,0.02502631,0.13478935
1099,3,28,1,1,3,28,-0.01774736,0.06918708
1100,1,28,1,1,4,28,0.0,-0.0
1101,2,28,1,1,4,28,0.10642406,0.02052425
1102,3,28,1,1,4,28,0.02570736,0.15261578
1103,1,28,1,1,5,28,-0.0,-0.0
1104,2,28,1,1,5,28,0.0,-0.0
1105,3,28,1,1,5,28,0.12394239,0.09824511
1106,1,28,1,1,1,29,0.199986,-0.01764112
1107,2,28,1,1,1,29,-0.00390585,0.03635173
1108,3,28,1,1,1,29,-4.108e-05,0.0016488
1109,1,28,1,1,2,29,-0.05473874,0.02227651
1110,2,28,1,1,2,29,0.18121074,-0.0337934
1111,3,28,1,1,2,29,-0.00058828,0.02234205
1112,1,28,1,1,3,29,-0.0,0.0
1113,2,28,1,1,3,29,-0.07123415,-0.01373775
1114,3,28,1,1,3,29,0.1369916,-0.03968591
1115,1,28,1,1,4,29,0.0,0.0
1116,2,28,1,1,4,29,0.0,0.0
1117,3,28,1,1,4,29,-0.08933719,-0.07081469
1118,1,29,1,1,1,28,0.07071126,0.01376568
1119,2,29,1,1,1,28,-0.06084736,0.11123811
1120,3,29,1,1,1,28,-0.00107352,0.00912139
1121,4,29,1,1,1,28,-3.33e-06,6.544e-05
1122,1,29,1,1,2,28,-0.08476264,0.08533688
1123,2,29,1,1,2,28,0.0989934,-0.02422544
1124,3,29,1,1,2,28,-0.03253651,0.08127819
1125,4,29,1,1,2,28,-0.00045495,0.00405086
1126,1,29,1,1,3,28,-0.0,0.0
1127,2,29,1,1,3,28,-0.07281853,0.02963427
1128,3,29,1,1,3,28,0.08030629,-0.0043412
1129,4,29,1,1,3,28,-0.01909025,0.06261403
1130,1,29,1,1,4,28,0.0,-0.0
1131,2,29,1,1,4,28,-0.0,0.0
1132,3,29,1,1,4,28,-0.08112629,-0.01564549
1133,4,29,1,1,4,28,0.06139645,0.00981917
1134,1,29,1,1,5,28,0.0,0.0
1135,2,29,1,1,5,28,0.0,0.0
1136,3,29,1,1,5,28,0.0,0.0
1137,4,29,1,1,5,28,-0.08795717,-0.06972079
1138,1,29,1,1,1,29,0.10159662,-0.10228491
1139,2,29,1,1,1,29,0.0063292,0.09049347
1140,3,29,1,1,1,29,-0.03349962,0.10126283
1141,4,29,1,1,1,29,-0.00041537,0.00444095
1142,1,29,1,1,2,29,0.0,-0.0
1143,2,29,1,1,2,29,0.09080184,-0.03695277
1144,3,29,1,1,2,29,0.02488327,0.13835774
1145,4,29,1,1,2,29,-0.01805865,0.07187108
1146,1,29,1,1,3,29,0.0,0.0
1147,2,29,1,1,3,29,0.0,-0.0
1148,3,29,1,1,3,29,0.10865102,0.02095373
1149,4,29,1,1,3,29,0.025409,0.15702842
1150,1,29,1,1,4,29,-0.0,-0.0
1151,2,29,1,1,4,29,-0.0,-0.0
1152,3,29,1,1,4,29,0.0,-0.0
1153,4,29,1,1,4,29,0.12685496,0.10055381
1154,1,29,1,1,1,30,0.20003609,0.00132946
1155,2,29,1,1,1,30,-0.01242255,0.06072997
1156,3,29,1,1,1,30,-0.0001631,0.00494492
1157,4,29,1,1,1,30,5e-08,3.543e-05
1158,1,29,1,1,2,30,-0.05635521,0.056737
1159,2,29,1,1,2,30,0.20736708,-0.03051606
1160,3,29,1,1,2,30,-0.00315299,0.03613131
1161,4,29,1,1,2,30,-3.66e-05,0.00185417
1162,1,29,1,1,3,30,-0.0,0.0
1163,2,29,1,1,3,30,-0.05580757,0.02271148
1164,3,29,1,1,3,30,0.18004748,-0.0340835
1165,4,29,1,1,3,30,-7.608e-05,0.02245069
1166,1,29,1,1,4,30,-0.0,0.0
1167,2,29,1,1,4,30,-0.0,0.0
1168,3,29,1,1,4,30,-0.07156985,-0.01380249
1169,4,29,1,1,4,30,0.13613249,-0.04008729
1170,1,29,1,1,5,30,0.0,0.0
1171,2,29,1,1,5,30,0.0,0.0
1172,3,29,1,1,5,30,0.0,0.0
1173,4,29,1,1,5,30,-0.08974167,-0.07113531
1174,1,30,1,1,1,29,0.08460506,-0.00345355
1175,2,30,1,1,1,29,-0.03211104,0.08380771
1176,3,30,1,1,1,29,-0.00048923,0.00438449
1177,1,30,1,1,2,29,-0.07386196,0.03005891
1178,2,30,1,1,2,29,0.08559597,-0.00588807
1179,3,30,1,1,2,29,-0.01915358,0.06407707
1180,1,30,1,1,3,29,-0.0,-0.0
1181,2,30,1,1,3,29,-0.08397067,-0.01619403
1182,3,30,1,1,3,29,0.06557826,0.00813448
1183,1,30,1,1,4,29,0.0,0.0
1184,2,30,1,1,4,29,-0.0,-0.0
1185,3,30,1,1,4,29,-0.09150595,-0.07253379
1186,1,30,1,1,1,30,-0.07198978,0.15464211
1187,2,30,1,1,1,30,-0.00121904,0.01215648
1188,3,30,1,1,1,30,-3.5e-06,9.333e-05
1189,1,30,1,1,2,30,0.03185265,0.06224427
1190,2,30,1,1,2,30,-0.03477498,0.10425597
1191,3,30,1,1,2,30,-0.00047499,0.00508584
1192,1,30,1,1,3,30,0.09083022,-0.03696432
1193,2,30,1,1,3,30,0.0251393,0.14155163
1194,3,30,1,1,3,30,-0.0183314,0.0745353
1195,1,30,1,1,4,30,0.0,-0.0
1196,2,30,1,1,4,30,0.11067129,0.02134334
1197,3,30,1,1,4,30,0.02521179,0.16123303
1198,1,30,1,1,5,30,-0.0,-0.0
1199,2,30,1,1,5,30,0.0,-0.0
1200,3,30,1,1,5,30,0.12952306,0.10266872
1201,1,30,1,1,1,31,0.19648329,-0.01657921
1202,2,30,1,1,1,31,-0.00222457,0.03667457
1203,3,30,1,1,1,31,-2.711e-05,0.00195216
1204,1,30,1,1,2,31,-0.05510812,0.02242683
1205,2,30,1,1,2,31,0.17846517,-0.03429269
1206,3,30,1,1,2,31,0.00047685,0.02248763
1207,1,30,1,1,3,31,-0.0,0.0
1208,2,30,1,1,3,31,-0.07176039,-0.01383924
1209,3,30,1,1,3,31,0.13501903,-0.04048114
1210,1,30,1,1,4,31,0.0,0.0
1211,2,30,1,1,4,31,0.0,0.0
1212,3,30,1,1,4,31,-0.08997086,-0.07131698
1213,1,31,1,1,1,30,0.07875098,0.01866871
1214,2,31,1,1,1,30,-0.06105408,0.11593835
1215,3,31,1,1,1,30,-0.00129499,0.0110758
1216,4,31,1,1,1,30,-4.83e-06,9.384e-05
1217,1,31,1,1,2,30,-0.08846755,0.08906689
1218,2,31,1,1,2,30,0.11250088,-0.02848765
1219,3,31,1,1,2,30,-0.03286913,0.08481905
1220,4,31,1,1,2,30,-0.0005563,0.00498658
1221,1,31,1,1,3,30,-0.0,0.0
1222,2,31,1,1,3,30,-0.07741388,0.0315044
1223,3,31,1,1,3,30,0.09095555,-0.00761424
1224,4,31,1,1,3,30,-0.01914996,0.06543792
1225,1,31,1,1,4,30,-0.0,-0.0
1226,2,31,1,1,4,30,-0.0,-0.0
1227,3,31,1,1,4,30,-0.08671507,-0.0167233
1228,4,31,1,1,4,30,0.06959289,0.00636084
1229,1,31,1,1,5,30,0.0,0.0
1230,2,31,1,1,5,30,0.0,-0.0
1231,3,31,1,1,5,30,0.0,0.0
1232,4,31,1,1,5,30,-0.09493424,-0.07525129
1233,1,31,1,1,1,31,0.10478283,-0.1054927
1234,2,31,1,1,1,31,0.00504175,0.09666616
1235,3,31,1,1,1,31,-0.03428682,0.10821359
1236,4,31,1,1,1,31,-0.00050442,0.0054579
1237,1,31,1,1,2,31,0.0,-0.0
1238,2,31,1,1,2,31,0.09397312,-0.03824336
1239,3,31,1,1,2,31,0.02511181,0.14479388
1240,4,31,1,1,2,31,-0.01855862,0.07721936
1241,1,31,1,1,3,31,-0.0,-0.0
1242,2,31,1,1,3,31,0.0,-0.0
1243,3,31,1,1,3,31,0.1124978,0.02169559
1244,4,31,1,1,3,31,0.02510984,0.16522199
1245,1,31,1,1,4,31,-0.0,0.0
1246,2,31,1,1,4,31,-0.0,-0.0
1247,3,31,1,1,4,31,0.0,-0.0
1248,4,31,1,1,4,31,0.13194023,0.10458474
1249,1,31,1,1,1,32,0.19529798,0.00492123
1250,2,31,1,1,1,32,-0.00908167,0.06062178
1251,3,31,1,1,1,32,-0.00012967,0.00573758
1252,4,31,1,1,1,32,3.3e-07,4.853e-05
1253,1,31,1,1,2,32,-0.05616779,0.05654831
1254,2,31,1,1,2,32,0.20390818,-0.03137968
1255,3,31,1,1,2,32,-0.00129664,0.03607972
1256,4,31,1,1,2,32,-1.744e-05,0.00219519
1257,1,31,1,1,3,32,-0.0,0.0
1258,2,31,1,1,3,32,-0.05621684,0.02287804
1259,3,31,1,1,3,32,0.17669444,-0.03455819
1260,4,31,1,1,3,32,0.00107041,0.02242608
1261,1,31,1,1,4,32,-0.0,0.0
1262,2,31,1,1,4,32,-0.0,0.0
1263,3,31,1,1,4,32,-0.07181691,-0.01385014
1264,4,31,1,1,4,32,0.13365319,-0.04086563
1265,1,31,1,1,5,32,0.0,-0.0
1266,2,31,1,1,5,32,0.0,-0.0
1267,3,31,1,1,5,32,0.0,0.0
1268,4,31,1,1,5,32,-0.09002429,-0.07135933
1269,1,32,1,1,1,31,0.09389398,-0.00324945
1270,2,32,1,1,1,31,-0.03202704,0.0873849
1271,3,32,1,1,1,31,-0.00058787,0.00531651
1272,1,32,1,1,2,31,-0.07778292,0.03165458
1273,2,32,1,1,2,31,0.09571413,-0.00922917
1274,3,32,1,1,2,31,-0.01907168,0.06673644
1275,1,32,1,1,3,31,-0.0,-0.0
1276,2,32,1,1,3,31,-0.08933185,-0.01722796
1277,3,32,1,1,3,31,0.07342538,0.00449698
1278,1,32,1,1,4,31,0.0,0.0
1279,2,32,1,1,4,31,0.0,-0.0
1280,3,32,1,1,4,31,-0.09823267,-0.07786585
1281,1,32,1,1,1,32,-0.07317254,0.16396566
1282,2,32,1,1,1,32,-0.00145619,0.01466652
1283,3,32,1,1,1,32,-4.96e-06,0.00013219
1284,1,32,1,1,2,32,0.03529478,0.0618527
1285,2,32,1,1,2,32,-0.03568965,0.11105557
1286,3,32,1,1,2,32,-0.00057898,0.00627011
1287,1,32,1,1,3,32,0.0930971,-0.03788685
1288,2,32,1,1,3,32,0.02565389,0.14751528
1289,3,32,1,1,3,32,-0.01874587,0.07986606
1290,1,32,1,1,4,32,0.0,-0.0
1291,2,32,1,1,4,32,0.11409804,0.0220042
1292,3,32,1,1,4,32,0.02510028,0.1689866
1293,1,32,1,1,5,32,-0.0,-0.0
1294,2,32,1,1,5,32,0.0,-0.0
1295,3,32,1,1,5,32,0.13409962,0.10629642
1296,1,32,1,1,1,33,0.19174544,-0.01534728
1297,2,32,1,1,1,33,-0.00029832,0.03657488
1298,3,32,1,1,1,33,-2.87e-06,0.0022668
1299,1,32,1,1,2,33,-0.05500116,0.0223833
1300,2,32,1,1,2,33,0.17446543,-0.03470808
1301,3,32,1,1,2,33,0.00170055,0.02229977
1302,1,32,1,1,3,33,-0.0,0.0
1303,2,32,1,1,3,33,-0.07172224,-0.01383188
1304,3,32,1,1,3,33,0.13203625,-0.04123915
1305,1,32,1,1,4,33,0.0,0.0
1306,2,32,1,1,4,33,0.0,0.0
1307,3,32,1,1,4,33,-0.08990135,-0.07126188
1308,1,33,1,1,1,32,0.0854895,0.02438657
1309,2,33,1,1,1,32,-0.06028707,0.11981935
1310,3,33,1,1,1,32,-0.00153443,0.0132434
1311,4,33,1,1,1,32,-6.85e-06,0.00013174
1312,1,33,1,1,2,32,-0.09141544,0.09203475
1313,2,33,1,1,2,32,0.12498,-0.03287782
1314,3,33,1,1,2,32,-0.03275247,0.08783734
1315,4,33,1,1,2,32,-0.00067036,0.00606471
1316,1,33,1,1,3,32,-0.0,0.0
1317,2,33,1,1,3,32,-0.08167301,0.0332377
1318,3,33,1,1,3,32,0.10067518,-0.01109971
1319,4,33,1,1,3,32,-0.01892104,0.06790204
1320,1,33,1,1,4,32,0.0,0.0
1321,2,33,1,1,4,32,-0.0,0.0
1322,3,33,1,1,4,32,-0.09183957,-0.01771158
1323,4,33,1,1,4,32,0.07706319,0.00254232
1324,1,33,1,1,5,32,0.0,-0.0
1325,2,33,1,1,5,32,0.0,0.0
1326,3,33,1,1,5,32,0.0,-0.0
1327,4,33,1,1,5,32,-0.10139155,-0.08036979
1328,1,33,1,1,1,33,0.10724558,-0.10797214
1329,2,33,1,1,1,33,0.00385464,0.10277928
1330,3,33,1,1,1,33,-0.03474118,0.11506932
1331,4,33,1,1,1,33,-0.00060343,0.00661884
1332,1,33,1,1,2,33,0.0,-0.0
1333,2,33,1,1,2,33,0.09653701,-0.03928676
1334,3,33,1,1,2,33,0.02568642,0.15043234
1335,4,33,1,1,2,33,-0.01888186,0.0825491
1336,1,33,1,1,3,33,-0.0,0.0
1337,2,33,1,1,3,33,0.0,-0.0
1338,3,33,1,1,3,33,0.11550083,0.02227474
1339,4,33,1,1,3,33,0.02517686,0.17251803
1340,1,33,1,1,4,33,0.0,-0.0
1341,2,33,1,1,4,33,-0.0,-0.0
1342,3,33,1,1,4,33,-0.0,0.0
1343,4,33,1,1,4,33,0.13599409,0.1077981
1344,1,33,1,1,1,34,0.1894691,0.00873182
1345,2,33,1,1,1,34,-0.00534436,0.05984793
1346,3,33,1,1,1,34,-7.038e-05,0.00653456
1347,4,33,1,1,1,34,8.4e-07,6.486e-05
1348,1,33,1,1,2,34,-0.05535985,0.0557349
1349,2,33,1,1,2,34,0.19895709,-0.0320682
1350,3,33,1,1,2,34,0.00083664,0.03555976
1351,4,33,1,1,2,34,1.445e-05,0.00255657
1352,1,33,1,1,3,34,-0.0,0.0
1353,2,33,1,1,3,34,-0.05620273,0.0228723
1354,3,33,1,1,3,34,0.17209431,-0.03494683
1355,4,33,1,1,3,34,0.00236909,0.02206108
1356,1,33,1,1,4,34,0.0,0.0
1357,2,33,1,1,4,34,-0.0,0.0
1358,3,33,1,1,4,34,-0.07149694,-0.01378843
1359,4,33,1,1,4,34,0.13017045,-0.04159882
1360,1,33,1,1,5,34,0.0,0.0
1361,2,33,1,1,5,34,0.0,0.0
1362,3,33,1,1,5,34,0.0,0.0
1363,4,33,1,1,5,34,-0.08960142,-0.07102413
1364,1,34,1,1,1,33,0.10195897,-0.00276049
1365,2,34,1,1,1,33,-0.03144826,0.09049219
1366,3,34,1,1,1,33,-0.00069484,0.00636005
1367,1,34,1,1,2,33,-0.08119892,0.03304476
1368,2,34,1,1,2,33,0.10479907,-0.01276299
1369,3,34,1,1,2,33,-0.01868785,0.06901432
1370,1,34,1,1,3,33,-0.0,-0.0
1371,2,34,1,1,3,33,-0.09419298,-0.01816544
1372,3,34,1,1,3,33,0.08048971,0.00049568
1373,1,34,1,1,4,33,0.0,0.0
1374,2,34,1,1,4,33,0.0,0.0
1375,3,34,1,1,4,33,-0.10440066,-0.08275501
1376,1,34,1,1,1,34,-0.07361808,0.17298413
1377,2,34,1,1,1,34,-0.00171324,0.01745349
1378,3,34,1,1,1,34,-6.89e-06,0.00018368
1379,1,34,1,1,2,34,0.03913053,0.06060217
1380,2,34,1,1,2,34,-0.03632213,0.11776103
1381,3,34,1,1,2,34,-0.00069764,0.00765267
1382,1,34,1,1,3,34,0.09457684,-0.03848905
1383,2,34,1,1,3,34,0.02654542,0.15260247
1384,3,34,1,1,3,34,-0.01897725,0.08516494
1385,1,34,1,1,4,34,0.0,-0.0
1386,2,34,1,1,4,34,0.11665191,0.02249672
1387,3,34,1,1,4,34,0.02533902,0.17580565
1388,1,34,1,1,5,34,-0.0,-0.0
1389,2,34,1,1,5,34,0.0,-0.0
1390,3,34,1,1,5,34,0.13761603,0.10908376
1391,1,34,1,1,1,35,0.18582391,-0.01396117
1392,2,34,1,1,1,35,0.00183954,0.03604998
1393,3,34,1,1,1,35,3.438e-05,0.00258408
1394,1,34,1,1,2,35,-0.05440869,0.02214219
1395,2,34,1,1,2,35,0.16922254,-0.03502369
1396,3,34,1,1,2,35,0.00306799,0.02177113
1397,1,34,1,1,3,35,-0.0,0.0
1398,2,34,1,1,3,35,-0.07111193,-0.01371418
1399,3,34,1,1,3,35,0.12805714,-0.04194274
1400,1,34,1,1,4,35,0.0,0.0
1401,2,34,1,1,4,35,0.0,0.0
1402,3,34,1,1,4,35,-0.08912378,-0.07064553
1403,1,35,1,1,1,34,0.09089712,0.03089394
1404,2,35,1,1,1,34,-0.05848749,0.12277907
1405,3,35,1,1,1,34,-0.00178669,0.01560659
1406,4,35,1,1,1,34,-9.54e-06,0.0001815
1407,1,35,1,1,2,34,-0.09349751,0.09413093
1408,2,35,1,1,2,34,0.13619894,-0.03731877
1409,3,35,1,1,2,34,-0.03213942,0.09025375
1410,4,35,1,1,2,34,-0.000797,0.00729867
1411,1,35,1,1,3,34,-0.0,0.0
1412,2,35,1,1,3,34,-0.08555015,0.03481554
1413,3,35,1,1,3,34,0.10933001,-0.01479435
1414,4,35,1,1,3,34,-0.01837726,0.06994778
1415,1,35,1,1,4,34,-0.0,0.0
1416,2,35,1,1,4,34,-0.0,-0.0
1417,3,35,1,1,4,34,-0.09643222,-0.01859729
1418,4,35,1,1,4,34,0.08369344,-0.00164276
1419,1,35,1,1,5,34,0.0,0.0
1420,2,35,1,1,5,34,0.0,0.0
1421,3,35,1,1,5,34,-0.0,-0.0
1422,4,35,1,1,5,34,-0.10724946,-0.08501316
1423,1,35,1,1,1,35,0.10894499,-0.10968306
1424,2,35,1,1,1,35,0.00277296,0.10882215
1425,3,35,1,1,1,35,-0.03483622,0.12179082
1426,4,35,1,1,1,35,-0.00071192,0.00793149
1427,1,35,1,1,2,35,0.0,-0.0
1428,2,35,1,1,2,35,0.09846168,-0.04007002
1429,3,35,1,1,2,35,0.02656906,0.15520922
1430,4,35,1,1,2,35,-0.01901394,0.08784614
1431,1,35,1,1,3,35,0.0,0.0
1432,2,35,1,1,3,35,0.0,-0.0
1433,3,35,1,1,3,35,0.11760771,0.02268106
1434,4,35,1,1,3,35,0.02557866,0.17883975
1435,1,35,1,1,4,35,-0.0,-0.0
1436,2,35,1,1,4,35,-0.0,-0.0
1437,3,35,1,1,4,35,0.0,-0.0
1438,4,35,1,1,4,35,0.13895772,0.11014727
1439,1,35,1,1,1,36,0.18265683,0.01267904
1440,2,35,1,1,1,36,-0.00130902,0.05841389
1441,3,35,1,1,1,36,2.057e-05,0.00730816
1442,4,35,1,1,1,36,1.69e-06,8.476e-05
1443,1,35,1,1,2,36,-0.0539244,0.05428972
1444,2,35,1,1,2,36,0.19248603,-0.03252988
1445,3,35,1,1,2,36,0.0032307,0.03456314
1446,4,35,1,1,2,36,6.302e-05,0.00293239
1447,1,35,1,1,3,36,-0.0,0.0
1448,2,35,1,1,3,36,-0.05575889,0.02269167
1449,3,35,1,1,3,36,0.16625747,-0.03523244
1450,4,35,1,1,3,36,0.00380374,0.02134722
1451,1,35,1,1,4,36,-0.0,0.0
1452,2,35,1,1,4,36,-0.0,0.0
1453,3,35,1,1,4,36,-0.07060321,-0.01361607
1454,4,35,1,1,4,36,0.12569911,-0.04226667
1455,1,35,1,1,5,36,0.0,0.0
1456,2,35,1,1,5,36,0.0,0.0
1457,3,35,1,1,5,36,-0.0,0.0
1458,4,35,1,1,5,36,-0.08846783,-0.07012557
1459,1,36,1,1,1,35,0.10870461,-0.00197522
1460,2,36,1,1,1,35,-0.03034094,0.09306812
1461,3,36,1,1,1,35,-0.00080821,0.00751352
1462,1,36,1,1,2,35,-0.08403729,0.03419987
1463,2,36,1,1,2,35,0.11270192,-0.01647741
1464,3,36,1,1,2,35,-0.01797615,0.07085238
1465,1,36,1,1,3,35,-0.0,0.0
1466,2,36,1,1,3,35,-0.09848205,-0.0189926
1467,3,36,1,1,3,35,0.08665485,-0.00387417
1468,1,36,1,1,4,35,0.0,0.0
1469,2,36,1,1,4,35,0.0,-0.0
1470,3,36,1,1,4,35,-0.10992673,-0.08713535
1471,1,36,1,1,1,36,-0.07327578,0.18162361
1472,2,36,1,1,1,36,-0.00198642,0.02050399
1473,3,36,1,1,1,36,-9.42e-06,0.00025092
1474,1,36,1,1,2,36,0.04328644,0.05847276
1475,2,36,1,1,2,36,-0.03664812,0.12435781
1476,3,36,1,1,2,36,-0.00083218,0.0092624
1477,1,36,1,1,3,36,0.09520826,-0.03874601
1478,2,36,1,1,3,36,0.02779343,0.15672262
1479,3,36,1,1,3,36,-0.01901065,0.09041107
1480,1,36,1,1,4,36,0.0,-0.0
1481,2,36,1,1,4,36,0.11827731,0.02281019
1482,3,36,1,1,4,36,0.02589871,0.18160696
1483,1,36,1,1,5,36,-0.0,-0.0
1484,2,36,1,1,5,36,0.0,0.0
1485,3,36,1,1,5,36,0.14001086,0.11098206
1486,1,36,1,1,1,37,0.17878287,-0.01244042
1487,2,36,1,1,1,37,0.00414674,0.0351004
1488,3,36,1,1,1,37,8.768e-05,0.00289332
1489,1,36,1,1,2,37,-0.05332439,0.02170093
1490,2,36,1,1,2,37,0.16275457,-0.03522015
1491,3,36,1,1,2,37,0.00456031,0.02089592
1492,1,36,1,1,3,37,-0.0,0.0
1493,2,36,1,1,3,37,-0.06992252,-0.0134848
1494,3,36,1,1,3,37,0.12309802,-0.04256881
1495,1,36,1,1,4,37,0.0,-0.0
1496,2,36,1,1,4,37,0.0,0.0
1497,3,36,1,1,4,37,-0.08763281,-0.06946369
1498,1,37,1,1,1,36,0.09497576,0.03813611
1499,2,37,1,1,1,36,-0.05562104,0.12471873
1500,3,37,1,1,1,36,-0.00204443,0.01813524
1501,4,37,1,1,1,36,-1.306e-05,0.00024579
1502,1,37,1,1,2,36,-0.09460595,0.09524687
1503,2,37,1,1,2,36,0.14589838,-0.0417078
1504,3,37,1,1,2,36,-0.03097972,0.09198227
1505,4,37,1,1,2,36,-0.00093559,0.00870278
1506,1,37,1,1,3,36,-0.0,-0.0
1507,2,37,1,1,3,36,-0.08899383,0.03621698
1508,3,37,1,1,3,36,0.11677873,-0.01869038
1509,4,37,1,1,3,36,-0.01749265,0.07150787
1510,1,37,1,1,4,36,-0.0,0.0
1511,2,37,1,1,4,36,-0.0,0.0
1512,3,37,1,1,4,36,-0.10041976,-0.0193663
1513,4,37,1,1,4,36,0.08936475,-0.00619697
1514,1,37,1,1,5,36,0.0,-0.0
1515,2,37,1,1,5,36,0.0,0.0
1516,3,37,1,1,5,36,0.0,-0.0
1517,4,37,1,1,5,36,-0.11242099,-0.08911247
1518,1,37,1,1,1,37,0.10984352,-0.11058768
1519,2,37,1,1,1,37,0.0018091,0.11478141
1520,3,37,1,1,1,37,-0.03454561,0.12832604
1521,4,37,1,1,1,37,-0.0008289,0.00940179
1522,1,37,1,1,2,37,0.0,-0.0
1523,2,37,1,1,2,37,0.09971493,-0.04058005
1524,3,37,1,1,2,37,0.02772048,0.159056
1525,4,37,1,1,2,37,-0.01893894,0.09309091
1526,1,37,1,1,3,37,-0.0,0.0
1527,2,37,1,1,3,37,0.0,-0.0
1528,3,37,1,1,3,37,0.11876372,0.022904
1529,4,37,1,1,3,37,0.02628676,0.1840976
1530,1,37,1,1,4,37,-0.0,-0.0
1531,2,37,1,1,4,37,-0.0,-0.0
1532,3,37,1,1,4,37,0.0,-0.0
1533,4,37,1,1,4,37,0.14076719,0.11158158
1534,1,37,1,1,1,38,0.17498257,0.01666663
1535,2,37,1,1,1,38,0.00290333,0.05633626
1536,3,37,1,1,1,38,0.00014893,0.00802576
1537,4,37,1,1,1,38,3.05e-06,0.0001084
1538,1,37,1,1,2,38,-0.05186629,0.05221767
1539,2,37,1,1,2,38,0.18448135,-0.03270736
1540,3,37,1,1,2,38,0.00586499,0.03308514
1541,4,37,1,1,2,38,0.00013319,0.00331482
1542,1,37,1,1,3,38,-0.0,0.0
1543,2,37,1,1,3,38,-0.05487811,0.02233323
1544,3,37,1,1,3,38,0.1591988,-0.0353938
1545,4,37,1,1,3,38,0.00535424,0.0202769
1546,1,37,1,1,4,38,0.0,0.0
1547,2,37,1,1,4,38,-0.0,0.0
1548,3,37,1,1,4,38,-0.06913026,-0.01333201
1549,4,37,1,1,4,38,0.12025723,-0.0428429
1550,1,37,1,1,5,38,-0.0,0.0
1551,2,37,1,1,5,38,0.0,0.0
1552,3,37,1,1,5,38,-0.0,0.0
1553,4,37,1,1,5,38,-0.08661826,-0.06865948
1554,1,38,1,1,1,37,0.11404755,-0.00088709
1555,2,38,1,1,1,37,-0.02867844,0.09504761
1556,3,38,1,1,1,37,-0.0009251,0.00877131
1557,1,38,1,1,2,37,-0.08622052,0.03508836
1558,2,38,1,1,2,37,0.11926639,-0.02035364
1559,3,38,1,1,2,37,-0.01691141,0.07218535
1560,1,38,1,1,3,37,-0.0,-0.0
1561,2,38,1,1,3,37,-0.10212002,-0.0196942
1562,3,38,1,1,3,37,0.09179864,-0.00861265
1563,1,38,1,1,4,37,0.0,-0.0
1564,2,38,1,1,4,37,0.0,0.0
1565,3,38,1,1,4,37,-0.11471973,-0.09093461
1566,1,38,1,1,1,38,-0.07210181,0.18979658
1567,2,38,1,1,1,38,-0.00227022,0.02379207
1568,3,38,1,1,1,38,-1.267e-05,0.00033749
1569,1,38,1,1,2,38,0.04767241,0.05546111
1570,2,38,1,1,2,38,-0.03663874,0.13083299
1571,3,38,1,1,2,38,-0.00098382,0.01113404
1572,1,38,1,1,3,38,0.09492759,-0.03863179
1573,2,38,1,1,3,38,0.02937927,0.15976969
1574,3,38,1,1,3,38,-0.0188296,0.09557576
1575,1,38,1,1,4,38,0.0,-0.0
1576,2,38,1,1,4,38,0.11891541,0.02293325
1577,3,38,1,1,4,38,0.02675179,0.18629371
1578,1,38,1,1,5,38,-0.0,-0.0
1579,2,38,1,1,5,38,-0.0,-0.0
1580,3,38,1,1,5,38,0.14121764,0.11193864
1581,1,38,1,1,1,39,0.17069989,-0.01080853
1582,2,38,1,1,1,39,0.00657101,0.03373058
1583,3,38,1,1,1,39,0.00016028,0.00318155
1584,1,38,1,1,2,39,-0.05174583,0.02105851
1585,2,38,1,1,2,39,0.15508899,-0.03527454
1586,3,38,1,1,2,39,0.00615398,0.01967037
1587,1,38,1,1,3,39,-0.0,0.0
1588,2,38,1,1,3,39,-0.06814827,-0.01314263
1589,3,38,1,1,3,39,0.1171793,-0.04308805
1590,1,38,1,1,4,39,0.0,-0.0
