,k1,L1,k2,L2,k3,L3,rho1,rho2
1591,2,38,1,1,4,39,0.0,0.0
1592,3,38,1,1,4,39,-0.08542343,-0.06771238
1593,1,39,1,1,1,38,0.09776217,0.04602442
1594,2,39,1,1,1,38,-0.05168654,0.12554767
1595,3,39,1,1,1,38,-0.00229772,0.02078414
1596,4,39,1,1,1,38,-1.758e-05,0.00032763
1597,1,39,1,1,2,38,-0.0946397,0.09528085
1598,2,39,1,1,2,38,0.15379194,-0.0459138
1599,3,39,1,1,2,38,-0.02921936,0.09293011
1600,4,39,1,1,2,38,-0.00108469,0.01029211
1601,1,39,1,1,3,38,-0.0,0.0
1602,2,39,1,1,3,38,-0.09194421,0.03741767
1603,3,39,1,1,3,38,0.12287206,-0.02277395
1604,4,39,1,1,3,38,-0.0162418,0.07250438
1605,1,39,1,1,4,38,-0.0,0.0
1606,2,39,1,1,4,38,-0.0,0.0
1607,3,39,1,1,4,38,-0.10372225,-0.0200032
1608,4,39,1,1,4,38,0.0939519,-0.01111725
1609,1,39,1,1,5,38,0.0,0.0
1610,2,39,1,1,5,38,0.0,0.0
1611,3,39,1,1,5,38,0.0,0.0
1612,4,39,1,1,5,38,-0.11681043,-0.09259184
1613,1,39,1,1,1,39,0.10990666,-0.11065124
1614,2,39,1,1,1,39,0.00098214,0.12064085
1615,3,39,1,1,1,39,-0.03384408,0.13460668
1616,4,39,1,1,1,39,-0.00095276,0.01103305
1617,1,39,1,1,2,39,0.0,-0.0
1618,2,39,1,1,2,39,0.10026385,-0.04080344
1619,3,39,1,1,2,39,0.02909751,0.16190014
1620,4,39,1,1,2,39,-0.01863924,0.0982575
1621,1,39,1,1,3,39,0.0,0.0
1622,2,39,1,1,3,39,0.0,-0.0
1623,3,39,1,1,3,39,0.11891201,0.02293259
1624,4,39,1,1,3,39,0.02727304,0.18818783
1625,1,39,1,1,4,39,-0.0,-0.0
1626,2,39,1,1,4,39,-0.0,-0.0
1627,3,39,1,1,4,39,0.0,-0.0
1628,4,39,1,1,4,39,0.14135358,0.1120464
1629,1,39,1,1,1,40,0.16657837,0.0205854
1630,2,39,1,1,1,40,0.00714938,0.0536449
1631,3,39,1,1,1,40,0.00032002,0.00865019
1632,4,39,1,1,1,40,5.14e-06,0.00013575
1633,1,39,1,1,2,40,-0.04920572,0.04953907
1634,2,39,1,1,2,40,0.17495036,-0.03253988
1635,3,39,1,1,2,40,0.00871317,0.03112567
1636,4,39,1,1,2,40,0.00023107,0.00369345
1637,1,39,1,1,3,40,-0.0,0.0
1638,2,39,1,1,3,40,-0.05355158,0.02179338
1639,3,39,1,1,3,40,0.15093817,-0.03540485
1640,4,39,1,1,3,40,0.00699605,0.01884361
1641,1,39,1,1,4,40,0.0,-0.0
1642,2,39,1,1,4,40,-0.0,0.0
1643,3,39,1,1,4,40,-0.06707433,-0.01293552
1644,4,39,1,1,4,40,0.11386767,-0.04329465
1645,1,39,1,1,5,40,0.0,0.0
1646,2,39,1,1,5,40,0.0,0.0
1647,3,39,1,1,5,40,-0.0,0.0
1648,4,39,1,1,5,40,-0.08404814,-0.06662223
1649,1,40,1,1,1,39,0.11791943,0.00050429
1650,2,40,1,1,1,39,-0.0264442,0.09636207
1651,3,40,1,1,1,39,-0.00104149,0.01012246
1652,1,40,1,1,2,39,-0.08766677,0.03567692
1653,2,40,1,1,2,39,0.12432849,-0.02436453
1654,3,40,1,1,2,39,-0.01546988,0.07294016
1655,1,40,1,1,3,39,-0.0,-0.0
1656,2,40,1,1,3,39,-0.10501941,-0.02025336
1657,3,40,1,1,3,39,0.09579175,-0.01371333
1658,1,40,1,1,4,39,0.0,0.0
1659,2,40,1,1,4,39,0.0,0.0
1660,3,40,1,1,4,39,-0.11867892,-0.09407293
1661,1,40,1,1,1,40,-0.07006273,0.19740091
1662,2,40,1,1,1,40,-0.00255705,0.02727647
1663,3,40,1,1,1,40,-1.68e-05,0.00044751
1664,1,40,1,1,2,40,0.05217918,0.05158573
1665,2,40,1,1,2,40,-0.0362588,0.13717662
1666,3,40,1,1,2,40,-0.00115367,0.01330959
1667,1,40,1,1,3,40,0.09366874,-0.03811949
1668,2,40,1,1,3,40,0.03128388,0.16161828
1669,3,40,1,1,3,40,-0.01841562,0.10062049
1670,1,40,1,1,4,40,0.0,-0.0
1671,2,40,1,1,4,40,0.11850372,0.02285385
1672,3,40,1,1,4,40,0.02787029,0.18975339
1673,1,40,1,1,5,40,-0.0,-0.0
1674,2,40,1,1,5,40,0.0,-0.0
1675,3,40,1,1,5,40,0.14116489,0.11189682
1676,1,40,1,1,1,41,0.16166628,-0.00909314
1677,2,40,1,1,1,41,0.00904905,0.03194967
1678,3,40,1,1,1,41,0.00025557,0.00343338
1679,1,40,1,1,2,41,-0.04967568,0.02021605
1680,2,40,1,1,2,41,0.14626545,-0.0351604
1681,3,40,1,1,2,41,0.00781986,0.01809349
1682,1,40,1,1,3,41,-0.0,-0.0
1683,2,40,1,1,3,41,-0.06578505,-0.01268688
1684,3,40,1,1,3,41,0.11032721,-0.04346433
1685,1,40,1,1,4,41,0.0,0.0
1686,2,40,1,1,4,41,0.0,0.0
1687,3,40,1,1,4,41,-0.08249164,-0.06538845
1688,1,41,1,1,1,40,0.09932968,0.05443223
1689,2,41,1,1,1,40,-0.0467253,0.12518932
1690,3,41,1,1,1,40,-0.00253373,0.02349025
1691,4,41,1,1,1,40,-2.33e-05,0.00043024
1692,1,41,1,1,2,40,-0.09351215,0.09414567
1693,2,41,1,1,2,40,0.15956929,-0.04977554
1694,3,41,1,1,2,40,-0.02679994,0.09299773
1695,4,41,1,1,2,40,-0.00124169,0.0120819
1696,1,41,1,1,3,40,-0.0,-0.0
1697,2,41,1,1,3,40,-0.09432939,0.03838835
1698,3,41,1,1,3,40,0.12745,-0.02702273
1699,4,41,1,1,3,40,-0.01460011,0.07284611
1700,1,41,1,1,4,40,-0.0,0.0
1701,2,41,1,1,4,40,-0.0,0.0
1702,3,41,1,1,4,40,-0.10625197,-0.02049106
1703,4,41,1,1,4,40,0.09732187,-0.01639276
1704,1,41,1,1,5,40,0.0,0.0
1705,2,41,1,1,5,40,0.0,0.0
1706,3,41,1,1,5,40,-0.0,0.0
1707,4,41,1,1,5,40,-0.12031156,-0.09536707
1708,1,41,1,1,1,41,0.10910373,-0.10984287
1709,2,41,1,1,1,41,0.0003173,0.12638094
1710,3,41,1,1,1,41,-0.03270856,0.14054382
1711,4,41,1,1,1,41,-0.00108107,0.01282476
1712,1,41,1,1,2,41,0.0,-0.0
1713,2,41,1,1,2,41,0.10007442,-0.04072635
1714,3,41,1,1,2,41,0.03065042,0.16366613
1715,4,41,1,1,2,41,-0.01809517,0.10331221
1716,1,41,1,1,3,41,0.0,-0.0
1717,2,41,1,1,3,41,0.0,-0.0
1718,3,41,1,1,3,41,0.11799379,0.02275551
1719,4,41,1,1,3,41,0.02850749,0.19099022
1720,1,41,1,1,4,41,-0.0,0.0
1721,2,41,1,1,4,41,-0.0,-0.0
1722,3,41,1,1,4,41,0.0,-0.0
1723,4,41,1,1,4,41,0.14064281,0.11148299
1724,1,41,1,1,1,42,0.157582,0.02431546
1725,2,41,1,1,1,42,0.01126585,0.05038477
1726,3,41,1,1,1,42,0.00053812,0.00914062
1727,4,41,1,1,1,42,8.23e-06,0.00016645
1728,1,41,1,1,2,42,-0.04598181,0.04629332
1729,2,41,1,1,2,42,0.16392995,-0.03196696
1730,3,41,1,1,2,42,0.01174067,0.02869066
1731,4,41,1,1,2,42,0.00036435,0.00405434
1732,1,41,1,1,3,42,-0.0,0.0
1733,2,41,1,1,3,42,-0.05176778,0.02106745
1734,3,41,1,1,3,42,0.14150077,-0.03523367
1735,4,41,1,1,3,42,0.00869962,0.01704224
1736,1,41,1,1,4,42,-0.0,-0.0
1737,2,41,1,1,4,42,-0.0,0.0
1738,3,41,1,1,4,42,-0.0644337,-0.01242626
1739,4,41,1,1,4,42,0.10655959,-0.04358158
1740,1,41,1,1,5,42,0.0,0.0
1741,2,41,1,1,5,42,0.0,0.0
1742,3,41,1,1,5,42,0.0,0.0
1743,4,41,1,1,5,42,-0.08075423,-0.06401125
1744,1,42,1,1,1,41,0.12027011,0.00219171
1745,2,42,1,1,1,41,-0.02363545,0.09693967
1746,3,42,1,1,1,41,-0.00115188,0.01154915
1747,1,42,1,1,2,41,-0.08829083,0.03593089
1748,2,42,1,1,2,41,0.12771685,-0.02847256
1749,3,42,1,1,2,41,-0.01363018,0.07303496
1750,1,42,1,1,3,41,-0.0,0.0
1751,2,42,1,1,3,41,-0.10708245,-0.02065122
1752,3,42,1,1,3,41,0.09849607,-0.01916084
1753,1,42,1,1,4,41,0.0,-0.0
1754,2,42,1,1,4,41,0.0,-0.0
1755,3,42,1,1,4,41,-0.12169187,-0.09646119
1756,1,42,1,1,1,42,-0.06713986,0.20431921
1757,2,42,1,1,1,42,-0.00283699,0.03089784
1758,3,42,1,1,1,42,-2.198e-05,0.00058555
1759,1,42,1,1,2,42,0.05667611,0.04689298
1760,2,42,1,1,2,42,-0.0354645,0.14338247
1761,3,42,1,1,2,42,-0.00134254,0.0158398
1762,1,42,1,1,3,42,0.09136384,-0.03718148
1763,2,42,1,1,3,42,0.03348514,0.16211849
1764,3,42,1,1,3,42,-0.01774763,0.10549431
1765,1,42,1,1,4,42,0.0,-0.0
1766,2,42,1,1,4,42,0.11697542,0.02255912
1767,3,42,1,1,4,42,0.02922364,0.19185454
1768,1,42,1,1,5,42,-0.0,-0.0
1769,2,42,1,1,5,42,0.0,-0.0
1770,3,42,1,1,5,42,0.13977568,0.11079565
1771,1,42,1,1,1,43,0.15178707,-0.00732625
1772,2,42,1,1,1,43,0.01150568,0.02977254
1773,3,42,1,1,1,43,0.00037689,0.00363091
1774,1,42,1,1,2,43,-0.0471233,0.01917733
1775,2,42,1,1,2,43,0.13633921,-0.03484777
1776,3,42,1,1,2,43,0.00952199,0.01616801
1777,1,42,1,1,3,43,-0.0,0.0
1778,2,42,1,1,3,43,-0.06283078,-0.01211713
1779,3,42,1,1,3,43,0.10257546,-0.0436538
1780,1,42,1,1,4,43,0.0,0.0
1781,2,42,1,1,4,43,0.0,0.0
1782,3,42,1,1,4,43,-0.07883505,-0.06248999
1783,1,43,1,1,1,42,0.09978742,0.06319214
1784,2,43,1,1,1,42,-0.04083045,0.12358834
1785,3,43,1,1,1,42,-0.00273651,0.02617036
1786,4,43,1,1,1,42,-3.043e-05,0.00055701
1787,1,43,1,1,2,42,-0.09116083,0.09177842
1788,2,43,1,1,2,42,0.16290354,-0.05310234
1789,3,43,1,1,2,42,-0.02365893,0.09207911
1790,4,43,1,1,2,42,-0.00140208,0.01408631
1791,1,43,1,1,3,42,-0.0,0.0
1792,2,43,1,1,3,42,-0.09605982,0.03909256
1793,3,43,1,1,3,42,0.13033765,-0.03140253
1794,4,43,1,1,3,42,-0.01254404,0.07242483
1795,1,43,1,1,4,42,-0.0,0.0
1796,2,43,1,1,4,42,-0.0,0.0
1797,3,43,1,1,4,42,-0.10791175,-0.02081116
1798,4,43,1,1,4,42,0.09933205,-0.02200195
1799,1,43,1,1,5,42,0.0,0.0
1800,2,43,1,1,5,42,0.0,0.0
1801,3,43,1,1,5,42,0.0,0.0
1802,4,43,1,1,5,42,-0.1228052,-0.0973437
1803,1,43,1,1,1,43,0.10740877,-0.10813643
1804,2,43,1,1,1,43,-0.00015474,0.13197835
1805,3,43,1,1,1,43,-0.03112,0.1460222
1806,4,43,1,1,1,43,-0.00121031,0.01477101
1807,1,43,1,1,2,43,0.0,-0.0
1808,2,43,1,1,2,43,0.09911086,-0.04033421
1809,3,43,1,1,2,43,0.03232049,0.16427685
1810,4,43,1,1,2,43,-0.0172847,0.10821141
1811,1,43,1,1,3,43,0.0,-0.0
1812,2,43,1,1,3,43,0.0,-0.0
1813,3,43,1,1,3,43,0.11594838,0.02236105
1814,4,43,1,1,3,43,0.02995573,0.19236483
1815,1,43,1,1,4,43,-0.0,0.0
1816,2,43,1,1,4,43,-0.0,-0.0
1817,3,43,1,1,4,43,-0.0,-0.0
1818,4,43,1,1,4,43,0.13855513,0.10982815
1819,1,43,1,1,1,44,0.14813053,0.02772971
1820,2,43,1,1,1,44,0.01507454,0.04661724
1821,3,43,1,1,1,44,0.00080568,0.00945411
1822,4,43,1,1,1,44,1.27e-05,0.0001997
1823,1,43,1,1,2,44,-0.0422559,0.04254217
1824,2,43,1,1,2,44,0.151497,-0.03093377
1825,3,43,1,1,2,44,0.01490063,0.02579389
1826,4,43,1,1,2,44,0.00054266,0.00437856
1827,1,43,1,1,3,44,-0.0,0.0
1828,2,43,1,1,3,44,-0.04951124,0.02014912
1829,3,43,1,1,3,44,0.13091733,-0.03484114
1830,4,43,1,1,3,44,0.01042959,0.01486955
1831,1,43,1,1,4,44,-0.0,0.0
1832,2,43,1,1,4,44,-0.0,0.0
1833,3,43,1,1,4,44,-0.06120915,-0.0118044
1834,4,43,1,1,4,44,0.0983699,-0.0436547
1835,1,43,1,1,5,44,0.0,-0.0
1836,2,43,1,1,5,44,0.0,0.0
1837,3,43,1,1,5,44,-0.0,0.0
1838,4,43,1,1,5,44,-0.07673518,-0.06082549
1839,1,44,1,1,1,43,0.12107126,0.00415856
1840,2,44,1,1,1,43,-0.02026777,0.09670597
1841,3,44,1,1,1,43,-0.001249,0.01302469
1842,1,44,1,1,2,43,-0.08800588,0.03581493
1843,2,44,1,1,2,43,0.12925412,-0.03262752
1844,3,44,1,1,2,43,-0.01137485,0.07237797
1845,1,44,1,1,3,43,-0.0,-0.0
1846,2,44,1,1,3,43,-0.10819867,-0.02086649
1847,3,44,1,1,3,43,0.09976275,-0.02492764
1848,1,44,1,1,4,43,0.0,0.0
1849,2,44,1,1,4,43,0.0,0.0
1850,3,44,1,1,4,43,-0.12363166,-0.0979988
1851,1,44,1,1,1,44,-0.06333409,0.2104186
1852,2,44,1,1,1,44,-0.00309753,0.03457626
1853,3,44,1,1,1,44,-2.839e-05,0.00075656
1854,1,44,1,1,2,44,0.0610092,0.04146353
1855,2,44,1,1,2,44,-0.03420065,0.14944719
1856,3,44,1,1,2,44,-0.00155049,0.01878535
1857,1,44,1,1,3,44,0.08794445,-0.03578993
1858,2,44,1,1,3,44,0.03595448,0.1610891
1859,3,44,1,1,3,44,-0.01680093,0.11013037
1860,1,44,1,1,4,44,0.0,-0.0
1861,2,44,1,1,4,44,0.11425829,0.02203511
1862,3,44,1,1,4,44,0.03077641,0.19244193
1863,1,44,1,1,5,44,-0.0,-0.0
1864,2,44,1,1,5,44,-0.0,-0.0
1865,3,44,1,1,5,44,0.13696694,0.10856925
1866,1,44,1,1,1,45,0.14118062,-0.00554424
1867,2,44,1,1,1,45,0.01385333,0.02722097
1868,3,44,1,1,1,45,0.00052725,0.0037538
1869,1,44,1,1,2,45,-0.04410662,0.01794966
1870,2,44,1,1,2,45,0.1253855,-0.03430337
1871,3,44,1,1,2,45,0.01121595,0.01390172
1872,1,44,1,1,3,45,-0.0,0.0
1873,2,44,1,1,3,45,-0.05928605,-0.01143352
1874,3,44,1,1,3,45,0.09396736,-0.04360377
1875,1,44,1,1,4,45,0.0,0.0
1876,2,44,1,1,4,45,0.0,0.0
1877,3,44,1,1,4,45,-0.07445345,-0.05901684
1878,1,45,1,1,1,44,0.09927611,0.07209514
1879,2,45,1,1,1,44,-0.03415492,0.12071835
1880,3,45,1,1,1,44,-0.00288697,0.0287191
1881,4,45,1,1,1,44,-3.918e-05,0.00071119
1882,1,45,1,1,2,44,-0.08755874,0.08815192
1883,2,45,1,1,2,44,0.16346469,-0.05567835
1884,3,45,1,1,2,44,-0.01973133,0.09006217
1885,4,45,1,1,2,44,-0.00155842,0.0163157
1886,1,45,1,1,3,44,-0.0,-0.0
1887,2,45,1,1,3,44,-0.09702037,0.03948347
1888,3,45,1,1,3,44,0.13133871,-0.03586207
1889,4,45,1,1,3,44,-0.0100513,0.0711101
1890,1,45,1,1,4,44,-0.0,0.0
1891,2,45,1,1,4,44,-0.0,-0.0
1892,3,45,1,1,4,44,-0.10859268,-0.02094247
1893,4,45,1,1,4,44,0.09982781,-0.02790849
1894,1,45,1,1,5,44,0.0,0.0
1895,2,45,1,1,5,44,0.0,0.0
1896,3,45,1,1,5,44,-0.0,-0.0
1897,4,45,1,1,5,44,-0.12415598,-0.09841442
1898,1,45,1,1,1,45,0.10480161,-0.10551161
1899,2,45,1,1,1,45,-0.00039888,0.13740485
1900,3,45,1,1,1,45,-0.02906575,0.15089306
1901,4,45,1,1,1,45,-0.00133557,0.01685834
1902,1,45,1,1,2,45,0.0,-0.0
1903,2,45,1,1,2,45,0.09733493,-0.03961148
1904,3,45,1,1,2,45,0.03403738,0.16365562
1905,4,45,1,1,2,45,-0.01618299,0.11289829
1906,1,45,1,1,3,45,0.0,-0.0
1907,2,45,1,1,3,45,0.0,-0.0
1908,3,45,1,1,3,45,0.11271346,0.02173718
1909,4,45,1,1,3,45,0.03157625,0.19214759
1910,1,45,1,1,4,45,-0.0,0.0
1911,2,45,1,1,4,45,-0.0,-0.0
1912,3,45,1,1,4,45,0.0,-0.0
1913,4,45,1,1,4,45,0.13500417,0.10701342
1914,1,45,1,1,1,46,0.1383524,0.03069865
1915,2,45,1,1,1,46,0.01839067,0.04242035
1916,3,45,1,1,1,46,0.00112234,0.00954794
1917,4,45,1,1,1,46,1.903e-05,0.00023408
1918,1,45,1,1,2,46,-0.03811392,0.03837213
1919,2,45,1,1,2,46,0.13778071,-0.02939839
1920,3,45,1,1,2,46,0.01812734,0.0224595
1921,4,45,1,1,2,46,0.000778,0.00464012
1922,1,45,1,1,3,46,-0.0,0.0
1923,2,45,1,1,3,46,-0.04676125,0.01902999
1924,3,45,1,1,3,46,0.1192248,-0.03417922
1925,4,45,1,1,3,46,0.01214377,0.01232489
1926,1,45,1,1,4,46,0.0,-0.0
1927,2,45,1,1,4,46,-0.0,0.0
1928,3,45,1,1,4,46,-0.05740415,-0.01107059
1929,4,45,1,1,4,46,0.08934489,-0.04345456
1930,1,45,1,1,5,46,0.0,0.0
1931,2,45,1,1,5,46,0.0,0.0
1932,3,45,1,1,5,46,0.0,0.0
1933,4,45,1,1,5,46,-0.07199216,-0.05706585
1934,1,46,1,1,1,45,0.12031995,0.00637682
1935,2,46,1,1,1,45,-0.01638075,0.09558476
1936,3,46,1,1,1,45,-0.00132351,0.0145112
1937,1,46,1,1,2,45,-0.08672621,0.03529415
1938,2,46,1,1,2,45,0.12875988,-0.03676362
1939,3,46,1,1,2,45,-0.00869274,0.07086623
1940,1,46,1,1,3,45,-0.0,0.0
1941,2,46,1,1,3,45,-0.10824164,-0.02087478
1942,3,46,1,1,3,45,0.09942972,-0.03096953
1943,1,46,1,1,4,45,0.0,-0.0
1944,2,46,1,1,4,45,0.0,-0.0
1945,3,46,1,1,4,45,-0.12435292,-0.09857052
1946,1,46,1,1,1,46,-0.05867087,0.21555057
1947,2,46,1,1,1,46,-0.0033234,0.03820937
1948,3,46,1,1,1,46,-3.624e-05,0.00096568
1949,1,46,1,1,2,46,0.06499889,0.03541902
1950,2,46,1,1,2,46,-0.0323973,0.15536574
1951,3,46,1,1,2,46,-0.00177604,0.02221717
1952,1,46,1,1,3,46,0.08334408,-0.03391776
1953,2,46,1,1,3,46,0.03865176,0.15830933
1954,3,46,1,1,3,46,-0.01554551,0.11444158
1955,1,46,1,1,4,46,0.0,-0.0
1956,2,46,1,1,4,46,0.1102729,0.02126651
1957,3,46,1,1,4,46,0.03248566,0.19132923
1958,1,46,1,1,5,46,-0.0,-0.0
1959,2,46,1,1,5,46,0.0,-0.0
1960,3,46,1,1,5,46,0.13264809,0.10514583
1961,1,46,1,1,1,47,0.12997745,-0.0037878
1962,2,46,1,1,1,47,0.01599211,0.02432505
1963,3,46,1,1,1,47,0.00070886,0.00377954
1964,1,46,1,1,2,47,-0.04065444,0.01654476
1965,2,46,1,1,2,47,0.11350511,-0.03349105
1966,3,46,1,1,2,47,0.01284651,0.01130942
1967,1,46,1,1,3,47,-0.0,0.0
1968,2,46,1,1,3,47,-0.05515499,-0.01063683
1969,3,46,1,1,3,47,0.08455847,-0.04325106
1970,1,46,1,1,4,47,0.0,0.0
1971,2,46,1,1,4,47,0.0,0.0
1972,3,46,1,1,4,47,-0.06934942,-0.05497104
1973,1,47,1,1,1,46,0.09795949,0.08089228
1974,2,47,1,1,1,46,-0.02691636,0.11658937
1975,3,47,1,1,1,46,-0.00296316,0.03100808
1976,4,47,1,1,1,46,-4.973e-05,0.00089562
1977,1,47,1,1,2,46,-0.08272666,0.0832871
1978,2,47,1,1,2,46,0.16094169,-0.05727228
1979,3,47,1,1,2,46,-0.01495491,0.08682977
1980,4,47,1,1,2,46,-0.00169861,0.01877143
1981,1,47,1,1,3,46,-0.0,0.0
1982,2,47,1,1,3,46,-0.09705917,0.03949926
1983,3,47,1,1,3,46,0.13022548,-0.04032503
1984,4,47,1,1,3,46,-0.00710096,0.06874197
1985,1,47,1,1,4,46,-0.0,-0.0
1986,2,47,1,1,4,46,-0.0,0.0
1987,3,47,1,1,4,46,-0.10817051,-0.02086106
1988,4,47,1,1,4,46,0.09863897,-0.03405531
1989,1,47,1,1,5,46,0.0,0.0
1990,2,47,1,1,5,46,0.0,-0.0
1991,3,47,1,1,5,46,0.0,-0.0
1992,4,47,1,1,5,46,-0.1242076,-0.09845533
1993,1,47,1,1,1,47,0.10126885,-0.10195492
1994,2,47,1,1,1,47,-0.00037712,0.14262555
1995,3,47,1,1,1,47,-0.02654283,0.15496482
1996,4,47,1,1,1,47,-0.00145017,0.01906294
1997,1,47,1,1,2,47,0.0,-0.0
1998,2,47,1,1,2,47,0.09470515,-0.03854126
1999,3,47,1,1,2,47,0.03571639,0.16172917
2000,4,47,1,1,2,47,-0.01476201,0.1172978
2001,1,47,1,1,3,47,-0.0,-0.0
2002,2,47,1,1,3,47,0.0,-0.0
2003,3,47,1,1,3,47,0.10822526,0.02087162
2004,4,47,1,1,3,47,0.03331683,0.19014431
2005,1,47,1,1,4,47,-0.0,-0.0
2006,2,47,1,1,4,47,-0.0,-0.0
2007,3,47,1,1,4,47,0.0,-0.0
2008,4,47,1,1,4,47,0.1298954,0.10296387
2009,1,47,1,1,1,48,0.1283586,0.03309635
2010,2,47,1,1,1,48,0.02103498,0.03788764
2011,3,47,1,1,1,48,0.00148377,0.00938288
2012,4,47,1,1,1,48,2.778e-05,0.00026738
2013,1,47,1,1,2,48,-0.03366703,0.03389512
2014,2,47,1,1,2,48,0.12297668,-0.02734124
2015,3,47,1,1,2,48,0.02132567,0.0187257
2016,4,47,1,1,2,48,0.00108507,0.00480291
2017,1,47,1,1,3,48,-0.0,0.0
2018,2,47,1,1,3,48,-0.04349096,0.01769911
2019,3,47,1,1,3,48,0.10646815,-0.03318871
2020,4,47,1,1,3,48,0.01379156,0.00941145
2021,1,47,1,1,4,48,-0.0,-0.0
2022,2,47,1,1,4,48,-0.0,0.0
2023,3,47,1,1,4,48,-0.05302495,-0.01022605
2024,4,47,1,1,4,48,0.07954184,-0.04290857
2025,1,47,1,1,5,48,0.0,0.0
2026,2,47,1,1,5,48,0.0,-0.0
2027,3,47,1,1,5,48,0.0,0.0
2028,4,47,1,1,5,48,-0.06652943,-0.05273572
2029,1,48,1,1,1,47,0.11804224,0.00880468
2030,2,48,1,1,1,47,-0.01204459,0.09349936
2031,3,48,1,1,1,47,-0.00136359,0.01595674
2032,1,48,1,1,2,47,-0.08437128,0.03433579
2033,2,48,1,1,2,47,0.12605637,-0.04079618
2034,3,48,1,1,2,47,-0.00558294,0.06838424
2035,1,48,1,1,3,47,-0.0,-0.0
2036,2,48,1,1,3,47,-0.10706471,-0.0206478
2037,3,48,1,1,3,47,0.09731841,-0.0372193
2038,1,48,1,1,4,47,0.0,0.0
2039,2,48,1,1,4,47,0.0,0.0
2040,3,48,1,1,4,47,-0.12368606,-0.09804193
2041,1,48,1,1,1,48,-0.0532049,0.21955055
2042,2,48,1,1,1,48,-0.00349661,0.04167158
2043,3,48,1,1,1,48,-4.571e-05,0.00121795
2044,1,48,1,1,2,48,0.06843695,0.0289284
2045,2,48,1,1,2,48,-0.02996654,0.16111962
2046,3,48,1,1,2,48,-0.00201474,0.02621412
2047,1,48,1,1,3,48,0.0775034,-0.03154083
2048,2,48,1,1,3,48,0.04151739,0.15350992
2049,3,48,1,1,3,48,-0.01394327,0.11831572
2050,1,48,1,1,4,48,0.0,0.0
2051,2,48,1,1,4,48,0.10492975,0.02023607
2052,3,48,1,1,4,48,0.0342973,0.18828739
2053,1,48,1,1,5,48,-0.0,-0.0
2054,2,48,1,1,5,48,0.0,-0.0
2055,3,48,1,1,5,48,0.12671892,0.10044598
2056,1,48,1,1,1,49,0.11831831,-0.00210162
2057,2,48,1,1,1,49,0.01781098,0.02112483
2058,3,48,1,1,1,49,0.00092255,0.00368416
2059,1,48,1,1,2,49,-0.03680911,0.01497986
2060,2,48,1,1,2,49,0.10083168,-0.03237242
2061,3,48,1,1,2,49,0.01434433,0.0084157
2062,1,48,1,1,3,49,-0.0,0.0
2063,2,48,1,1,3,49,-0.05044671,-0.00972882
2064,3,48,1,1,3,49,0.07442047,-0.04251994
2065,1,48,1,1,4,49,0.0,0.0
2066,2,48,1,1,4,49,0.0,0.0
2067,3,48,1,1,4,49,-0.06352901,-0.05035738
2068,1,49,1,1,1,48,0.09601068,0.08929943
2069,2,49,1,1,1,48,-0.01939667,0.11125366
2070,3,49,1,1,1,48,-0.00294097,0.03288635
2071,4,49,1,1,1,48,-6.224e-05,0.00111218
2072,1,49,1,1,2,48,-0.07674499,0.07726491
2073,2,49,1,1,2,48,0.15507676,-0.0576548
2074,3,49,1,1,2,48,-0.00928229,0.08226215
2075,4,49,1,1,2,48,-0.0018032,0.02143618
2076,1,49,1,1,3,48,-0.0,0.0
2077,2,49,1,1,3,48,-0.0959726,0.03905707
2078,3,49,1,1,3,48,0.12672403,-0.04467775
2079,4,49,1,1,3,48,-0.00367335,0.06512078
2080,1,49,1,1,4,48,-0.0,-0.0
2081,2,49,1,1,4,48,-0.0,0.0
2082,3,49,1,1,4,48,-0.10649984,-0.02053886
2083,4,49,1,1,4,48,0.09557411,-0.04035547
2084,1,49,1,1,5,48,0.0,0.0
2085,2,49,1,1,5,48,0.0,0.0
2086,3,49,1,1,5,48,0.0,0.0
2087,4,49,1,1,5,48,-0.12277591,-0.09732048
2088,1,49,1,1,1,49,0.09680498,-0.0974608
2089,2,49,1,1,1,49,-5.084e-05,0.14759533
2090,3,49,1,1,1,49,-0.02356248,0.1579914
2091,4,49,1,1,1,49,-0.00154518,0.02134691
2092,1,49,1,1,2,49,0.0,-0.0
2093,2,49,1,1,2,49,0.09117582,-0.03710497
2094,3,49,1,1,2,49,0.03725547,0.15843148
2095,4,49,1,1,2,49,-0.01299039,0.12130821
2096,1,49,1,1,3,49,0.0,0.0
2097,2,49,1,1,3,49,0.0,-0.0
2098,3,49,1,1,3,49,0.10241911,0.01975188
2099,4,49,1,1,3,49,0.03510958,0.18612245
2100,1,49,1,1,4,49,-0.0,-0.0
2101,2,49,1,1,4,49,-0.0,-0.0
2102,3,49,1,1,4,49,0.0,-0.0
2103,4,49,1,1,4,49,0.12312368,0.09759615
2104,1,49,1,1,1,50,0.11823372,0.03480718
2105,2,49,1,1,1,50,0.02284932,0.03312512
2106,3,49,1,1,1,50,0.00188015,0.00892733
2107,4,49,1,1,1,50,3.971e-05,0.00029635
2108,1,49,1,1,2,50,-0.0290497,0.0292465
2109,2,49,1,1,2,50,0.10736226,-0.02477655
2110,3,49,1,1,2,50,0.02435484,0.0146508
2111,4,49,1,1,2,50,0.00148106,0.0048168
2112,1,49,1,1,3,50,-0.0,0.0
2113,2,49,1,1,3,50,-0.03966811,0.01614336
