,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
709,2,20,1,1,4,19,0.0,-0.00383354,-0.00421911,-0.00111129
710,3,20,1,1,4,19,0.05312945,0.03155108,-0.02316466,-0.01547718
711,1,20,1,1,1,20,0.04006068,-0.08043531,-0.00088435,-0.07154807
712,2,20,1,1,1,20,-2.487e-05,-0.00816919,0.00867517,0.00083588
713,3,20,1,1,1,20,-8.4e-07,-3.082e-05,0.00025262,-4.235e-05
714,1,20,1,1,2,20,-0.01216849,-0.0245396,-0.0044015,-0.07916933
715,2,20,1,1,2,20,0.01709644,-0.05254731,-0.01345561,0.0031086
716,3,20,1,1,2,20,-1.843e-05,-0.00296894,0.0041939,0.00259771
717,1,20,1,1,3,20,-0.05731063,0.02150735,-0.02717519,-0.0133848
718,2,20,1,1,3,20,-0.01361868,-0.03821433,0.00167046,-0.06144062
719,3,20,1,1,3,20,0.00800793,-0.03680789,-0.01374687,0.06690176
720,1,20,1,1,4,20,0.0,0.00788458,0.00244867,-0.00210785
721,2,20,1,1,4,20,-0.07297347,-0.01375885,-0.01543207,-0.05157118
722,3,20,1,1,4,20,-0.01488508,-0.03866049,0.03575411,0.08553747
723,1,20,1,1,5,20,-0.0,-0.0,-0.0,0.0
724,2,20,1,1,5,20,-0.0,0.00681761,0.00750331,0.00197633
725,3,20,1,1,5,20,-0.08815603,-0.05740694,0.0344491,0.02532724
726,1,20,1,1,1,21,-0.11184283,0.00954557,-0.05500733,0.01428532
727,2,20,1,1,1,21,-0.00267176,0.00026886,-0.01609618,0.00370482
728,3,20,1,1,1,21,-9.302e-05,-0.0008642,0.00145361,0.00133306
729,1,20,1,1,2,21,0.01605243,-0.00062114,0.03132068,0.00828564
730,2,20,1,1,2,21,-0.09977455,0.02173713,0.02338586,0.00642246
731,3,20,1,1,2,21,-0.00236576,0.00175474,-0.01429853,0.02776393
732,1,20,1,1,3,21,-0.0,-0.00610788,-0.00189689,0.00163287
733,2,20,1,1,3,21,0.02602808,0.00472375,0.02259984,0.04104031
734,3,20,1,1,3,21,-0.07557042,0.03666331,0.10153161,-0.03645168
735,1,20,1,1,4,21,0.0,0.0,0.0,-0.0
736,2,20,1,1,4,21,0.0,-0.00588275,-0.00647442,-0.00170533
737,3,20,1,1,4,21,0.03898056,0.0137405,-0.03794636,-0.02155665
738,1,21,1,1,1,20,-0.05578493,-0.00111643,-0.02990584,0.00068686
739,2,21,1,1,1,20,0.04000294,-0.07591909,0.00084048,-0.05717125
740,3,21,1,1,1,20,9.929e-05,-0.00857968,0.00857315,0.00078295
741,4,21,1,1,1,20,-4.1e-07,-3.895e-05,0.00028017,-4.403e-05
742,1,21,1,1,2,20,0.05435124,-0.05492289,0.02298918,-0.04588587
743,2,21,1,1,2,20,-0.06377689,0.00706343,-0.01608086,0.00565187
744,3,21,1,1,2,20,0.01991736,-0.05660907,-0.01218216,0.00315059
745,4,21,1,1,2,20,3.605e-05,-0.00353438,0.00464285,0.00272408
746,1,21,1,1,3,20,-0.0,-0.00835902,0.00400771,0.00304114
747,2,21,1,1,3,20,0.04641822,-0.01590635,0.02375721,0.00996102
748,3,21,1,1,3,20,-0.05360021,0.00750705,0.00736266,-0.00910891
749,4,21,1,1,3,20,0.01110181,-0.04542668,-0.01442286,0.06693676
750,1,21,1,1,4,20,-0.0,0.0,-0.0,0.0
751,2,21,1,1,4,20,-0.0,-0.00587301,-0.00182395,0.00157008
752,3,21,1,1,4,20,0.05231551,0.00893738,0.01334741,0.03793858
753,4,21,1,1,4,20,-0.04014656,0.00447889,0.04146511,0.00766458
754,1,21,1,1,5,20,0.0,-0.0,0.0,-0.0
755,2,21,1,1,5,20,0.0,-0.0,0.0,0.0
756,3,21,1,1,5,20,0.0,-0.0045904,-0.0050521,-0.0013307
757,4,21,1,1,5,20,0.05606078,0.03324366,-0.02485064,-0.01659537
758,1,21,1,1,1,21,-0.06090924,0.06442747,-0.02487532,0.0523904
759,2,21,1,1,1,21,-0.00464144,-0.02027525,-0.01734627,-0.08872761
760,3,21,1,1,1,21,0.01712994,-0.05512493,-0.01243765,0.00334467
761,4,21,1,1,1,21,-2.329e-05,-0.00339074,0.00489622,0.00294928
762,1,21,1,1,2,21,-0.0,0.0117117,-0.00561515,-0.00426091
763,2,21,1,1,2,21,-0.05841788,0.02065765,-0.02662456,-0.01330862
764,3,21,1,1,2,21,-0.01240858,-0.0388386,0.0010553,-0.06354543
765,4,21,1,1,2,21,0.00809471,-0.0380813,-0.01342799,0.06990093
766,1,21,1,1,3,21,0.0,0.0,0.0,-0.0
767,2,21,1,1,3,21,0.0,0.00910694,0.0028283,-0.00243463
768,3,21,1,1,3,21,-0.07454517,-0.01448129,-0.01550697,-0.05285904
769,4,21,1,1,3,21,-0.01337316,-0.03987968,0.03465739,0.08922388
770,1,21,1,1,4,21,-0.0,-0.0,-0.0,0.0
771,2,21,1,1,4,21,-0.0,-0.0,-0.0,0.0
772,3,21,1,1,4,21,-0.0,0.00792864,0.00872608,0.0022984
773,4,21,1,1,4,21,-0.09077609,-0.05994736,0.03505195,0.0261888
774,1,21,1,1,1,22,-0.11031385,-0.00140291,-0.07914023,0.00619943
775,2,21,1,1,1,22,-0.00359894,0.00066758,-0.01161652,-0.03484879
776,3,21,1,1,1,22,-0.00030299,-0.00316548,0.00385055,0.00074604
777,4,21,1,1,1,22,-1.41e-06,-1.062e-05,0.00014928,-2.398e-05
778,1,21,1,1,2,22,0.01006838,-0.00060427,0.02156621,-0.03664555
779,2,21,1,1,2,22,-0.10717185,0.00077978,-0.04642284,0.0186436
780,3,21,1,1,2,22,-0.0036417,0.00308275,-0.01763984,0.00370812
781,4,21,1,1,2,22,-0.00011465,-0.00093769,0.00161212,0.00153701
782,1,21,1,1,3,22,0.0,-0.00806788,0.00386813,0.00293522
783,2,21,1,1,3,22,0.01384836,0.00162734,0.03200075,0.00798977
784,3,21,1,1,3,22,-0.09511951,0.02040816,0.02337553,0.00666232
785,4,21,1,1,3,22,-0.00292143,0.00332436,-0.015268,0.02871565
786,1,21,1,1,4,22,-0.0,0.0,-0.0,0.0
787,2,21,1,1,4,22,-0.0,-0.00690803,-0.00214539,0.00184678
788,3,21,1,1,4,22,0.02322419,0.00445456,0.02352191,0.04140112
789,4,21,1,1,4,22,-0.07220689,0.03564428,0.10049578,-0.03648672
790,1,21,1,1,5,22,0.0,-0.0,0.0,-0.0
791,2,21,1,1,5,22,0.0,0.0,0.0,-0.0
792,3,21,1,1,5,22,0.0,-0.00665908,-0.00732884,-0.00193038
793,4,21,1,1,5,22,0.03568083,0.01102671,-0.03862325,-0.02172075
794,1,22,1,1,1,21,-0.06170376,0.0113242,-0.02909535,0.00063208
795,2,22,1,1,1,21,0.01966418,-0.05837398,-0.01149927,0.00347661
796,3,22,1,1,1,21,3.818e-05,-0.00400079,0.00535011,0.00306522
797,1,22,1,1,2,21,0.04728718,-0.01718466,0.02532487,0.01074189
798,2,22,1,1,2,21,-0.05793341,0.00881254,0.00821989,-0.00867332
799,3,22,1,1,2,21,0.01099457,-0.0460501,-0.01435916,0.06883952
800,1,22,1,1,3,21,-0.0,-0.00681809,-0.00211746,0.00182274
801,2,22,1,1,3,21,0.0540311,0.00941907,0.01425314,0.03992409
802,3,22,1,1,3,21,-0.04353657,0.00639917,0.04559014,0.00605291
803,1,22,1,1,4,21,0.0,0.0,0.0,-0.0
804,2,22,1,1,4,21,0.0,-0.00543288,-0.00597931,-0.00157492
805,3,22,1,1,4,21,0.05861819,0.03470252,-0.02646707,-0.01766491
806,1,22,1,1,1,22,0.04058443,-0.08495988,-0.00078353,-0.07734174
807,2,22,1,1,1,22,-4.579e-05,-0.01054994,0.01149836,0.00100197
808,3,22,1,1,1,22,-1.39e-06,-4.957e-05,0.00040862,-7.334e-05
809,1,22,1,1,2,22,-0.01202129,-0.02545791,-0.00319454,-0.08311553
810,2,22,1,1,2,22,0.01736864,-0.05526646,-0.01346329,0.00284874
811,3,22,1,1,2,22,-2.914e-05,-0.00388948,0.00563779,0.00338466
812,1,22,1,1,3,22,-0.05879671,0.02246671,-0.02706424,-0.01414129
813,2,22,1,1,3,22,-0.01135996,-0.03931962,0.00046115,-0.06543645
814,3,22,1,1,3,22,0.00813173,-0.03922085,-0.01296498,0.07276197
815,1,22,1,1,4,22,0.0,0.01035168,0.00321487,-0.0027674
816,2,22,1,1,4,22,-0.07576097,-0.01518818,-0.01546017,-0.05391127
817,3,22,1,1,4,22,-0.01201784,-0.0407837,0.03362161,0.09260213
818,1,22,1,1,5,22,-0.0,0.0,-0.0,0.0
819,2,22,1,1,5,22,-0.0,0.00913299,0.01005157,0.00264753
820,3,22,1,1,5,22,-0.09292692,-0.06231143,0.03539989,0.02692794
821,1,22,1,1,1,23,-0.10088763,0.00819323,-0.05370683,0.014101
822,2,22,1,1,1,23,-0.00469851,0.00484835,-0.01821573,0.00415442
823,3,22,1,1,1,23,-0.00013756,-0.00098538,0.00179473,0.00171809
824,1,22,1,1,2,23,0.01130175,0.00195937,0.03332904,0.0083278
825,2,22,1,1,2,23,-0.08996661,0.01901274,0.02328892,0.00689979
826,3,22,1,1,2,23,-0.0035021,0.00504769,-0.01625225,0.0295464
827,1,22,1,1,3,23,-0.0,-0.00769706,-0.00239044,0.00205772
828,2,22,1,1,3,23,0.02011012,0.00414499,0.02441318,0.04162411
829,3,22,1,1,3,23,-0.06843304,0.0344358,0.09907838,-0.03646043
830,1,22,1,1,4,23,0.0,0.0,0.0,-0.0
831,2,22,1,1,4,23,0.0,-0.00747923,-0.00823147,-0.00216813
832,3,22,1,1,4,23,0.03197117,0.00806336,-0.03918354,-0.02180628
833,1,23,1,1,1,22,-0.06360347,-0.00344876,-0.03570524,-0.00049798
834,2,23,1,1,1,22,0.03946856,-0.07784462,0.00047607,-0.06062312
835,3,23,1,1,1,22,0.00011155,-0.01098344,0.01118107,0.00095298
836,4,23,1,1,1,22,-6.4e-07,-6.2e-05,0.00044544,-7.39e-05
837,1,23,1,1,2,22,0.0555451,-0.05645687,0.02447485,-0.04900384
838,2,23,1,1,2,22,-0.07353853,0.00713482,-0.018444,0.00858351
839,3,23,1,1,2,22,0.01955307,-0.05749633,-0.01287496,0.00314416
840,4,23,1,1,2,22,4.03e-05,-0.00455029,0.00608335,0.00349027
841,1,23,1,1,3,22,0.0,-0.011031,0.00528879,0.00401325
842,2,23,1,1,3,22,0.04831813,-0.01584348,0.02581758,0.01062935
843,3,23,1,1,3,22,-0.06179845,0.00992736,0.00908612,-0.0081334
844,4,23,1,1,3,22,0.01079835,-0.04643199,-0.01424214,0.07058711
845,1,23,1,1,4,22,-0.0,-0.0,-0.0,0.0
846,2,23,1,1,4,22,-0.0,-0.0079231,-0.00246064,0.00211815
847,3,23,1,1,4,22,0.05540214,0.00987911,0.01515916,0.04179883
848,4,23,1,1,4,22,-0.04655093,0.00827581,0.04946965,0.00439291
849,1,23,1,1,5,22,0.0,0.0,0.0,-0.0
850,2,23,1,1,5,22,0.0,-0.0,0.0,-0.0
851,3,23,1,1,5,22,0.0,-0.00636396,-0.00700403,-0.00184482
852,4,23,1,1,5,22,0.06077576,0.03591259,-0.02800694,-0.01868141
853,1,23,1,1,1,23,-0.0614635,0.06705643,-0.0246801,0.05340379
854,2,23,1,1,1,23,-0.00304214,-0.01953935,-0.02006575,-0.09415268
855,3,23,1,1,1,23,0.0171495,-0.05804264,-0.01171122,0.00319743
856,4,23,1,1,1,23,-3.605e-05,-0.00436007,0.00649471,0.00376221
857,1,23,1,1,2,23,-0.0,0.01497728,-0.00718083,-0.00544898
858,2,23,1,1,2,23,-0.05946505,0.02075847,-0.0258137,-0.01373787
859,3,23,1,1,2,23,-0.01039869,-0.03939974,-0.00022286,-0.06719949
860,4,23,1,1,2,23,0.00811828,-0.04022926,-0.01235674,0.07548437
861,1,23,1,1,3,23,0.0,-0.0,0.0,-0.0
862,2,23,1,1,3,23,0.0,0.01179091,0.00366184,-0.00315216
863,3,23,1,1,3,23,-0.07661897,-0.01588939,-0.01529128,-0.05472147
864,4,23,1,1,3,23,-0.01080318,-0.04137539,0.03262479,0.09566813
865,1,23,1,1,4,23,-0.0,0.0,-0.0,0.0
866,2,23,1,1,4,23,-0.0,-0.0,-0.0,0.0
867,3,23,1,1,4,23,-0.0,0.0104306,0.01147969,0.00302369
868,4,23,1,1,4,23,-0.09460862,-0.06450203,0.03548973,0.02754377
869,1,23,1,1,1,24,-0.09848378,-0.00267496,-0.07562262,0.00426614
870,2,23,1,1,1,24,-0.00799164,0.00808573,-0.01362987,-0.03551709
871,3,23,1,1,1,24,-0.00043405,-0.00355635,0.00460725,0.0009345
872,4,23,1,1,1,24,-2.35e-06,-1.378e-05,0.00022383,-3.851e-05
873,1,23,1,1,2,24,0.00448353,0.00601795,0.02237171,-0.03737387
874,2,23,1,1,2,24,-0.09453107,-0.00358185,-0.0427755,0.01942943
875,3,23,1,1,2,24,-0.00575957,0.00833754,-0.02001079,0.00405432
876,4,23,1,1,2,24,-0.00016649,-0.00103804,0.00193939,0.00195563
877,1,23,1,1,3,24,0.0,-0.01000959,0.00479908,0.00364165
878,2,23,1,1,3,24,0.00863327,0.00487172,0.03372492,0.00781533
879,3,23,1,1,3,24,-0.08435218,0.0173555,0.02318543,0.00719444
880,4,23,1,1,3,24,-0.00410063,0.00691863,-0.01725449,0.03025175
881,1,23,1,1,4,24,-0.0,0.0,-0.0,0.0
882,2,23,1,1,4,24,-0.0,-0.0086017,-0.00267138,0.00229956
883,3,23,1,1,4,24,0.01670071,0.0038043,0.02527218,0.04170845
884,4,23,1,1,4,24,-0.06427763,0.03303706,0.09729331,-0.03637464
885,1,23,1,1,5,24,0.0,-0.0,0.0,-0.0
886,2,23,1,1,5,24,0.0,-0.0,-0.0,-0.0
887,3,23,1,1,5,24,0.0,-0.008341,-0.00917991,-0.00241794
888,4,23,1,1,5,24,0.027873,0.00486741,-0.03962742,-0.02181508
889,1,24,1,1,1,23,-0.06890532,0.01280321,-0.0345183,0.00191849
890,2,24,1,1,1,23,0.01894082,-0.05921529,-0.01166366,0.00361639
891,3,24,1,1,1,23,4.018e-05,-0.00506141,0.00692496,0.00385491
892,1,24,1,1,2,23,0.04849769,-0.01748646,0.02754855,0.01156369
893,2,24,1,1,2,23,-0.06510267,0.01110039,0.00985961,-0.00757709
894,3,24,1,1,2,23,0.01051132,-0.04657088,-0.01407466,0.07217899
895,1,24,1,1,3,23,-0.0,-0.00903249,-0.00280517,0.00241473
896,2,24,1,1,3,23,0.05640851,0.01030504,0.0160596,0.04355645
897,3,24,1,1,3,23,-0.04916404,0.01009474,0.05308268,0.00268998
898,1,24,1,1,4,23,0.0,-0.0,0.0,0.0
899,2,24,1,1,4,23,0.0,-0.00738607,-0.00812894,-0.00214112
900,3,24,1,1,4,23,0.06250898,0.03685998,-0.02946305,-0.01964051
901,1,24,1,1,1,24,0.04027355,-0.0886168,-0.0005401,-0.08267975
902,2,24,1,1,1,24,-7.723e-05,-0.01323502,0.01485499,0.00114003
903,3,24,1,1,1,24,-2.18e-06,-7.622e-05,0.0006325,-0.00012204
904,1,24,1,1,2,24,-0.01217208,-0.02594955,-0.00178514,-0.08597409
905,2,24,1,1,2,24,0.0172786,-0.05715228,-0.01322261,0.00243374
906,3,24,1,1,2,24,-4.437e-05,-0.00494388,0.00737138,0.00427337
907,1,24,1,1,3,24,-0.05917795,0.02320618,-0.02621101,-0.01476086
908,2,24,1,1,3,24,-0.00959131,-0.03943068,-0.00085044,-0.06869933
909,3,24,1,1,3,24,0.00805506,-0.04108869,-0.01160725,0.07805142
910,1,24,1,1,4,24,0.0,0.01318733,0.00409552,-0.00352548
911,2,24,1,1,4,24,-0.07711579,-0.01656841,-0.0149915,-0.05528869
912,3,24,1,1,4,24,-0.00971527,-0.04165798,0.03164651,0.09841686
913,1,24,1,1,5,24,-0.0,0.0,-0.0,0.0
914,2,24,1,1,5,24,-0.0,0.01182047,0.01300935,0.00342659
915,3,24,1,1,5,24,-0.09582144,-0.06652175,0.03531833,0.02803526
916,1,24,1,1,1,25,-0.08813855,0.00680948,-0.05177076,0.0138144
917,2,24,1,1,1,25,-0.006871,0.01015758,-0.02038939,0.00462279
918,3,24,1,1,1,25,-0.00019511,-0.00104955,0.00212314,0.00213985
919,1,24,1,1,2,25,0.00565638,0.00482062,0.03510209,0.00827206
920,2,24,1,1,2,25,-0.07830614,0.01570257,0.02299189,0.00746155
921,3,24,1,1,2,25,-0.00470987,0.00891987,-0.01827928,0.03083793
922,1,24,1,1,3,25,-0.0,-0.00944593,-0.00293357,0.00252526
923,2,24,1,1,3,25,0.01301169,0.00342272,0.02609046,0.04165727
924,3,24,1,1,3,25,-0.05977026,0.03144719,0.09515447,-0.03623047
925,1,24,1,1,4,25,0.0,0.0,0.0,-0.0
926,2,24,1,1,4,25,0.0,-0.00924155,-0.01017104,-0.002679
927,3,24,1,1,4,25,0.02340868,0.00145672,-0.03995462,-0.02174884
928,1,25,1,1,1,24,-0.0691068,-0.0062738,-0.04064576,-0.00216062
929,2,25,1,1,1,24,0.03770994,-0.07815976,2.414e-05,-0.06345416
930,3,25,1,1,1,24,0.0001126,-0.01366102,0.01421366,0.0011167
931,4,25,1,1,1,24,-9.9e-07,-9.456e-05,0.00067977,-0.00011953
932,1,25,1,1,2,24,0.05531416,-0.05669828,0.02576652,-0.05156986
933,2,25,1,1,2,24,-0.08091282,0.00652089,-0.01990915,0.01172784
934,3,25,1,1,2,24,0.01858763,-0.05699905,-0.01364993,0.0030858
935,4,25,1,1,2,24,3.989e-05,-0.00569382,0.00776473,0.00435342
936,1,25,1,1,3,24,0.0,-0.01415714,0.00678761,0.00515059
937,2,25,1,1,3,24,0.04902117,-0.01509528,0.02762085,0.01111878
938,3,25,1,1,3,24,-0.06790052,0.01196315,0.01067548,-0.00688299
939,4,25,1,1,3,24,0.01013354,-0.04644289,-0.01386452,0.0735984
940,1,25,1,1,4,24,-0.0,-0.0,-0.0,0.0
941,2,25,1,1,4,24,-0.0,-0.01036516,-0.00321906,0.002771
942,3,25,1,1,4,24,0.05703359,0.01071082,0.0169568,0.04518535
943,4,25,1,1,4,24,-0.05135292,0.011841,0.05640943,0.00094957
944,1,25,1,1,5,24,0.0,0.0,0.0,-0.0
945,2,25,1,1,5,24,0.0,-0.0,0.0,0.0
946,3,25,1,1,5,24,0.0,-0.00850153,-0.00935659,-0.00246448
947,4,25,1,1,5,24,0.06379476,0.03753214,-0.03082791,-0.02053789
948,1,25,1,1,1,25,-0.06085165,0.06904259,-0.02399789,0.05346781
949,2,25,1,1,1,25,-0.00168667,-0.01813903,-0.02321519,-0.09868734
950,3,25,1,1,1,25,0.01678398,-0.06030529,-0.01050664,0.00296213
951,4,25,1,1,1,25,-5.383e-05,-0.00544804,0.00840252,0.00465247
952,1,25,1,1,2,25,-0.0,0.01866261,-0.00894775,-0.00678976
953,2,25,1,1,2,25,-0.05942733,0.02037696,-0.02411528,-0.01393547
954,3,25,1,1,2,25,-0.00882112,-0.03894005,-0.001626,-0.07010117
955,4,25,1,1,2,25,0.00794109,-0.04181105,-0.01071477,0.08046829
956,1,25,1,1,3,25,0.0,0.0,0.0,-0.0
957,2,25,1,1,3,25,0.0,0.01485781,0.00461431,-0.00397206
958,3,25,1,1,3,25,-0.07725217,-0.01724753,-0.01456466,-0.05560437
959,4,25,1,1,3,25,-0.00874161,-0.0416341,0.03066795,0.10084236
960,1,25,1,1,4,25,-0.0,-0.0,-0.0,0.0
961,2,25,1,1,4,25,-0.0,0.0,-0.0,-0.0
962,3,25,1,1,4,25,-0.0,0.01330141,0.01463924,0.0038559
963,4,25,1,1,4,25,-0.09656608,-0.06837315,0.03488275,0.02840137
964,1,25,1,1,1,26,-0.08523725,-0.00341589,-0.07115793,0.00207276
965,2,25,1,1,1,26,-0.01260682,0.01636358,-0.01564831,-0.03562666
966,3,25,1,1,1,26,-0.00059917,-0.00378626,0.00531866,0.00113659
967,4,25,1,1,1,26,-3.76e-06,-1.616e-05,0.00032045,-5.948e-05
968,1,25,1,1,2,26,-0.00195607,0.01333953,0.02298331,-0.03756923
969,2,25,1,1,2,26,-0.07982949,-0.00861629,-0.03830084,0.02016464
970,3,25,1,1,2,26,-0.00798417,0.01434113,-0.02249463,0.00438489
971,4,25,1,1,2,26,-0.00023286,-0.00106891,0.00223301,0.00241483
972,1,25,1,1,3,26,0.0,-0.01211879,0.00581033,0.00440901
973,2,25,1,1,3,26,0.0025514,0.00853745,0.03514399,0.00749259
974,3,25,1,1,3,26,-0.07186322,0.01370065,0.02281049,0.00780842
975,4,25,1,1,3,26,-0.00532155,0.01104688,-0.01932942,0.03129648
976,1,25,1,1,4,26,-0.0,0.0,-0.0,0.0
977,2,25,1,1,4,26,-0.0,-0.01045611,-0.0032473,0.00279532
978,3,25,1,1,4,26,0.00906098,0.0030185,0.02686893,0.0414681
979,4,25,1,1,4,26,-0.05494174,0.02966454,0.0926758,-0.03602837
980,1,25,1,1,5,26,0.0,0.0,0.0,-0.0
981,2,25,1,1,5,26,0.0,-0.0,0.0,0.0
982,3,25,1,1,5,26,0.0,-0.010178,-0.01120168,-0.00295046
983,4,25,1,1,5,26,0.01860184,-0.00214979,-0.04016456,-0.02160914
984,1,26,1,1,1,25,-0.07372194,0.01410545,-0.0395876,0.00319388
985,2,26,1,1,1,25,0.01759861,-0.05884588,-0.01171978,0.00376931
986,3,26,1,1,1,25,3.608e-05,-0.00622912,0.00875167,0.00471998
987,1,26,1,1,2,25,0.04842965,-0.017351,0.02960185,0.01229052
988,2,26,1,1,2,25,-0.07006095,0.01298709,0.0113485,-0.00621501
989,3,26,1,1,2,25,0.00966416,-0.04605925,-0.01361406,0.07485221
990,1,26,1,1,3,25,-0.0,-0.01162772,-0.00361116,0.00310853
991,2,26,1,1,3,25,0.05725869,0.01107121,0.01783958,0.04668154
992,3,26,1,1,3,25,-0.05309699,0.01350001,0.05943172,-0.00082283
993,1,26,1,1,4,25,0.0,0.0,0.0,0.0
994,2,26,1,1,4,25,0.0,-0.00971175,-0.01068854,-0.0028153
995,3,26,1,1,4,25,0.06461159,0.03791787,-0.03209383,-0.02136922
996,1,26,1,1,1,26,0.03911371,-0.09136255,-9.833e-05,-0.08747191
997,2,26,1,1,1,26,-0.00012233,-0.01618524,0.0187779,0.00122147
998,3,26,1,1,1,26,-3.31e-06,-0.00011284,0.00094351,-0.00019648
999,1,26,1,1,2,26,-0.01250572,-0.02601436,-0.00011196,-0.087696
1000,2,26,1,1,2,26,0.01682387,-0.05811626,-0.01278015,0.00185818
1001,3,26,1,1,2,26,-6.543e-05,-0.00612499,0.00941769,0.00525049
1002,1,26,1,1,3,26,-0.05843657,0.02376726,-0.02459683,-0.01525016
1003,2,26,1,1,3,26,-0.00821316,-0.03855918,-0.00227877,-0.07116576
1004,3,26,1,1,3,26,0.00777831,-0.0423641,-0.00968872,0.08270596
1005,1,26,1,1,4,26,0.0,0.016375,0.0050855,-0.00437766
1006,2,26,1,1,4,26,-0.07702529,-0.01789176,-0.01399645,-0.05567201
1007,3,26,1,1,4,26,-0.00787097,-0.04130812,0.02967071,0.10293832
1008,1,26,1,1,5,26,-0.0,-0.0,-0.0,-0.0
1009,2,26,1,1,5,26,-0.0,0.01487077,0.01636644,0.00431083
1010,3,26,1,1,5,26,-0.09684402,-0.07005877,0.03418048,0.02864111
1011,1,26,1,1,1,27,-0.07391191,0.0054717,-0.04922099,0.01342646
1012,2,26,1,1,1,27,-0.00908669,0.0160625,-0.02261944,0.00511615
1013,3,26,1,1,1,27,-0.00026693,-0.00102932,0.0024103,0.00258762
1014,1,26,1,1,2,27,-0.00077509,0.00787878,0.03660719,0.00813056
1015,2,26,1,1,2,27,-0.06506949,0.01181952,0.02251489,0.008088
1016,3,26,1,1,2,27,-0.00592788,0.01327402,-0.02041106,0.03164115
1017,1,26,1,1,3,27,-0.0,-0.01132812,-0.00351812,0.00302844
1018,2,26,1,1,3,27,0.00486743,0.00256995,0.02759424,0.04114687
1019,3,26,1,1,3,27,-0.04982433,0.0276884,0.08987214,-0.03576846
1020,1,26,1,1,4,27,0.0,-0.0,0.0,0.0
1021,2,26,1,1,4,27,0.0,-0.01114649,-0.01226758,-0.00323121
1022,3,26,1,1,4,27,0.01347757,-0.00593204,-0.04025648,-0.02139755
1023,1,27,1,1,1,26,-0.07222409,-0.0094582,-0.04464731,-0.0042947
1024,2,27,1,1,1,26,0.03471174,-0.07678717,-0.00047596,-0.06558295
1025,3,27,1,1,1,26,9.547e-05,-0.01655323,0.01766741,0.00125818
1026,4,27,1,1,1,26,-1.5e-06,-0.00013905,0.0010017,-0.00018741
1027,1,27,1,1,2,26,0.05355069,-0.05559386,0.0268705,-0.0534999
1028,2,27,1,1,2,26,-0.08560535,0.00511482,-0.02039137,0.01504236
1029,3,27,1,1,2,26,0.01701018,-0.05499143,-0.01456654,0.00297882
1030,4,27,1,1,2,26,3.183e-05,-0.00694763,0.00968767,0.00530446
1031,1,27,1,1,3,26,0.0,-0.01773698,0.00850396,0.006453
1032,2,27,1,1,3,26,0.04841875,-0.01358908,0.02911029,0.01140433
1033,3,27,1,1,3,26,-0.0716977,0.01351321,0.01212326,-0.00535519
1034,4,27,1,1,3,26,0.00910551,-0.04538244,-0.01333564,0.07591261
1035,1,27,1,1,4,26,-0.0,-0.0,-0.0,0.0
1036,2,27,1,1,4,26,-0.0,-0.01321592,-0.0041044,0.00353312
1037,3,27,1,1,4,26,0.05707136,0.0114187,0.01871531,0.04802966
1038,4,27,1,1,4,26,-0.05437845,0.01505525,0.06213216,-0.0026213
1039,1,27,1,1,5,26,0.0,0.0,0.0,-0.0
1040,2,27,1,1,5,26,0.0,0.0,0.0,-0.0
1041,3,27,1,1,5,26,0.0,-0.0110184,-0.0121266,-0.00319408
1042,4,27,1,1,5,26,0.06493969,0.03800752,-0.03325282,-0.02213021
1043,1,27,1,1,1,27,-0.05906476,0.07043621,-0.02286292,0.05254459
1044,2,27,1,1,1,27,-0.0005543,-0.01607852,-0.02674826,-0.10224126
1045,3,27,1,1,1,27,0.01603297,-0.06186971,-0.00880768,0.00264924
1046,4,27,1,1,1,27,-7.796e-05,-0.00663932,0.01064476,0.00559351
1047,1,27,1,1,2,27,-0.0,0.02273105,-0.01089835,-0.00826992
1048,2,27,1,1,2,27,-0.05829638,0.01949688,-0.02148017,-0.01388774
1049,3,27,1,1,2,27,-0.00758262,-0.03746268,-0.00317219,-0.072191
1050,4,27,1,1,2,27,0.00756502,-0.04277867,-0.00852436,0.08478279
1051,1,27,1,1,3,27,0.0,-0.0,0.0,-0.0
1052,2,27,1,1,3,27,0.0,0.01829479,0.00568172,-0.0048909
1053,3,27,1,1,3,27,-0.07644002,-0.01854821,-0.01329904,-0.05547868
1054,4,27,1,1,3,27,-0.00709274,-0.04068309,0.02863774,0.10469767
1055,1,27,1,1,4,27,-0.0,0.0,-0.0,-0.0
1056,2,27,1,1,4,27,-0.0,-0.0,-0.0,0.0
1057,3,27,1,1,4,27,-0.0,0.01652633,0.01818851,0.00479076
1058,4,27,1,1,4,27,-0.09665773,-0.07158136,0.03320944,0.02875361
1059,1,27,1,1,1,28,-0.07094984,-0.00341808,-0.06581833,-0.00032736
1060,2,27,1,1,1,28,-0.01722139,0.02525825,-0.01761031,-0.03517797
1061,3,27,1,1,1,28,-0.00080036,-0.0037869,0.00592775,0.00134594
1062,4,27,1,1,1,28,-5.8e-06,-1.645e-05,0.00044035,-8.891e-05
1063,1,27,1,1,2,28,-0.00909023,0.02113374,0.02341028,-0.03721631
1064,2,27,1,1,2,28,-0.06334747,-0.0142839,-0.03306326,0.02081281
1065,3,27,1,1,2,28,-0.01021132,0.0209502,-0.02509299,0.00470013
