,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
1767,3,42,1,1,4,42,-0.0002474,-0.00253794,-0.00263855,0.08619562
1768,1,42,1,1,5,42,-0.0,-0.0,-0.0,-0.0
1769,2,42,1,1,5,42,-0.0,0.04685901,0.05157198,0.01358379
1770,3,42,1,1,5,42,-0.04485446,-0.07747164,-0.01198454,0.01554492
1771,1,42,1,1,1,43,0.04502128,0.0046758,-0.01240298,0.00724739
1772,2,42,1,1,1,43,-0.01406889,0.06137003,-0.04277656,0.01033064
1773,3,42,1,1,1,43,-0.00116734,0.00517534,-0.00193022,0.00514091
1774,1,42,1,1,2,43,-0.05901459,0.02581643,0.03488893,0.00587131
1775,2,42,1,1,2,43,0.05148726,-0.03387005,0.01501569,0.0111227
1776,3,42,1,1,2,43,-0.00728599,0.04653189,-0.04466877,0.02337341
1777,1,42,1,1,3,43,0.0,-0.02538622,-0.00788407,0.0067867
1778,2,42,1,1,3,43,-0.07273449,-0.00689506,0.02774702,0.01994649
1779,3,42,1,1,3,43,0.0385816,-0.02859266,0.01720971,-0.0228688
1780,1,42,1,1,4,43,0.0,0.0,0.0,-0.0
1781,2,42,1,1,4,43,0.0,-0.02642901,-0.02908718,-0.00766141
1782,3,42,1,1,4,43,-0.08379426,-0.06888122,-0.0254414,-0.0100041
1783,1,43,1,1,1,42,-0.02854463,-0.01857815,-0.03726107,-0.02989574
1784,2,43,1,1,1,42,-0.01565406,-0.01529618,0.00355307,-0.05078936
1785,3,43,1,1,1,42,-0.00178313,-0.03197396,0.05336084,-0.00212917
1786,4,43,1,1,1,42,-3.129e-05,-0.00111779,0.00901364,-0.00324133
1787,1,43,1,1,2,42,-0.01185965,-0.01182718,0.03225899,-0.03733087
1788,2,43,1,1,2,42,-0.0125418,-0.0389551,0.01184506,0.03569413
1789,3,43,1,1,2,42,-0.0107849,0.01746574,-0.03511673,0.00229343
1790,4,43,1,1,2,42,-0.0009407,-0.01537793,0.02966276,0.01340734
1791,1,43,1,1,3,42,0.0,-0.05570471,0.0267075,0.02026626
1792,2,43,1,1,3,42,-0.00905483,0.02893647,0.02036115,0.00412338
1793,3,43,1,1,3,42,-0.01368443,-0.00567017,0.02009344,0.01423602
1794,4,43,1,1,3,42,-0.00711987,0.00299231,-0.01405097,0.06336896
1795,1,43,1,1,4,42,-0.0,-0.0,-0.0,0.0
1796,2,43,1,1,4,42,-0.0,-0.04969212,-0.01543263,0.0132846
1797,3,43,1,1,4,42,-0.00630518,0.01180245,0.02517089,0.04308375
1798,4,43,1,1,4,42,-0.01016857,0.01088309,0.05418826,-0.02805347
1799,1,43,1,1,5,42,0.0,0.0,0.0,-0.0
1800,2,43,1,1,5,42,0.0,-0.0,0.0,0.0
1801,3,43,1,1,5,42,0.0,-0.04322821,-0.047576,-0.01253127
1802,4,43,1,1,5,42,-0.00277486,-0.00086839,-0.02988046,-0.0214999
1803,1,43,1,1,1,43,-0.00921757,0.07118568,-0.00608799,0.01036303
1804,2,43,1,1,1,43,0.00115592,0.01793199,-0.0568877,-0.08208542
1805,3,43,1,1,1,43,-0.00059013,-0.04472467,0.02220594,-0.00051051
1806,4,43,1,1,1,43,-0.00069206,-0.01538889,0.04186866,0.00679251
1807,1,43,1,1,2,43,-0.0,0.05747399,-0.02755578,-0.02090996
1808,2,43,1,1,2,43,-0.01497504,-0.00281722,0.03493697,-0.00452621
1809,3,43,1,1,2,43,-0.00034265,0.00542324,-0.02120707,-0.05288099
1810,4,43,1,1,2,43,-0.00087763,-0.02284983,0.0187062,0.08279965
1811,1,43,1,1,3,43,0.0,0.0,0.0,-0.0
1812,2,43,1,1,3,43,0.0,0.0533929,0.01658196,-0.01427396
1813,3,43,1,1,3,43,-0.02508775,-0.02511408,0.01762093,-0.0184605
1814,4,43,1,1,3,43,0.00030638,0.00117682,-0.00649137,0.08175358
1815,1,43,1,1,4,43,-0.0,-0.0,-0.0,0.0
1816,2,43,1,1,4,43,-0.0,-0.0,-0.0,0.0
1817,3,43,1,1,4,43,-0.0,0.04877228,0.05367769,0.01413842
1818,4,43,1,1,4,43,-0.03902352,-0.0769547,-0.01662747,0.01379746
1819,1,43,1,1,1,44,0.03398763,0.03853727,-0.00371794,-0.01727651
1820,2,43,1,1,1,44,-0.02585473,0.08109997,-0.02493247,-0.01548265
1821,3,43,1,1,1,44,-0.00292191,0.0103208,-0.00129264,0.00199319
1822,4,43,1,1,1,44,-6.884e-05,0.00046751,0.0013225,-0.00093789
1823,1,43,1,1,2,44,-0.06087557,0.06310142,0.02197195,-0.01625123
1824,2,43,1,1,2,44,0.07652297,-0.06368149,0.02080989,0.0168183
1825,3,43,1,1,2,44,-0.01307704,0.06756758,-0.04705189,0.00699248
1826,4,43,1,1,2,44,-0.00141517,0.00692269,-0.005013,0.00683398
1827,1,43,1,1,3,44,0.0,-0.02871137,0.01376561,0.01044566
1828,2,43,1,1,3,44,-0.06660435,0.04616456,0.02779893,-0.00039614
1829,3,43,1,1,3,44,0.05719963,-0.04119069,0.01540918,0.01209693
1830,4,43,1,1,3,44,-0.00636315,0.04703366,-0.04628422,0.02189796
1831,1,43,1,1,4,44,-0.0,-0.0,-0.0,-0.0
1832,2,43,1,1,4,44,0.0,-0.02818611,-0.00875362,0.00753522
1833,3,43,1,1,4,44,-0.07650124,-0.00682279,0.02698102,0.01772614
1834,4,43,1,1,4,44,0.04211628,-0.03324325,0.01229407,-0.02143887
1835,1,43,1,1,5,44,0.0,0.0,0.0,0.0
1836,2,43,1,1,5,44,0.0,0.0,0.0,-0.0
1837,3,43,1,1,5,44,0.0,-0.02701127,-0.029728,-0.0078302
1838,4,43,1,1,5,44,-0.08858537,-0.07132377,-0.02356797,-0.00895626
1839,1,44,1,1,1,43,-0.01466617,0.02343701,-0.06054184,0.01204921
1840,2,44,1,1,1,43,-0.01190292,-0.00316525,-0.00992265,0.00931814
1841,3,44,1,1,1,43,-0.00093992,-0.01353781,0.032987,0.00938971
1842,1,44,1,1,2,43,-0.0141006,-0.005757,0.03361626,0.01585059
1843,2,44,1,1,2,43,-0.00640498,-0.00077121,0.01743523,0.01274779
1844,3,44,1,1,2,43,-0.0079846,0.00677256,-0.01504761,0.06146139
1845,1,44,1,1,3,43,-0.0,-0.04741044,-0.01472402,0.01267462
1846,2,44,1,1,3,43,-0.01353291,0.00997946,0.02406692,0.04107458
1847,3,44,1,1,3,43,-0.00428316,0.00794583,0.05066737,-0.02883658
1848,1,44,1,1,4,43,0.0,0.0,0.0,0.0
1849,2,44,1,1,4,43,0.0,-0.04551246,-0.05009,-0.01319344
1850,3,44,1,1,4,43,-0.01111769,-0.00519116,-0.02783579,-0.02050025
1851,1,44,1,1,1,44,-0.00067073,-0.0709439,0.02845629,-0.08516962
1852,2,44,1,1,1,44,-0.00170783,-0.03791543,0.07786573,-0.01086556
1853,3,44,1,1,1,44,-5.304e-05,-0.00117479,0.01143291,-0.00560581
1854,1,44,1,1,2,44,-0.00269841,-0.00831738,0.03418669,-0.05442997
1855,2,44,1,1,2,44,-0.00060119,-0.01446772,-0.01539348,-0.00717354
1856,3,44,1,1,2,44,-0.00089161,-0.01795434,0.0433801,0.0111477
1857,1,44,1,1,3,44,-0.00975514,0.03192636,0.01884393,-0.01625772
1858,2,44,1,1,3,44,7.99e-05,0.00105099,-0.01735589,-0.04596074
1859,3,44,1,1,3,44,-0.00146591,-0.01860908,0.0190916,0.0786938
1860,1,44,1,1,4,44,0.0,0.05006564,0.01554863,-0.01338446
1861,2,44,1,1,4,44,-0.02013231,-0.02347302,0.02111475,-0.01476592
1862,3,44,1,1,4,44,0.00091263,0.00461225,-0.01071204,0.07694868
1863,1,44,1,1,5,44,-0.0,0.0,-0.0,0.0
1864,2,44,1,1,5,44,-0.0,0.05042157,0.05549286,0.01461652
1865,3,44,1,1,5,44,-0.03307426,-0.07632553,-0.02133991,0.01198248
1866,1,44,1,1,1,45,0.05424905,0.00629241,-0.00693633,0.00626004
1867,2,44,1,1,1,45,-0.01161183,0.06331079,-0.04557253,0.01103876
1868,3,44,1,1,1,45,-0.00121843,0.00679799,-0.00408579,0.0050674
1869,1,44,1,1,2,45,-0.06351159,0.02540189,0.03255802,0.00569739
1870,2,44,1,1,2,45,0.06032129,-0.03979087,0.01394855,0.01052197
1871,3,44,1,1,2,45,-0.00539851,0.04727856,-0.04868225,0.02126505
1872,1,44,1,1,3,45,0.0,-0.02597793,-0.00806783,0.00694489
1873,2,44,1,1,3,45,-0.0796726,-0.00811512,0.02556589,0.01580112
1874,3,44,1,1,3,45,0.04509474,-0.03778832,0.00760154,-0.0199666
1875,1,44,1,1,4,45,0.0,0.0,0.0,-0.0
1876,2,44,1,1,4,45,0.0,-0.02740851,-0.0301652,-0.00794535
1877,3,44,1,1,4,45,-0.09290147,-0.07338145,-0.02162395,-0.00790092
1878,1,45,1,1,1,44,-0.01915783,-0.01352386,-0.03113242,-0.03203193
1879,2,45,1,1,1,44,-0.02044519,-0.00516115,0.00653771,-0.04514474
1880,3,45,1,1,1,44,-0.00231574,-0.03027204,0.05685681,-0.00385259
1881,4,45,1,1,1,44,-4.381e-05,-0.00128835,0.01077959,-0.00431412
1882,1,45,1,1,2,44,-0.0229819,-0.00660819,0.03315266,-0.03095663
1883,2,45,1,1,2,44,0.00729265,-0.04643801,0.01846147,0.03512372
1884,3,45,1,1,2,44,-0.01394486,0.03092095,-0.03996784,0.00281448
1885,4,45,1,1,2,44,-0.00128403,-0.01493767,0.03136586,0.01391465
1886,1,45,1,1,3,44,0.0,-0.05949303,0.0285238,0.02164452
1887,2,45,1,1,3,44,-0.02212163,0.03695646,0.01537326,0.00205542
1888,3,45,1,1,3,44,0.00197471,-0.01376375,0.0211683,0.01671172
1889,4,45,1,1,3,44,-0.00868228,0.01253604,-0.01663878,0.05759576
1890,1,45,1,1,4,44,-0.0,-0.0,-0.0,0.0
1891,2,45,1,1,4,44,-0.0,-0.05523244,-0.01715326,0.01476574
1892,3,45,1,1,4,44,-0.02101769,0.01124738,0.02380307,0.0381089
1893,4,45,1,1,4,44,0.00171449,0.00428715,0.0467849,-0.02936069
1894,1,45,1,1,5,44,0.0,0.0,0.0,-0.0
1895,2,45,1,1,5,44,0.0,0.0,0.0,-0.0
1896,3,45,1,1,5,44,0.0,-0.04792136,-0.05274119,-0.01389175
1897,4,45,1,1,5,44,-0.019751,-0.00953996,-0.0254987,-0.01937031
1898,1,45,1,1,1,45,-0.00047839,0.07146308,-0.00444723,0.00179082
1899,2,45,1,1,1,45,0.00061238,0.02281461,-0.05831105,-0.07153797
1900,3,45,1,1,1,45,-0.00305464,-0.0385035,0.02780271,-0.0008002
1901,4,45,1,1,1,45,-0.00084014,-0.01544641,0.04704792,0.00416235
1902,1,45,1,1,2,45,-0.0,0.05968592,-0.02861629,-0.02171469
1903,2,45,1,1,2,45,-0.00679796,-0.00613515,0.0456262,-0.00258963
1904,3,45,1,1,2,45,0.00134536,0.01304679,-0.02401821,-0.04533331
1905,4,45,1,1,2,45,-0.00213859,-0.01652112,0.02078015,0.07597439
1906,1,45,1,1,3,45,0.0,0.0,0.0,0.0
1907,2,45,1,1,3,45,0.0,0.05732836,0.01780418,-0.01532606
1908,3,45,1,1,3,45,-0.01522952,-0.02511368,0.0237545,-0.01013801
1909,4,45,1,1,3,45,0.00160416,0.00828208,-0.01516844,0.07171034
1910,1,45,1,1,4,45,-0.0,-0.0,-0.0,-0.0
1911,2,45,1,1,4,45,-0.0,-0.0,-0.0,0.0
1912,3,45,1,1,4,45,-0.0,0.05210852,0.05734947,0.01510555
1913,4,45,1,1,4,45,-0.02705393,-0.07563558,-0.02614054,0.01009743
1914,1,45,1,1,1,46,0.04147328,0.04827001,0.00464381,-0.01773787
1915,2,45,1,1,1,46,-0.02125513,0.0816618,-0.02467881,-0.01215412
1916,3,45,1,1,1,46,-0.00296017,0.01359156,-0.00460412,0.00174211
1917,4,45,1,1,1,46,-8.354e-05,0.00067052,0.00109526,-0.00114134
1918,1,45,1,1,2,46,-0.06225047,0.06111123,0.02139716,-0.012221
1919,2,45,1,1,2,46,0.08542014,-0.06586933,0.02612932,0.0144706
1920,3,45,1,1,2,46,-0.00969148,0.06785665,-0.04898304,0.00732508
1921,4,45,1,1,2,46,-0.00149284,0.00915793,-0.00828746,0.00720283
1922,1,45,1,1,3,46,0.0,-0.02867407,0.01374772,0.01043208
1923,2,45,1,1,3,46,-0.0718487,0.04813182,0.02433285,-0.00135274
1924,3,45,1,1,3,46,0.06485056,-0.04803139,0.01462072,0.01164508
1925,4,45,1,1,3,46,-0.00414287,0.04686097,-0.05006285,0.01959249
1926,1,45,1,1,4,46,-0.0,-0.0,-0.0,-0.0
1927,2,45,1,1,4,46,0.0,-0.02919691,-0.00906754,0.00780545
1928,3,45,1,1,4,46,-0.08264634,-0.00770968,0.02460937,0.01344668
1929,4,45,1,1,4,46,0.04749251,-0.04243719,0.00305526,-0.01838105
1930,1,45,1,1,5,46,0.0,-0.0,0.0,0.0
1931,2,45,1,1,5,46,0.0,0.0,0.0,-0.0
1932,3,45,1,1,5,46,0.0,-0.02778732,-0.03058211,-0.00805517
1933,4,45,1,1,5,46,-0.0966822,-0.07499107,-0.01959111,-0.00683753
1934,1,46,1,1,1,45,-0.00158584,0.02500662,-0.05966213,0.01259412
1935,2,46,1,1,1,45,-0.01425829,0.00624784,-0.00992648,0.01073671
1936,3,46,1,1,1,45,-0.00121297,-0.01257228,0.03525957,0.00822779
1937,1,46,1,1,2,45,-0.0258117,-0.00568409,0.0315068,0.01623853
1938,2,46,1,1,2,45,0.00897466,-0.00638103,0.01736077,0.0140621
1939,3,46,1,1,2,45,-0.00926743,0.01589391,-0.01807457,0.05572663
1940,1,46,1,1,3,45,-0.0,-0.05108003,-0.01586367,0.01365564
1941,2,46,1,1,3,45,-0.02855886,0.00854573,0.02201524,0.03575408
1942,3,46,1,1,3,45,0.00772466,0.00057488,0.04284561,-0.02974249
1943,1,46,1,1,4,45,0.0,0.0,0.0,0.0
1944,2,46,1,1,4,45,0.0,-0.05004115,-0.05507417,-0.01450625
1945,3,46,1,1,4,45,-0.02860917,-0.01392734,-0.02293175,-0.01812806
1946,1,46,1,1,1,46,-0.00584334,-0.06342562,0.03666966,-0.07725096
1947,2,46,1,1,1,46,-0.00203527,-0.03695086,0.08538586,-0.01565071
1948,3,46,1,1,1,46,-6.687e-05,-0.00135588,0.01368475,-0.00755237
1949,1,46,1,1,2,46,0.00192854,-0.00426378,0.04028021,-0.04733518
1950,2,46,1,1,2,46,-0.00314785,-0.00397894,-0.01869247,-0.00714123
1951,3,46,1,1,2,46,-0.0011177,-0.01828798,0.04848147,0.00971662
1952,1,46,1,1,3,46,-0.00232072,0.03438558,0.02485517,-0.0162989
1953,2,46,1,1,3,46,0.00212164,0.00594266,-0.01794321,-0.03676204
1954,3,46,1,1,3,46,-0.00264363,-0.01134988,0.02006811,0.0704877
1955,1,46,1,1,4,46,0.0,0.0520386,0.01616136,-0.0139119
1956,2,46,1,1,4,46,-0.01026875,-0.02251019,0.02758306,-0.00644436
1957,3,46,1,1,4,46,0.00236257,0.01140309,-0.02003922,0.06615662
1958,1,46,1,1,5,46,-0.0,-0.0,-0.0,0.0
1959,2,46,1,1,5,46,-0.0,0.05337923,0.05874799,0.01547391
1960,3,46,1,1,5,46,-0.02101112,-0.07481399,-0.03091529,0.00817345
1961,1,46,1,1,1,47,0.06107379,0.00816776,-0.00166334,0.00529083
1962,2,46,1,1,1,47,-0.00839516,0.06366827,-0.04839614,0.01167232
1963,3,46,1,1,1,47,-0.00120786,0.00848354,-0.0067575,0.0048739
1964,1,46,1,1,2,47,-0.06646479,0.02408281,0.02974629,0.00558133
1965,2,46,1,1,2,47,0.06621092,-0.04514937,0.01288961,0.00952441
1966,3,46,1,1,2,47,-0.0029477,0.04642356,-0.0527489,0.01919476
1967,1,46,1,1,3,47,0.0,-0.02602805,-0.0080834,0.00695829
1968,2,46,1,1,3,47,-0.08479604,-0.00927659,0.02278243,0.01157674
1969,3,46,1,1,3,47,0.04923117,-0.04683758,-0.00114959,-0.01678165
1970,1,46,1,1,4,47,0.0,0.0,0.0,-0.0
1971,2,46,1,1,4,47,0.0,-0.02790706,-0.03071389,-0.00808988
1972,3,46,1,1,4,47,-0.09986012,-0.07614712,-0.01751958,-0.00578359
1973,1,47,1,1,1,46,-0.01008127,-0.00651896,-0.02385517,-0.03327119
1974,2,47,1,1,1,46,-0.0235554,0.00427264,0.01025069,-0.03910208
1975,3,47,1,1,1,46,-0.00288294,-0.02723549,0.05943771,-0.00608836
1976,4,47,1,1,1,46,-6.056e-05,-0.00143648,0.01260954,-0.00566294
1977,1,47,1,1,2,46,-0.03326902,-0.00297083,0.03422465,-0.02384272
1978,2,47,1,1,2,46,0.02710607,-0.05287164,0.02456724,0.03318452
1979,3,47,1,1,2,46,-0.01614517,0.04373637,-0.04518312,0.00371924
1980,4,47,1,1,2,46,-0.00169815,-0.01370244,0.0322917,0.01411471
1981,1,47,1,1,3,46,0.0,-0.06223736,0.02983957,0.02264295
1982,2,47,1,1,3,46,-0.0358208,0.04465426,0.0093043,-9.624e-05
1983,3,47,1,1,3,46,0.01792124,-0.0233217,0.02244692,0.01879486
1984,4,47,1,1,3,46,-0.0096018,0.02193171,-0.02024555,0.05101433
1985,1,47,1,1,4,46,-0.0,-0.0,-0.0,0.0
1986,2,47,1,1,4,46,-0.0,-0.06060206,-0.01882088,0.01620124
1987,3,47,1,1,4,46,-0.03634171,0.01061742,0.02158517,0.03204707
1988,4,47,1,1,4,46,0.01369847,-0.00408165,0.03855254,-0.02976824
1989,1,47,1,1,5,46,0.0,0.0,0.0,-0.0
1990,2,47,1,1,5,46,0.0,0.0,0.0,0.0
1991,3,47,1,1,5,46,0.0,-0.05236153,-0.05762794,-0.01517889
1992,4,47,1,1,5,46,-0.03761904,-0.0182151,-0.02004051,-0.01675183
1993,1,47,1,1,1,47,0.00813593,0.07194496,-0.00320504,-0.00698616
1994,2,47,1,1,1,47,1.721e-05,0.02737329,-0.05835795,-0.05873545
1995,3,47,1,1,1,47,-0.00526161,-0.03138863,0.03354211,-0.00116256
1996,4,47,1,1,1,47,-0.00100197,-0.01499263,0.05217476,0.00015351
1997,1,47,1,1,2,47,-0.0,0.06072789,-0.02911585,-0.02209378
1998,2,47,1,1,2,47,0.00142661,-0.00890149,0.05657753,-0.00070055
1999,3,47,1,1,2,47,0.00340055,0.02053622,-0.02686119,-0.03660599
2000,4,47,1,1,2,47,-0.00326232,-0.00943426,0.02161454,0.06715363
2001,1,47,1,1,3,47,0.0,0.0,0.0,-0.0
2002,2,47,1,1,3,47,-0.0,0.06063274,0.0188304,-0.01620945
2003,3,47,1,1,3,47,-0.00543425,-0.02481879,0.0301161,-0.00143394
2004,4,47,1,1,3,47,0.00322341,0.01488392,-0.02511188,0.06016329
2005,1,47,1,1,4,47,-0.0,-0.0,-0.0,0.0
2006,2,47,1,1,4,47,-0.0,-0.0,-0.0,0.0
2007,3,47,1,1,4,47,-0.0,0.05475931,0.06026688,0.01587398
2008,4,47,1,1,4,47,-0.01500144,-0.07395534,-0.03572235,0.00619855
2009,1,47,1,1,1,48,0.04731672,0.05799192,0.0126689,-0.01759035
2010,2,47,1,1,1,48,-0.01566027,0.08023266,-0.02442437,-0.00904144
2011,3,47,1,1,1,48,-0.0028403,0.01675197,-0.00848786,0.00137745
2012,4,47,1,1,1,48,-9.815e-05,0.00092256,0.00066725,-0.00135262
2013,1,47,1,1,2,48,-0.06171876,0.05698031,0.0207438,-0.00824925
2014,2,47,1,1,2,48,0.09007327,-0.0658532,0.03033816,0.01167533
2015,3,47,1,1,2,48,-0.00520794,0.06571387,-0.05038353,0.00767914
2016,4,47,1,1,2,48,-0.00148481,0.01160791,-0.01239761,0.00754021
2017,1,47,1,1,3,48,0.0,-0.02788776,0.01337072,0.01014601
2018,2,47,1,1,3,48,-0.07545978,0.04878735,0.02039566,-0.00214186
2019,3,47,1,1,3,48,0.06923009,-0.05423751,0.01389505,0.01081196
2020,4,47,1,1,3,48,-0.00134012,0.04481188,-0.05364634,0.01730587
2021,1,47,1,1,4,48,-0.0,-0.0,-0.0,0.0
2022,2,47,1,1,4,48,0.0,-0.029707,-0.00922595,0.00794181
2023,3,47,1,1,4,48,-0.0867979,-0.00842805,0.02166701,0.00911532
2024,4,47,1,1,4,48,0.05029128,-0.05131903,-0.00515219,-0.01504644
2025,1,47,1,1,5,48,0.0,0.0,0.0,-0.0
2026,2,47,1,1,5,48,0.0,0.0,0.0,-0.0
2027,3,47,1,1,5,48,0.0,-0.02804645,-0.0308673,-0.00813028
2028,4,47,1,1,5,48,-0.10237436,-0.07676682,-0.0153705,-0.00473335
2029,1,48,1,1,1,47,0.01104619,0.02671115,-0.05821464,0.01306573
2030,2,48,1,1,1,47,-0.01558767,0.01526467,-0.01010209,0.01228261
2031,3,48,1,1,1,47,-0.00150824,-0.01093763,0.03692167,0.00633525
2032,1,48,1,1,2,47,-0.03731961,-0.00652008,0.02871426,0.01669754
2033,2,48,1,1,2,47,0.02399048,-0.01260661,0.01710951,0.01464055
2034,3,48,1,1,2,47,-0.0098168,0.02451773,-0.02218015,0.04945115
2035,1,48,1,1,3,47,-0.0,-0.05401672,-0.0167757,0.01444073
2036,2,48,1,1,3,47,-0.04388755,0.00667627,0.01893244,0.02945289
2037,3,48,1,1,3,47,0.01948237,-0.00851441,0.03441676,-0.02967064
2038,1,48,1,1,4,47,0.0,0.0,0.0,0.0
2039,2,48,1,1,4,47,0.0,-0.0541721,-0.0596206,-0.01570375
2040,3,48,1,1,4,47,-0.04669227,-0.02246414,-0.01695766,-0.01527859
2041,1,48,1,1,1,48,-0.01037695,-0.05482017,0.04633127,-0.06740667
2042,2,48,1,1,1,48,-0.00237104,-0.03472329,0.09228156,-0.02176201
2043,3,48,1,1,1,48,-8.324e-05,-0.00152098,0.01606377,-0.01004813
2044,1,48,1,1,2,48,0.00741289,0.00032511,0.04661524,-0.04037407
2045,2,48,1,1,2,48,-0.00547257,0.00705638,-0.02293221,-0.00617935
2046,3,48,1,1,2,48,-0.0013859,-0.01798152,0.05351607,0.00707187
2047,1,48,1,1,3,48,0.00456383,0.03716164,0.03027153,-0.01633694
2048,2,48,1,1,3,48,0.00472727,0.00994541,-0.01768556,-0.02623265
2049,3,48,1,1,3,48,-0.00363106,-0.00321769,0.01928118,0.06010333
2050,1,48,1,1,4,48,-0.0,0.05293958,0.01644118,-0.01415277
2051,2,48,1,1,4,48,-0.00067057,-0.02090557,0.03424526,0.00203598
2052,3,48,1,1,4,48,0.00416616,0.01741225,-0.03063522,0.05393791
2053,1,48,1,1,5,48,-0.0,-0.0,-0.0,0.0
2054,2,48,1,1,5,48,-0.0,0.05550043,0.06108254,0.01608882
2055,3,48,1,1,5,48,-0.00908155,-0.07291963,-0.04036693,0.00422474
2056,1,48,1,1,1,49,0.06533408,0.0101698,0.00326405,0.00436768
2057,2,48,1,1,1,49,-0.00454899,0.06228864,-0.05121797,0.01217454
2058,3,48,1,1,1,49,-0.00111316,0.01011886,-0.00995612,0.0045747
2059,1,48,1,1,2,49,-0.06762168,0.02185528,0.02649722,0.00551645
2060,2,48,1,1,2,49,0.06874487,-0.04968551,0.01182196,0.00808994
2061,3,48,1,1,2,49,1.105e-05,0.0437222,-0.05671622,0.01728126
2062,1,48,1,1,3,49,0.0,-0.02545158,-0.00790437,0.00680418
2063,2,48,1,1,3,49,-0.08768967,-0.0103581,0.01940239,0.00739642
2064,3,48,1,1,3,49,0.0506094,-0.05536506,-0.00868032,-0.01334599
2065,1,48,1,1,4,49,-0.0,0.0,0.0,-0.0
2066,2,48,1,1,4,49,0.0,-0.02782447,-0.03062299,-0.00806593
2067,3,48,1,1,4,49,-0.10415176,-0.07687354,-0.01323028,-0.00371408
2068,1,49,1,1,1,48,-0.00154324,0.0023355,-0.01545952,-0.03341367
2069,2,49,1,1,1,48,-0.0247051,0.01266532,0.01459014,-0.03297776
2070,3,49,1,1,1,48,-0.00344413,-0.02285909,0.060831,-0.00891517
2071,4,49,1,1,1,48,-8.255e-05,-0.0015391,0.014401,-0.00732911
2072,1,49,1,1,2,48,-0.04214386,-0.00133047,0.03546394,-0.01620827
2073,2,49,1,1,2,48,0.04551479,-0.05745008,0.02958627,0.02970682
2074,3,49,1,1,2,48,-0.01697111,0.05498571,-0.05054895,0.00512539
2075,4,49,1,1,2,48,-0.00217834,-0.01147734,0.0321246,0.01391776
2076,1,49,1,1,3,48,0.0,-0.06357096,0.03047896,0.02312813
2077,2,49,1,1,3,48,-0.0496578,0.05136298,0.00218708,-0.00217869
2078,3,49,1,1,3,48,0.03325791,-0.03419255,0.02398402,0.02026341
2079,4,49,1,1,3,48,-0.0096478,0.03060368,-0.02494579,0.04378083
2080,1,49,1,1,4,48,-0.0,-0.0,-0.0,0.0
2081,2,49,1,1,4,48,-0.0,-0.06555518,-0.02035914,0.0175254
2082,3,49,1,1,4,48,-0.05172604,0.00994038,0.01838804,0.02491733
2083,4,49,1,1,4,48,0.02505543,-0.01422669,0.02991303,-0.02907412
2084,1,49,1,1,5,48,0.0,0.0,0.0,-0.0
2085,2,49,1,1,5,48,0.0,0.0,0.0,0.0
2086,3,49,1,1,5,48,0.0,-0.0563309,-0.06199653,-0.01632956
2087,4,49,1,1,5,48,-0.05573611,-0.02644464,-0.01350504,-0.0136662
2088,1,49,1,1,1,49,0.01635001,0.07254841,-0.00240263,-0.01569368
2089,2,49,1,1,1,49,-0.00055127,0.03148964,-0.05669146,-0.04355288
2090,3,49,1,1,1,49,-0.0070721,-0.02344623,0.03928157,-0.00175568
2091,4,49,1,1,1,49,-0.00117201,-0.01393969,0.05700558,-0.00559381
2092,1,49,1,1,2,49,-0.0,0.06039363,-0.0289556,-0.02197217
2093,2,49,1,1,2,49,0.00944766,-0.01077836,0.06744513,0.0010182
2094,3,49,1,1,2,49,0.00583276,0.02758822,-0.02968629,-0.02673782
2095,4,49,1,1,2,49,-0.00416187,-0.00172757,0.02078632,0.05616247
2096,1,49,1,1,3,49,0.0,0.0,0.0,-0.0
2097,2,49,1,1,3,49,0.0,0.06304332,0.01957904,-0.01685389
2098,3,49,1,1,3,49,0.00392716,-0.02417413,0.03651827,0.00739924
2099,4,49,1,1,3,49,0.00521921,0.02055674,-0.03630197,0.04725835
2100,1,49,1,1,4,49,-0.0,0.0,-0.0,0.0
2101,2,49,1,1,4,49,-0.0,-0.0,-0.0,-0.0
2102,3,49,1,1,4,49,-0.0,0.05649046,0.06217214,0.01637581
2103,4,49,1,1,4,49,-0.00331598,-0.0718825,-0.04498682,0.00222057
2104,1,49,1,1,1,50,0.05159313,0.06715398,0.02018437,-0.0168239
2105,2,49,1,1,1,50,-0.00947077,0.07689254,-0.02435874,-0.00629929
2106,3,49,1,1,1,50,-0.00252763,0.01952382,-0.01285329,0.00089849
2107,4,49,1,1,1,50,-0.00011087,0.00122209,-6.03e-06,-0.00155369
2108,1,49,1,1,2,50,-0.05927449,0.05091117,0.01998767,-0.00449743
2109,2,49,1,1,2,50,0.09001455,-0.0633529,0.03320379,0.00850472
2110,3,49,1,1,2,50,0.00029891,0.06085023,-0.05113302,0.00804182
2111,4,49,1,1,2,50,-0.00134136,0.01414138,-0.01742093,0.00785966
2112,1,49,1,1,3,50,0.0,-0.02627562,0.01259779,0.00955949
2113,2,49,1,1,3,50,-0.07699339,0.04778434,0.01607911,-0.00268167
2114,3,49,1,1,3,50,0.06980568,-0.0593659,0.01321407,0.00953976
2115,4,49,1,1,3,50,0.00198768,0.04055618,-0.05675285,0.01514285
2116,1,49,1,1,4,50,-0.0,-0.0,-0.0,-0.0
2117,2,49,1,1,4,50,0.0,-0.02959536,-0.00919128,0.00791197
