,k1,L1,k2,L2,k3,L3,rho1
2746,4,63,1,1,2,63,-0.00462154
2747,1,63,1,1,3,63,-0.0
2748,2,63,1,1,3,63,-0.00059462
2749,3,63,1,1,3,63,0.00101297
2750,4,63,1,1,3,63,-0.00062838
2751,1,63,1,1,1,64,-0.03944804
2752,2,63,1,1,1,64,-0.01873975
2753,3,63,1,1,1,64,-0.00950302
2754,4,63,1,1,1,64,-0.00310649
2755,1,63,1,1,2,64,0.01851924
2756,2,63,1,1,2,64,-0.00936065
2757,3,63,1,1,2,64,-0.01285726
2758,4,63,1,1,2,64,-0.00816474
2759,1,63,1,1,3,64,-0.00880542
2760,2,63,1,1,3,64,0.00721513
2761,3,63,1,1,3,64,0.00140397
2762,4,63,1,1,3,64,-0.00464289
2763,1,64,1,1,1,63,0.15581502
2764,2,64,1,1,1,63,0.06048191
2765,3,64,1,1,1,63,0.0137113
2766,1,64,1,1,2,63,-0.03762963
2767,2,64,1,1,2,63,0.0720069
2768,3,64,1,1,2,63,0.04835608
2769,1,64,1,1,3,63,0.01386659
2770,2,64,1,1,3,63,-0.02653468
2771,3,64,1,1,3,63,0.02290592
2772,1,64,1,1,1,64,-0.00661203
2773,2,64,1,1,1,64,-0.00441503
2774,3,64,1,1,1,64,-0.00158891
2775,1,64,1,1,2,64,0.00227614
2776,2,64,1,1,2,64,-0.00435554
2777,3,64,1,1,2,64,-0.00369821
2778,1,64,1,1,3,64,-0.0009562
2779,2,64,1,1,3,64,0.00182975
2780,3,64,1,1,3,64,-0.00157952
2781,1,64,1,1,1,65,-0.0239535
2782,2,64,1,1,1,65,-0.01299592
2783,3,64,1,1,1,65,-0.00474977
2784,1,64,1,1,2,65,0.01156277
2785,2,64,1,1,2,65,-0.00486365
2786,3,64,1,1,2,65,-0.00518309
2787,1,65,1,1,1,64,0.16782191
2788,2,65,1,1,1,64,0.0766079
2789,3,65,1,1,1,64,0.03127692
2790,4,65,1,1,1,64,0.00831055
2791,1,65,1,1,2,64,-0.0787855
2792,2,65,1,1,2,64,0.06101853
2793,3,65,1,1,2,64,0.05920687
2794,4,65,1,1,2,64,0.03088471
2795,1,65,1,1,3,64,0.03746047
2796,2,65,1,1,3,64,-0.04377728
2797,3,65,1,1,3,64,0.0076721
2798,4,65,1,1,3,64,0.02746682
2799,1,65,1,1,1,65,0.0
2800,2,65,1,1,1,65,-0.00531835
2801,3,65,1,1,1,65,-0.00435829
2802,4,65,1,1,1,65,-0.00221635
2803,1,65,1,1,2,65,0.0
2804,2,65,1,1,2,65,0.00256726
2805,3,65,1,1,2,65,-0.00116393
2806,4,65,1,1,2,65,-0.00222392
2807,1,65,1,1,1,66,-0.02439908
2808,2,65,1,1,1,66,-0.01341434
2809,3,65,1,1,1,66,-0.00678603
2810,4,65,1,1,1,66,-0.00253312
2811,1,65,1,1,2,66,0.02032208
2812,2,65,1,1,2,66,-0.00356904
2813,3,65,1,1,2,66,-0.00498694
2814,4,65,1,1,2,66,-0.00258048
2815,1,66,1,1,1,65,0.11944521
2816,2,66,1,1,1,65,0.05707117
2817,3,66,1,1,1,65,0.01636641
2818,1,66,1,1,2,65,-0.0576583
2819,2,66,1,1,2,65,0.04110477
2820,3,66,1,1,2,65,0.02533738
2821,1,66,1,1,1,66,-0.00474327
2822,2,66,1,1,1,66,-0.00390171
2823,3,66,1,1,1,66,-0.00144166
2824,1,66,1,1,2,66,0.00334201
2825,2,66,1,1,2,66,-0.00238253
2826,3,66,1,1,2,66,-0.00146861
2827,1,66,1,1,1,67,-0.01540229
2828,2,66,1,1,1,67,-0.00595392
2829,3,66,1,1,1,67,-0.00143006
2830,1,67,1,1,1,66,0.13066148
2831,2,67,1,1,1,66,0.05279909
2832,3,67,1,1,1,66,0.0124011
2833,1,67,1,1,2,66,-0.09206147
2834,2,67,1,1,2,66,0.06179539
2835,3,67,1,1,2,66,0.01050878
2836,1,67,1,1,1,67,-0.00075687
2837,2,67,1,1,1,67,-0.00477459
2838,3,67,1,1,1,67,-0.00094062
2839,1,67,1,1,1,68,-0.01907161
2840,2,67,1,1,1,68,-0.00188617
2841,3,67,1,1,1,68,-0.0006785
2842,1,68,1,1,1,67,0.09840051
2843,2,68,1,1,1,67,0.00283959
2844,1,68,1,1,1,68,-0.00429387
2845,2,68,1,1,1,68,-0.00012391
2846,1,69,1,1,1,68,0.11084022
2847,2,69,1,1,1,68,-0.02947749
