,k1,L1,k2,L2,k3,L3,rho1
1391,1,34,1,1,1,35,-0.19722739
1392,2,34,1,1,1,35,-0.02005167
1393,3,34,1,1,1,35,-0.00043865
1394,1,34,1,1,2,35,-0.0
1395,2,34,1,1,2,35,-0.17208621
1396,3,34,1,1,2,35,-0.01279703
1397,1,34,1,1,3,35,-0.0
1398,2,34,1,1,3,35,-0.0
1399,3,34,1,1,3,35,-0.1311505
1400,1,34,1,1,4,35,-0.0
1401,2,34,1,1,4,35,0.0
1402,3,34,1,1,4,35,-0.0
1403,1,35,1,1,1,34,0.37158369
1404,2,35,1,1,1,34,0.04291206
1405,3,35,1,1,1,34,0.00023764
1406,4,35,1,1,1,34,-4.86e-06
1407,1,35,1,1,2,34,0.0
1408,2,35,1,1,2,34,0.34343679
1409,3,35,1,1,2,34,0.0248678
1410,4,35,1,1,2,34,8.215e-05
1411,1,35,1,1,3,34,-0.0
1412,2,35,1,1,3,34,-0.0
1413,3,35,1,1,3,34,0.31109705
1414,4,35,1,1,3,34,0.01429452
1415,1,35,1,1,4,34,0.0
1416,2,35,1,1,4,34,0.0
1417,3,35,1,1,4,34,0.0
1418,4,35,1,1,4,34,0.23704525
1419,1,35,1,1,5,34,0.0
1420,2,35,1,1,5,34,-0.0
1421,3,35,1,1,5,34,-0.0
1422,4,35,1,1,5,34,-0.0
1423,1,35,1,1,1,35,0.0
1424,2,35,1,1,1,35,-0.02163128
1425,3,35,1,1,1,35,-0.0085639
1426,4,35,1,1,1,35,-0.0003922
1427,1,35,1,1,2,35,-0.0
1428,2,35,1,1,2,35,0.0
1429,3,35,1,1,2,35,-0.03672296
1430,4,35,1,1,2,35,-0.00688037
1431,1,35,1,1,3,35,0.0
1432,2,35,1,1,3,35,-0.0
1433,3,35,1,1,3,35,0.0
1434,4,35,1,1,3,35,-0.042307
1435,1,35,1,1,4,35,-0.0
1436,2,35,1,1,4,35,0.0
1437,3,35,1,1,4,35,0.0
1438,4,35,1,1,4,35,0.0
1439,1,35,1,1,1,36,-0.20266188
1440,2,35,1,1,1,36,-0.03571179
1441,3,35,1,1,1,36,-0.00116761
1442,4,35,1,1,1,36,-8.42e-06
1443,1,35,1,1,2,36,-0.0
1444,2,35,1,1,2,36,-0.18201588
1445,3,35,1,1,2,36,-0.02187926
1446,4,35,1,1,2,36,-0.00052471
1447,1,35,1,1,3,36,0.0
1448,2,35,1,1,3,36,-0.0
1449,3,35,1,1,3,36,-0.16636982
1450,4,35,1,1,3,36,-0.0133073
1451,1,35,1,1,4,36,-0.0
1452,2,35,1,1,4,36,0.0
1453,3,35,1,1,4,36,-0.0
1454,4,35,1,1,4,36,-0.12699041
1455,1,35,1,1,5,36,0.0
1456,2,35,1,1,5,36,-0.0
1457,3,35,1,1,5,36,0.0
1458,4,35,1,1,5,36,-0.0
1459,1,36,1,1,1,35,0.35078474
1460,2,36,1,1,1,35,0.02493886
1461,3,36,1,1,1,35,9.863e-05
1462,1,36,1,1,2,35,-0.0
1463,2,36,1,1,2,35,0.30750982
1464,3,36,1,1,2,35,0.01534032
1465,1,36,1,1,3,35,0.0
1466,2,36,1,1,3,35,0.0
1467,3,36,1,1,3,35,0.2342777
1468,1,36,1,1,4,35,-0.0
1469,2,36,1,1,4,35,-0.0
1470,3,36,1,1,4,35,0.0
1471,1,36,1,1,1,36,-0.01127241
1472,2,36,1,1,1,36,-0.00092474
1473,3,36,1,1,1,36,-1.049e-05
1474,1,36,1,1,2,36,-0.01828188
1475,2,36,1,1,2,36,-0.00893707
1476,3,36,1,1,2,36,-0.00045862
1477,1,36,1,1,3,36,0.0
1478,2,36,1,1,3,36,-0.03483867
1479,3,36,1,1,3,36,-0.00701218
1480,1,36,1,1,4,36,-0.0
1481,2,36,1,1,4,36,0.0
1482,3,36,1,1,4,36,-0.04019549
1483,1,36,1,1,5,36,-0.0
1484,2,36,1,1,5,36,0.0
1485,3,36,1,1,5,36,0.0
1486,1,36,1,1,1,37,-0.18568034
1487,2,36,1,1,1,37,-0.02138342
1488,3,36,1,1,1,37,-0.00053806
1489,1,36,1,1,2,37,-0.0
1490,2,36,1,1,2,37,-0.16097809
1491,3,36,1,1,2,37,-0.01379511
1492,1,36,1,1,3,37,0.0
1493,2,36,1,1,3,37,-0.0
1494,3,36,1,1,3,37,-0.12277313
1495,1,36,1,1,4,37,0.0
1496,2,36,1,1,4,37,0.0
1497,3,36,1,1,4,37,-0.0
1498,1,37,1,1,1,36,0.36543017
1499,2,37,1,1,1,36,0.04760263
1500,3,37,1,1,1,36,0.00036706
1501,4,37,1,1,1,36,-6.44e-06
1502,1,37,1,1,2,36,-0.0
1503,2,37,1,1,2,36,0.33322746
1504,3,37,1,1,2,36,0.02859768
1505,4,37,1,1,2,36,0.00014205
1506,1,37,1,1,3,36,0.0
1507,2,37,1,1,3,36,-0.0
1508,3,37,1,1,3,36,0.30318181
1509,4,37,1,1,3,36,0.01644985
1510,1,37,1,1,4,36,-0.0
1511,2,37,1,1,4,36,0.0
1512,3,37,1,1,4,36,-0.0
1513,4,37,1,1,4,36,0.23130242
1514,1,37,1,1,5,36,-0.0
1515,2,37,1,1,5,36,-0.0
1516,3,37,1,1,5,36,-0.0
1517,4,37,1,1,5,36,-0.0
1518,1,37,1,1,1,37,0.0
1519,2,37,1,1,1,37,-0.01984094
1520,3,37,1,1,1,37,-0.00882606
1521,4,37,1,1,1,37,-0.00046372
1522,1,37,1,1,2,37,0.0
1523,2,37,1,1,2,37,0.0
1524,3,37,1,1,2,37,-0.03314206
1525,4,37,1,1,2,37,-0.00713673
1526,1,37,1,1,3,37,0.0
1527,2,37,1,1,3,37,0.0
1528,3,37,1,1,3,37,0.0
1529,4,37,1,1,3,37,-0.03817048
1530,1,37,1,1,4,37,0.0
1531,2,37,1,1,4,37,0.0
1532,3,37,1,1,4,37,0.0
1533,4,37,1,1,4,37,0.0
1534,1,37,1,1,1,38,-0.19157806
1535,2,37,1,1,1,38,-0.03724355
1536,3,37,1,1,1,38,-0.00140021
1537,4,37,1,1,1,38,-1.165e-05
1538,1,37,1,1,2,38,-0.0
1539,2,37,1,1,2,38,-0.16863411
1540,3,37,1,1,2,38,-0.02357253
1541,4,37,1,1,2,38,-0.0006535
1542,1,37,1,1,3,38,0.0
1543,2,37,1,1,3,38,-0.0
1544,3,37,1,1,3,38,-0.15503775
1545,4,37,1,1,3,38,-0.01429056
1546,1,37,1,1,4,38,-0.0
1547,2,37,1,1,4,38,-0.0
1548,3,37,1,1,4,38,-0.0
1549,4,37,1,1,4,38,-0.11849793
1550,1,37,1,1,5,38,-0.0
1551,2,37,1,1,5,38,0.0
1552,3,37,1,1,5,38,-0.0
1553,4,37,1,1,5,38,-0.0
1554,1,38,1,1,1,37,0.34311733
1555,2,38,1,1,1,37,0.0280628
1556,3,38,1,1,1,37,0.00015938
1557,1,38,1,1,2,37,-0.0
1558,2,38,1,1,2,37,0.29922369
1559,3,38,1,1,2,37,0.01755904
1560,1,38,1,1,3,37,0.0
1561,2,38,1,1,3,37,0.0
1562,3,38,1,1,3,37,0.22812123
1563,1,38,1,1,4,37,-0.0
1564,2,38,1,1,4,37,-0.0
1565,3,38,1,1,4,37,0.0
1566,1,38,1,1,1,38,-0.01153224
1567,2,38,1,1,1,38,-0.00107111
1568,3,38,1,1,1,38,-1.411e-05
1569,1,38,1,1,2,38,-0.01620564
1570,2,38,1,1,2,38,-0.00925299
1571,3,38,1,1,2,38,-0.00055018
1572,1,38,1,1,3,38,0.0
1573,2,38,1,1,3,38,-0.03137534
1574,3,38,1,1,3,38,-0.00725341
1575,1,38,1,1,4,38,-0.0
1576,2,38,1,1,4,38,0.0
1577,3,38,1,1,4,38,-0.03622359
1578,1,38,1,1,5,38,0.0
1579,2,38,1,1,5,38,0.0
1580,3,38,1,1,5,38,0.0
1581,1,38,1,1,1,39,-0.17404098
1582,2,38,1,1,1,39,-0.02258462
1583,3,38,1,1,1,39,-0.00065242
1584,1,38,1,1,2,39,-0.0
1585,2,38,1,1,2,39,-0.14965092
1586,3,38,1,1,2,39,-0.01474913
1587,1,38,1,1,3,39,0.0
1588,2,38,1,1,3,39,-0.0
1589,3,38,1,1,3,39,-0.11417497
1590,1,38,1,1,4,39,-0.0
1591,2,38,1,1,4,39,0.0
1592,3,38,1,1,4,39,-0.0
1593,1,39,1,1,1,38,0.35876903
1594,2,39,1,1,1,38,0.05212234
1595,3,39,1,1,1,38,0.00053474
1596,4,39,1,1,1,38,-8.42e-06
1597,1,39,1,1,2,38,-0.0
1598,2,39,1,1,2,38,0.3217748
1599,3,39,1,1,2,38,0.03265382
1600,4,39,1,1,2,38,0.00022564
1601,1,39,1,1,3,38,0.0
1602,2,39,1,1,3,38,0.0
1603,3,39,1,1,3,38,0.2941919
1604,4,39,1,1,3,38,0.01875527
1605,1,39,1,1,4,38,-0.0
1606,2,39,1,1,4,38,-0.0
1607,3,39,1,1,4,38,-0.0
1608,4,39,1,1,4,38,0.22472194
1609,1,39,1,1,5,38,0.0
1610,2,39,1,1,5,38,0.0
1611,3,39,1,1,5,38,0.0
1612,4,39,1,1,5,38,0.0
1613,1,39,1,1,1,39,0.0
1614,2,39,1,1,1,39,-0.01822841
1615,3,39,1,1,1,39,-0.00903934
1616,4,39,1,1,1,39,-0.0005426
1617,1,39,1,1,2,39,-0.0
1618,2,39,1,1,2,39,0.0
1619,3,39,1,1,2,39,-0.02984298
1620,4,39,1,1,2,39,-0.00736209
1621,1,39,1,1,3,39,0.0
1622,2,39,1,1,3,39,-0.0
1623,3,39,1,1,3,39,0.0
1624,4,39,1,1,3,39,-0.03435089
1625,1,39,1,1,4,39,0.0
1626,2,39,1,1,4,39,0.0
1627,3,39,1,1,4,39,-0.0
1628,4,39,1,1,4,39,0.0
1629,1,39,1,1,1,40,-0.1805016
1630,2,39,1,1,1,40,-0.03834623
1631,3,39,1,1,1,40,-0.00165727
1632,4,39,1,1,1,40,-1.591e-05
1633,1,39,1,1,2,40,-0.0
1634,2,39,1,1,2,40,-0.15505793
1635,3,39,1,1,2,40,-0.02523276
1636,4,39,1,1,2,40,-0.00080863
1637,1,39,1,1,3,40,0.0
1638,2,39,1,1,3,40,-0.0
1639,3,39,1,1,3,40,-0.14345399
1640,4,39,1,1,3,40,-0.01522576
1641,1,39,1,1,4,40,0.0
1642,2,39,1,1,4,40,0.0
1643,3,39,1,1,4,40,-0.0
1644,4,39,1,1,4,40,-0.10979846
1645,1,39,1,1,5,40,-0.0
1646,2,39,1,1,5,40,-0.0
1647,3,39,1,1,5,40,0.0
1648,4,39,1,1,5,40,-0.0
1649,1,40,1,1,1,39,0.33470234
1650,2,40,1,1,1,39,0.0312526
1651,3,40,1,1,1,39,0.00023993
1652,1,40,1,1,2,39,0.0
1653,2,40,1,1,2,39,0.2899204
1654,3,40,1,1,2,39,0.01991916
1655,1,40,1,1,3,39,-0.0
1656,2,40,1,1,3,39,-0.0
1657,3,40,1,1,3,39,0.22111152
1658,1,40,1,1,4,39,0.0
1659,2,40,1,1,4,39,0.0
1660,3,40,1,1,4,39,-0.0
1661,1,40,1,1,1,40,-0.0117216
1662,2,40,1,1,1,40,-0.00122545
1663,3,40,1,1,1,40,-1.871e-05
1664,1,40,1,1,2,40,-0.01427456
1665,2,40,1,1,2,40,-0.00953688
1666,3,40,1,1,2,40,-0.00065619
1667,1,40,1,1,3,40,0.0
1668,2,40,1,1,3,40,-0.02816085
1669,3,40,1,1,3,40,-0.0074619
1670,1,40,1,1,4,40,0.0
1671,2,40,1,1,4,40,0.0
1672,3,40,1,1,4,40,-0.03254372
1673,1,40,1,1,5,40,-0.0
1674,2,40,1,1,5,40,0.0
1675,3,40,1,1,5,40,0.0
1676,1,40,1,1,1,41,-0.16234617
1677,2,40,1,1,1,41,-0.02361985
1678,3,40,1,1,1,41,-0.00078256
1679,1,40,1,1,2,41,-0.0
1680,2,40,1,1,2,41,-0.13814548
1681,3,40,1,1,2,41,-0.01564303
1682,1,40,1,1,3,41,-0.0
1683,2,40,1,1,3,41,-0.0
1684,3,40,1,1,3,41,-0.1053851
1685,1,40,1,1,4,41,0.0
1686,2,40,1,1,4,41,-0.0
1687,3,40,1,1,4,41,-0.0
1688,1,41,1,1,1,40,0.35160693
1689,2,41,1,1,1,40,0.05632136
1690,3,41,1,1,1,40,0.00074695
1691,4,41,1,1,1,40,-1.084e-05
1692,1,41,1,1,2,40,0.0
1693,2,41,1,1,2,40,0.30906768
1694,3,41,1,1,2,40,0.03705703
1695,4,41,1,1,2,40,0.00034074
1696,1,41,1,1,3,40,-0.0
1697,2,41,1,1,3,40,-0.0
1698,3,41,1,1,3,40,0.28405557
1699,4,41,1,1,3,40,0.02121178
1700,1,41,1,1,4,40,0.0
1701,2,41,1,1,4,40,0.0
1702,3,41,1,1,4,40,0.0
1703,4,41,1,1,4,40,0.21726735
1704,1,41,1,1,5,40,-0.0
1705,2,41,1,1,5,40,-0.0
1706,3,41,1,1,5,40,-0.0
1707,4,41,1,1,5,40,0.0
1708,1,41,1,1,1,41,0.0
1709,2,41,1,1,1,41,-0.01677207
1710,3,41,1,1,1,41,-0.00919771
1711,4,41,1,1,1,41,-0.00062863
1712,1,41,1,1,2,41,-0.0
1713,2,41,1,1,2,41,0.0
1714,3,41,1,1,2,41,-0.02678717
1715,4,41,1,1,2,41,-0.00755287
1716,1,41,1,1,3,41,0.0
1717,2,41,1,1,3,41,-0.0
1718,3,41,1,1,3,41,0.0
1719,4,41,1,1,3,41,-0.03080137
1720,1,41,1,1,4,41,0.0
1721,2,41,1,1,4,41,0.0
1722,3,41,1,1,4,41,-0.0
1723,4,41,1,1,4,41,0.0
1724,1,41,1,1,1,42,-0.16944918
1725,2,41,1,1,1,42,-0.03894793
1726,3,41,1,1,1,42,-0.00193619
1727,4,41,1,1,1,42,-2.144e-05
1728,1,41,1,1,2,42,-0.0
1729,2,41,1,1,2,42,-0.1413719
1730,3,41,1,1,2,42,-0.02683977
1731,4,41,1,1,2,42,-0.00099544
1732,1,41,1,1,3,42,0.0
1733,2,41,1,1,3,42,-0.0
1734,3,41,1,1,3,42,-0.1316397
1735,4,41,1,1,3,42,-0.01609804
1736,1,41,1,1,4,42,-0.0
1737,2,41,1,1,4,42,0.0
1738,3,41,1,1,4,42,-0.0
1739,4,41,1,1,4,42,-0.10091953
1740,1,41,1,1,5,42,-0.0
1741,2,41,1,1,5,42,-0.0
1742,3,41,1,1,5,42,0.0
1743,4,41,1,1,5,42,-0.0
1744,1,42,1,1,1,41,0.32553812
1745,2,42,1,1,1,41,0.03445626
1746,3,42,1,1,1,41,0.00034457
1747,1,42,1,1,2,41,0.0
1748,2,42,1,1,2,41,0.27956569
1749,3,42,1,1,2,41,0.02241534
1750,1,42,1,1,3,41,-0.0
1751,2,42,1,1,3,41,-0.0
1752,3,42,1,1,3,41,0.21320825
1753,1,42,1,1,4,41,0.0
1754,2,42,1,1,4,41,0.0
1755,3,42,1,1,4,41,-0.0
1756,1,42,1,1,1,42,-0.01183478
1757,2,42,1,1,1,42,-0.00138485
1758,3,42,1,1,1,42,-2.449e-05
1759,1,42,1,1,2,42,-0.01247521
1760,2,42,1,1,2,42,-0.00978584
1761,3,42,1,1,2,42,-0.00077894
1762,1,42,1,1,3,42,0.0
1763,2,42,1,1,3,42,-0.02515619
1764,3,42,1,1,3,42,-0.00763375
1765,1,42,1,1,4,42,0.0
1766,2,42,1,1,4,42,0.0
1767,3,42,1,1,4,42,-0.02911323
1768,1,42,1,1,5,42,0.0
1769,2,42,1,1,5,42,0.0
1770,3,42,1,1,5,42,0.0
1771,1,42,1,1,1,43,-0.15063129
1772,2,42,1,1,1,43,-0.0244504
1773,3,42,1,1,1,43,-0.00092893
1774,1,42,1,1,2,43,-0.0
1775,2,42,1,1,2,43,-0.1265059
1776,3,42,1,1,2,43,-0.01645826
1777,1,42,1,1,3,43,-0.0
1778,2,42,1,1,3,43,-0.0
1779,3,42,1,1,3,43,-0.09643144
1780,1,42,1,1,4,43,0.0
1781,2,42,1,1,4,43,-0.0
1782,3,42,1,1,4,43,-0.0
1783,1,43,1,1,1,42,0.34393859
1784,2,43,1,1,1,42,0.06003058
1785,3,43,1,1,1,42,0.0010098
1786,4,43,1,1,1,42,-1.377e-05
1787,1,43,1,1,2,42,-0.0
1788,2,43,1,1,2,42,0.29511947
1789,3,43,1,1,2,42,0.04182662
1790,4,43,1,1,2,42,0.00049786
1791,1,43,1,1,3,42,0.0
1792,2,43,1,1,3,42,-0.0
1793,3,43,1,1,3,42,0.27268219
1794,4,43,1,1,3,42,0.02382107
1795,1,43,1,1,4,42,-0.0
1796,2,43,1,1,4,42,0.0
1797,3,43,1,1,4,42,0.0
1798,4,43,1,1,4,42,0.20889127
1799,1,43,1,1,5,42,-0.0
1800,2,43,1,1,5,42,-0.0
1801,3,43,1,1,5,42,-0.0
1802,4,43,1,1,5,42,0.0
1803,1,43,1,1,1,43,0.0
1804,2,43,1,1,1,43,-0.01545421
1805,3,43,1,1,1,43,-0.00929432
1806,4,43,1,1,1,43,-0.00072127
1807,1,43,1,1,2,43,-0.0
1808,2,43,1,1,2,43,0.0
1809,3,43,1,1,2,43,-0.02394409
1810,4,43,1,1,2,43,-0.00770481
1811,1,43,1,1,3,43,0.0
1812,2,43,1,1,3,43,-0.0
1813,3,43,1,1,3,43,0.0
1814,4,43,1,1,3,43,-0.02748346
1815,1,43,1,1,4,43,-0.0
1816,2,43,1,1,4,43,0.0
1817,3,43,1,1,4,43,0.0
1818,4,43,1,1,4,43,0.0
1819,1,43,1,1,1,44,-0.15842819
1820,2,43,1,1,1,44,-0.03898411
1821,3,43,1,1,1,44,-0.00223247
1822,4,43,1,1,1,44,-2.855e-05
1823,1,43,1,1,2,44,-0.0
1824,2,43,1,1,2,44,-0.12767731
1825,3,43,1,1,2,44,-0.02836628
1826,4,43,1,1,2,44,-0.00122049
1827,1,43,1,1,3,44,0.0
1828,2,43,1,1,3,44,-0.0
1829,3,43,1,1,3,44,-0.11961371
1830,4,43,1,1,3,44,-0.01689093
1831,1,43,1,1,4,44,-0.0
1832,2,43,1,1,4,44,0.0
1833,3,43,1,1,4,44,-0.0
1834,4,43,1,1,4,44,-0.09188729
1835,1,43,1,1,5,44,0.0
1836,2,43,1,1,5,44,-0.0
1837,3,43,1,1,5,44,0.0
1838,4,43,1,1,5,44,-0.0
1839,1,44,1,1,1,43,0.31562045
1840,2,44,1,1,1,43,0.03760838
1841,3,44,1,1,1,43,0.00047823
1842,1,44,1,1,2,43,0.0
1843,2,44,1,1,2,43,0.26812473
1844,3,44,1,1,2,43,0.02503876
1845,1,44,1,1,3,43,0.0
1846,2,44,1,1,3,43,-0.0
1847,3,44,1,1,3,43,0.20436065
1848,1,44,1,1,4,43,-0.0
1849,2,44,1,1,4,43,0.0
1850,3,44,1,1,4,43,-0.0
1851,1,44,1,1,1,44,-0.01186657
1852,2,44,1,1,1,44,-0.00154544
1853,3,44,1,1,1,44,-3.164e-05
1854,1,44,1,1,2,44,-0.01079939
1855,2,44,1,1,2,44,-0.00999609
1856,3,44,1,1,2,44,-0.00092109
1857,1,44,1,1,3,44,0.0
1858,2,44,1,1,3,44,-0.02232813
1859,3,44,1,1,3,44,-0.0077643
1860,1,44,1,1,4,44,0.0
1861,2,44,1,1,4,44,0.0
1862,3,44,1,1,4,44,-0.02589669
1863,1,44,1,1,5,44,-0.0
1864,2,44,1,1,5,44,-0.0
1865,3,44,1,1,5,44,0.0
1866,1,44,1,1,1,45,-0.13892983
1867,2,44,1,1,1,45,-0.02503463
1868,3,44,1,1,1,45,-0.00109144
1869,1,44,1,1,2,45,-0.0
1870,2,44,1,1,2,45,-0.11478142
1871,3,44,1,1,2,45,-0.01717291
1872,1,44,1,1,3,45,0.0
1873,2,44,1,1,3,45,-0.0
1874,3,44,1,1,3,45,-0.08734187
1875,1,44,1,1,4,45,-0.0
1876,2,44,1,1,4,45,0.0
1877,3,44,1,1,4,45,-0.0
1878,1,45,1,1,1,44,0.33574104
1879,2,45,1,1,1,44,0.06306669
1880,3,45,1,1,1,44,0.00132874
1881,4,45,1,1,1,44,-1.725e-05
1882,1,45,1,1,2,44,-0.0
1883,2,45,1,1,2,44,0.27997638
1884,3,45,1,1,2,44,0.04697516
1885,4,45,1,1,2,44,0.00071136
1886,1,45,1,1,3,44,0.0
1887,2,45,1,1,3,44,0.0
1888,3,45,1,1,3,44,0.25995683
1889,4,45,1,1,3,44,0.0265864
1890,1,45,1,1,4,44,-0.0
1891,2,45,1,1,4,44,-0.0
1892,3,45,1,1,4,44,-0.0
1893,4,45,1,1,4,44,0.19953319
1894,1,45,1,1,5,44,0.0
1895,2,45,1,1,5,44,0.0
1896,3,45,1,1,5,44,0.0
1897,4,45,1,1,5,44,0.0
1898,1,45,1,1,1,45,0.0
1899,2,45,1,1,1,45,-0.01426008
1900,3,45,1,1,1,45,-0.00932143
1901,4,45,1,1,1,45,-0.00081957
1902,1,45,1,1,2,45,0.0
1903,2,45,1,1,2,45,0.0
1904,3,45,1,1,2,45,-0.02128977
1905,4,45,1,1,2,45,-0.00781276
1906,1,45,1,1,3,45,-0.0
1907,2,45,1,1,3,45,-0.0
1908,3,45,1,1,3,45,0.0
1909,4,45,1,1,3,45,-0.02436528
1910,1,45,1,1,4,45,0.0
1911,2,45,1,1,4,45,0.0
1912,3,45,1,1,4,45,0.0
1913,4,45,1,1,4,45,0.0
1914,1,45,1,1,1,46,-0.14743548
1915,2,45,1,1,1,46,-0.03840368
1916,3,45,1,1,1,46,-0.00253921
1917,4,45,1,1,1,46,-3.76e-05
1918,1,45,1,1,2,46,-0.0
1919,2,45,1,1,2,46,-0.11409335
1920,3,45,1,1,2,46,-0.02977348
1921,4,45,1,1,2,46,-0.00149173
1922,1,45,1,1,3,46,-0.0
1923,2,45,1,1,3,46,-0.0
1924,3,45,1,1,3,46,-0.10739342
1925,4,45,1,1,3,46,-0.01758611
1926,1,45,1,1,4,46,0.0
1927,2,45,1,1,4,46,-0.0
1928,3,45,1,1,4,46,-0.0
1929,4,45,1,1,4,46,-0.08272707
1930,1,45,1,1,5,46,-0.0
1931,2,45,1,1,5,46,-0.0
1932,3,45,1,1,5,46,-0.0
1933,4,45,1,1,5,46,-0.0
1934,1,46,1,1,1,45,0.30494034
1935,2,46,1,1,1,45,0.04062773
1936,3,46,1,1,1,45,0.00064639
1937,1,46,1,1,2,45,0.0
1938,2,46,1,1,2,45,0.25556392
1939,3,46,1,1,2,45,0.02777524
1940,1,46,1,1,3,45,0.0
1941,2,46,1,1,3,45,-0.0
1942,3,46,1,1,3,45,0.19450572
1943,1,46,1,1,4,45,-0.0
1944,2,46,1,1,4,45,0.0
1945,3,46,1,1,4,45,0.0
1946,1,46,1,1,1,46,-0.01181247
1947,2,46,1,1,1,46,-0.00170232
1948,3,46,1,1,1,46,-4.038e-05
1949,1,46,1,1,2,46,-0.00924328
1950,2,46,1,1,2,46,-0.01016247
1951,3,46,1,1,2,46,-0.00108567
1952,1,46,1,1,3,46,0.0
1953,2,46,1,1,3,46,-0.0196478
1954,3,46,1,1,3,46,-0.00784792
1955,1,46,1,1,4,46,-0.0
1956,2,46,1,1,4,46,0.0
1957,3,46,1,1,4,46,-0.02286413
1958,1,46,1,1,5,46,-0.0
1959,2,46,1,1,5,46,-0.0
1960,3,46,1,1,5,46,0.0
1961,1,46,1,1,1,47,-0.12727276
1962,2,46,1,1,1,47,-0.0253285
1963,3,46,1,1,1,47,-0.00126911
1964,1,46,1,1,2,47,-0.0
1965,2,46,1,1,2,47,-0.10302809
1966,3,46,1,1,2,47,-0.01776055
1967,1,46,1,1,3,47,0.0
1968,2,46,1,1,3,47,-0.0
1969,3,46,1,1,3,47,-0.07814539
1970,1,46,1,1,4,47,0.0
1971,2,46,1,1,4,47,0.0
1972,3,46,1,1,4,47,-0.0
1973,1,47,1,1,1,46,0.32696697
1974,2,47,1,1,1,46,0.06524083
1975,3,47,1,1,1,46,0.00170778
1976,4,47,1,1,1,46,-2.133e-05
1977,1,47,1,1,2,46,0.0
1978,2,47,1,1,2,46,0.26372674
1979,3,47,1,1,2,46,0.05249836
1980,4,47,1,1,2,46,0.00100097
1981,1,47,1,1,3,46,-0.0
1982,2,47,1,1,3,46,-0.0
1983,3,47,1,1,3,46,0.2457334
1984,4,47,1,1,3,46,0.029514
1985,1,47,1,1,4,46,0.0
1986,2,47,1,1,4,46,0.0
1987,3,47,1,1,4,46,0.0
1988,4,47,1,1,4,46,0.18911523
1989,1,47,1,1,5,46,-0.0
1990,2,47,1,1,5,46,-0.0
1991,3,47,1,1,5,46,-0.0
1992,4,47,1,1,5,46,0.0
1993,1,47,1,1,1,47,0.0
1994,2,47,1,1,1,47,-0.01317706
1995,3,47,1,1,1,47,-0.00927033
1996,4,47,1,1,1,47,-0.000922
1997,1,47,1,1,2,47,-0.0
1998,2,47,1,1,2,47,0.0
1999,3,47,1,1,2,47,-0.01880576
2000,4,47,1,1,2,47,-0.00787038
2001,1,47,1,1,3,47,-0.0
2002,2,47,1,1,3,47,-0.0
2003,3,47,1,1,3,47,0.0
2004,4,47,1,1,3,47,-0.02142011
2005,1,47,1,1,4,47,0.0
2006,2,47,1,1,4,47,0.0
2007,3,47,1,1,4,47,0.0
2008,4,47,1,1,4,47,0.0
2009,1,47,1,1,1,48,-0.1364565
2010,2,47,1,1,1,48,-0.037176
2011,3,47,1,1,1,48,-0.00284666
2012,4,47,1,1,1,48,-4.9e-05
2013,1,47,1,1,2,48,-0.0
2014,2,47,1,1,2,48,-0.10075702
2015,3,47,1,1,2,48,-0.03100412
2016,4,47,1,1,2,48,-0.00181846
2017,1,47,1,1,3,48,0.0
2018,2,47,1,1,3,48,-0.0
2019,3,47,1,1,3,48,-0.09499683
2020,4,47,1,1,3,48,-0.01816293
2021,1,47,1,1,4,48,-0.0
2022,2,47,1,1,4,48,-0.0
2023,3,47,1,1,4,48,-0.0
2024,4,47,1,1,4,48,-0.07346345
2025,1,47,1,1,5,48,0.0
2026,2,47,1,1,5,48,-0.0
2027,3,47,1,1,5,48,-0.0
2028,4,47,1,1,5,48,-0.0
2029,1,48,1,1,1,47,0.29348072
2030,2,48,1,1,1,47,0.04341491
2031,3,48,1,1,1,47,0.00085497
2032,1,48,1,1,2,47,0.0
2033,2,48,1,1,2,47,0.2418533
2034,3,48,1,1,2,47,0.03060214
2035,1,48,1,1,3,47,-0.0
2036,2,48,1,1,3,47,-0.0
2037,3,48,1,1,3,47,0.18356554
2038,1,48,1,1,4,47,0.0
2039,2,48,1,1,4,47,0.0
2040,3,48,1,1,4,47,0.0
2041,1,48,1,1,1,48,-0.01166896
2042,2,48,1,1,1,48,-0.00184949
2043,3,48,1,1,1,48,-5.093e-05
2044,1,48,1,1,2,48,-0.00780673
2045,2,48,1,1,2,48,-0.01027743
2046,3,48,1,1,2,48,-0.00127587
2047,1,48,1,1,3,48,0.0
2048,2,48,1,1,3,48,-0.01708971
2049,3,48,1,1,3,48,-0.00787771
2050,1,48,1,1,4,48,0.0
2051,2,48,1,1,4,48,0.0
2052,3,48,1,1,4,48,-0.01998946
2053,1,48,1,1,5,48,-0.0
2054,2,48,1,1,5,48,-0.0
2055,3,48,1,1,5,48,0.0
2056,1,48,1,1,1,49,-0.11568762
2057,2,48,1,1,1,49,-0.02528681
2058,3,48,1,1,1,49,-0.00145971
2059,1,48,1,1,2,49,-0.0
2060,2,48,1,1,2,49,-0.09131074
2061,3,48,1,1,2,49,-0.01818857
2062,1,48,1,1,3,49,0.0
2063,2,48,1,1,3,49,-0.0
2064,3,48,1,1,3,49,-0.06887353
2065,1,48,1,1,4,49,-0.0
2066,2,48,1,1,4,49,0.0
2067,3,48,1,1,4,49,-0.0
2068,1,49,1,1,1,48,0.31753693
